segmentnr	original	analyzed	translated
['SA_K10_uvs_sc-0']	Udānavarga de Subai	udāna vargaḥ de su bai 	The Chapter on Udāna
['SA_K10_uvs_sc-1']	Anityavarga	anitya varga 	The Chapter on Impermanence
['SA_K10_uvs_sc-2']	Stances / perdues	stances 	Those verses are lost
['SA_K10_uvs_sc-3']	kāryya	ro-0 	Action
['SA_K10_uvs_sc-4']	ida ca kṛtvā / / / / / /	idam ca kṛtvā 	Having done this...
['SA_K10_uvs_sc-5']	Stance / perdue	stance perdue 	Those verses are lost
['SA_K10_uvs_sc-6']	Kāmavarga	kāma varga 	The Chapter on Desire
['SA_K10_uvs_sc-7']	Stances / perdues	stances 	Those verses are lost
['SA_K10_uvs_sc-8']	cchandajāto navasrāvī	chanda jātaḥ nava srāvī 	Born from desire, dripping with fresh blood,
['SA_K10_uvs_sc-9', 'SA_K10_uvs_sc-10']	manasā ca sphuṭo bhavet🔽Stances / / perdues	manasā ca sphuṭaḥ bhavet  stances 	And bursting in the mind.🔽Those verses are lost
['SA_K10_uvs_sc-11']	anūsāri	ro-0 anūsāri 	Following
['SA_K10_uvs_sc-12']	manasā tṛpti nāddhyagāt /	manasā tṛpti na at hyagāt 	The mind did not attain satisfaction.
['SA_K10_uvs_sc-13']	tato nivṛtti pratikarmma / /	tatas nivṛtti pratikarma 	Then, turning away, one practices in opposition.
['SA_K10_uvs_sc-14']	prajñāya tṛptaḥ puruṣaḥ	prajñāya tṛptaḥ puruṣaḥ 	A person satisfied with wisdom
['SA_K10_uvs_sc-15']	tṛṣṇāya kurute vaśam	tṛṣṇāya kurute vaśam 	Is controlled by craving.
['SA_K10_uvs_sc-16']	gṛddhā / / / / / /	ro-0 	Greedy...
['SA_K10_uvs_sc-17']	Stances perdues	stances perdues 	Those verses are lost
['SA_K10_uvs_sc-18']	tṛṣṇākṣayarato bhoti	tṛṣṇā kṣaya rataḥ 	One delights in the cessation of craving,
['SA_K10_uvs_sc-19', 'SA_K10_uvs_sc-20']	samyaksabuddhaśrāvakaḥ🔽parvvato / / / / /	samyaksabuddha śrāvakaḥ  ro-0 	A disciple of the Perfectly Awakened One.🔽A mountain...
['SA_K10_uvs_sc-21']	adrākṣi yato nidāna	adrākṣi yatas nidāna 	From which one sees the source
['SA_K10_uvs_sc-22']	kāmeṣu so / / / / / / /	kāmeṣu 	Of craving for sensual pleasures.
['SA_K10_uvs_sc-23']	Tṛṣṇāvarga	tṛṣṇā varga 	The Chapter on Craving
['SA_K10_uvs_sc-24']	Stance perdue	stance perdue 	Those verses are lost
['SA_K10_uvs_sc-25']	prahāsyate	  prahāsyate 	One will abandon
['SA_K10_uvs_sc-26']	eṣā pūtikaroti bandhanam	eṣā pūti karoti bandhanam 	This putrid-making bondage
['SA_K10_uvs_sc-27', 'SA_K10_uvs_sc-28']	manujasya pra /attacāriṇas🔽tṛṣṇā / / / / / / / / /	manujasya praatta cāriṇas  tṛṣṇā 	Of a human being who acts for himself.🔽Craving...
['SA_K10_uvs_sc-29']	tṛṣṇācchadanacchāditaḥ /	tṛṣṇā chadana chāditaḥ 	Covered by the cloak of craving,
['SA_K10_uvs_sc-30']	pramattā bandhane baddhā	pramattā bandhane baddhā 	The heedless are bound in bondage,
['SA_K10_uvs_sc-31']	matsyā va kupināmukhe	matsyāḥ kupināmukhe 	Like fish in a net.
['SA_K10_uvs_sc-32']	Stance perdue	stance perdue 	Those verses are lost
['SA_K10_uvs_sc-33']	sayojanasaṅgasattabālā	         	The young, with bonds and attachments,
['SA_K10_uvs_sc-34']	duḥkham upenti punaś	duḥkham upenti punar 	Again experience suffering
['SA_K10_uvs_sc-35', 'SA_K10_uvs_sc-36', 'SA_K10_uvs_sc-37']	cirarātrim🔽tṛṣṇāya grathitāḥ / /🔽Stance perdue	cira rātrim  tṛṣṇāya grathitāḥ  stance perdue 	For a long time.🔽Bound by craving.🔽Those verses are lost
['SA_K10_uvs_sc-38']	sudustyajān /	      	Very difficult to abandon.
['SA_K10_uvs_sc-39']	śokās tasya vivarddhanti	śokāḥ tasya vivarddhanti 	His sorrows increase
['SA_K10_uvs_sc-40']	ovṛṣṭā bīraṇā yathā	ovṛṣṭā bīraṇā yathā 	like rain on a field of reeds.
['SA_K10_uvs_sc-41']	yas tv etā tyajate grāmyā	yaḥ tu etā tyajate grāmyā 	But he who abandons these worldly things
['SA_K10_uvs_sc-42']	udabindur iva puṣkarāt	uda binduḥ iva puṣkarāt 	like a drop of water on a lotus leaf,
['SA_K10_uvs_sc-43']	yāvanto ha saāgataḥ /	yāvantaḥ ha sa āgataḥ 	however many he may have acquired,
['SA_K10_uvs_sc-44']	tṛṣṇā saūlā khanatha	tṛṣṇā sa ūlā khanatha 	dig for thirst as for a reed,
['SA_K10_uvs_sc-45']	uśīrārtthi va bīraṇām /	uśīra ārtthi vaḥ bīraṇām 	as if seeking ushira grass.
['SA_K10_uvs_sc-46']	tṛṣṇāyāḥ / / / / /	tṛṣṇāyāḥ 	For thirst...
['SA_K10_uvs_sc-47']	tṛṣṇādvitīyaḥ puruṣo	tṛṣṇā dvitīyaḥ 	The man who is accompanied by thirst
['SA_K10_uvs_sc-48']	dīrggham / / / / / / /	ro-0 	goes a long way...
['SA_K10_uvs_sc-49']	punaḥ punar upādetvā	punar punar upādetvā 	again and again taking rebirth,
['SA_K10_uvs_sc-50']	garbbham eti punsḥ punaḥ /	garbbham eti punsaḥ punar 	he enters the womb again and again.
['SA_K10_uvs_sc-51']	itthabhāvo nnyathībhāvaḥ	itthabhāvaḥ n nyathībhāvaḥ 	The state of being a woman, the state of being a man,
['SA_K10_uvs_sc-52']	satvanām āgati gati	satvanām āgati gati 	the coming and going of beings,
['SA_K10_uvs_sc-53']	ca tṛṣṇām / / / /	ca tṛṣṇām 	all that is due to thirst.
['SA_K10_uvs_sc-54']	vidyati	      	It is known
['SA_K10_uvs_sc-55']	yasya deva manuṣyāś ca	yasya deva manuṣyāḥ ca 	to whom gods and humans
['SA_K10_uvs_sc-56']	śritās tiṣṭhanti c artthikāḥ /	śritāḥ tiṣṭhanti c artthikāḥ 	resort, and who they stand in need of.
['SA_K10_uvs_sc-57']	tarath ītā visaktikā	tarath ītā visaktikā 	Cross over, O bird, free from attachment!
['SA_K10_uvs_sc-58']	visaktikā	         	free from attachment
['SA_K10_uvs_sc-59']	gaṇḍasya mūla visṛṭā va jālinī /	gaṇḍasya mūla visṛṭā va jālinī 	like a net spread out at the root of a tumor.
['SA_K10_uvs_sc-60']	lata pipāsām avinīya / / /	lata pipāsām a vinīya 	Without subduing thirst...
['SA_K10_uvs_sc-61']	rohati /	      rohati 	it grows.
['SA_K10_uvs_sc-62', 'SA_K10_uvs_sc-63']	tathaiva tṛṣṇānuśaye anūhate🔽nirvvarttate duḥkham ida punaḥ	tathā eva tṛṣṇā anuśaye anūhate  nirvvarttate duḥkham punar 	In the same way, when the latent tendency to craving is not uprooted,
['SA_K10_uvs_sc-64']	punaḥ	punar 	this suffering arises again and again.
['SA_K10_uvs_sc-65']	śalyo / / / / / / /	ro-0 	The dart...
['SA_K10_uvs_sc-66']	tṛṣṇā vadhāya upanenti prāṇi	tṛṣṇā vadhāya upanenti prāṇi 	craving leads to the killing of beings.
['SA_K10_uvs_sc-67']	naḥ	naḥ 	Not so
['SA_K10_uvs_sc-68']	etad ādinava jñātvā	etat ādi nava jñātvā 	knowing this danger,
['SA_K10_uvs_sc-69']	tṛṣṇā duḥkhasya sabhava /	tṛṣṇā duḥkhasya sabhava 	craving is the origin of suffering.
['SA_K10_uvs_sc-70', 'SA_K10_uvs_sc-71']	vitatṛṣṇo anādānaḥ🔽Apramādavarga	vitatṛṣṇaḥ an ādānaḥ  apramāda varga 	Free from craving, not grasping,🔽the chapter on heedfulness
['SA_K10_uvs_sc-72']	amṛtapadam	    	the state of immortality
['SA_K10_uvs_sc-73']	pramada mṛtyuno padam /	pramada mṛtyunā u padam 	heedfulness is the state of death.
