segmentnr	original	analyzed	translated
['SA_GSP30_timudghu-0']	Chapter / introduction /	chapter introduction 	Chapter. Introduction.
['SA_GSP30_timudghu-1']	visualisation of faced /	visualisation of faced 	Visualization of faced.
['SA_GSP30_timudghu-2']	armed Bhairava 	bhairava 	Armed Bhairava
['SA_GSP30_timudghu-3']	fol /orn oṃ namo mahābhairavāya //	om namaḥ mahābhairavāya 	Fol. Ornament ॐ Salutations to the Great Bhairava.
['SA_GSP30_timudghu-4']	kailāsaśikhare ramye siddhacāraṇasevite	kailāsa śikhare ramye siddha cāraṇa sevite 	On the delightful peak of Kailash, served by Siddhas and Charanas
['SA_GSP30_timudghu-5']	siddhayogīsamākīrṇṇe nānādrumasamanvite	siddha yogī samākīrṇṇe nānā druma samanvite 	Crowded with accomplished yogis, endowed with various trees
['SA_GSP30_timudghu-6']	apsarogaṇasaṅkīrṇe yakṣagandharvasevite	apsaraḥ gaṇa saṅkīrṇe yakṣa gandharva sevite 	Crowded with groups of celestial nymphs, served by Yakshas and Gandharvas
['SA_GSP30_timudghu-7']	nānāsamākīrṇṇe nānādhātuvicitrite	nānā samākīrṇṇe nānā dhātu vicitrite 	Crowded with various things, variegated with various minerals
['SA_GSP30_timudghu-8']	anekaśikharākīrṇe gaṇagandharvasevite	aneka śikhara ākīrṇe gaṇa gandharva sevite 	Crowded with many peaks, served by Ganas and Gandharvas
['SA_GSP30_timudghu-9']	sahasrakiraṇopetataptakāṃcanasaprabhaḥ em / prabhe	                 	Endowed with a thousand rays, shining like heated gold
['SA_GSP30_timudghu-10']	riṣibhiś caiva sevite siddhagaṇaniṣevite	riṣibhiḥ ca eva sevite siddha gaṇa niṣevite 	Served by sages, frequented by groups of Siddhas
['SA_GSP30_timudghu-11']	karṇṇikāravanāntaraṃ puṣpitacampakādibhiḥ em / āntare	karṇṇikāra vana antaram puṣpita campaka ādibhiḥ āntare 	The interior of the Karnikara forest, with blossoming Champakas and others
