segmentnr	original	analyzed	translated
['SA_GE07_mbh_10_u-0']	nārāyaṇaṃ namaskṛtya naraṃ caiva narottamam	nārāyaṇam namaskṛtya naram ca eva narottamam 	Having saluted Narayana, and Nara, the best of men,
['SA_GE07_mbh_10_u-1']	devīṃ sarasvatīṃ caiva tato jayam udīrayet	devīm sarasvatīm ca eva tatas jayam udīrayet 	and also the goddess Sarasvati, one should then utter जय (victory).
['SA_GE07_mbh_10_u-2']	oṃ namaḥ sakalakalyāṇadāyine cakrapāṇaye	om namaḥ sakala kalyāṇa dāyine cakrapāṇaye 	Om, salutations to the wielder of the discus, the bestower of all that is auspicious,
['SA_GE07_mbh_10_u-3']	viṣayārṇavamagnānāṃ samuddharaṇasetave	viṣaya arṇava magnānām samuddharaṇa setave 	to the bridge for the deliverance of those sunk in the ocean of worldly existence.
['SA_GE07_mbh_10_u-4']	saṃjaya uvāca	saṃjayaḥ uvāca 	Sanjaya said:
['SA_GE07_mbh_10_u-5']	tatas te sahitā vīrāḥ prayātā dakṣiṇāmukhāḥ	tatas te sahitāḥ vīrāḥ prayātāḥ dakṣiṇāmukhāḥ 	Then those assembled heroes set out facing south,
['SA_GE07_mbh_10_u-6']	upāstamayavelāyāṃ śibirābhyāśam āgatāḥ	upa astamaya velāyām śibira abhyāśam āgatāḥ 	and arrived near the camp at twilight.
['SA_GE07_mbh_10_u-7']	sarve sumanasas tadā	  sarve sumanasaḥ tadā 	All of them were in high spirits then.
['SA_GE07_mbh_10_u-8', 'SA_GE07_mbh_10_u-9']	samīpe pāṇḍavāv etya vāsudevo 'bravīd idam🔽vimucya vāhāṃs tvaritā bhītāḥ samabhavaṃs tadā	samīpe pāṇḍavau etya vāsudevaḥ bravīt idam  vimucya vāhān tvaritāḥ bhītāḥ samabhavan tadā 	Approaching the Pandavas, Vasudeva said this:🔽Quickly unyoking the horses, they became frightened.
['SA_GE07_mbh_10_u-10']	gahanaṃ deśam āsādya pracchannā nyaviśanta te	gahanam deśam āsādya pracchannāḥ nyaviśanta te 	Having reached a dense area, they hid and settled down.
['SA_GE07_mbh_10_u-11']	senāniveśam abhito nātidūram avasthitāḥ	senā niveśam abhitas na ati dūram avasthitāḥ 	Stationed not too far from the army camp,
['SA_GE07_mbh_10_u-12']	nikṛttā niśitaiḥ śastraiḥ samantāt kṣatavikṣatāḥ	nikṛttāḥ niśitaiḥ śastraiḥ samantāt kṣata vikṣatāḥ 	they were cut down and wounded all over with sharp weapons.
['SA_GE07_mbh_10_u-13']	dīrgham uṣṇaṃ ca niḥśvasya pāṇḍavān anvacintayan	dīrgham uṣṇam ca niḥśvasya pāṇḍavān anvacintayan 	Sighing deeply and hot breaths, they thought of the Pandavas.
['SA_GE07_mbh_10_u-14', 'SA_GE07_mbh_10_u-15']	śrutvā ca ninadaṃ ghoraṃ pāṇḍavānāṃ jayaiṣiṇām🔽anusārabhayād bhītāḥ prāṅmukhāḥ prādravan punaḥ	śrutvā ca ninadam ghoram pāṇḍavānām jaya eṣiṇām  anusāra bhayāt bhītāḥ prāc mukhāḥ prādravan punar 	Hearing the terrible roar of the victorious Pandavas,🔽frightened by the fear of pursuit, they fled again facing east.
['SA_GE07_mbh_10_u-16']	te muhūrtaṃ tato gatvā śrāntavāhāḥ pipāsitāḥ	te muhūrtam tatas gatvā śrānta vāhāḥ pipāsitāḥ 	Having gone for a while, with exhausted horses and thirsty,
['SA_GE07_mbh_10_u-17']	nāmṛṣyanta maheṣvāsāḥ krodhāmarṣavaśaṃ gatāḥ	na amṛṣyanta mahā iṣvāsāḥ krodha amarṣa vaśam gatāḥ 	The great archers could not tolerate it, overcome by anger and rage.
['SA_GE07_mbh_10_u-18']	rājño vadhena saṃtaptā muhūrtaṃ samavasthitāḥ	rājñaḥ vadhena saṃtaptāḥ muhūrtam samavasthitāḥ 	Afflicted by the king's death, they stood still for a moment.
['SA_GE07_mbh_10_u-19']	dhṛtarāṣṭra uvāca	dhṛtarāṣṭraḥ uvāca 	Dhritarashtra said:
['SA_GE07_mbh_10_u-20']	aśraddheyam idaṃ karma kṛtaṃ bhīmena saṃjaya	aśraddheyam idam karma kṛtam bhīmena saṃjaya 	This deed done by Bhima is unbelievable, O Sanjaya,
['SA_GE07_mbh_10_u-21']	yat sa nāgāyutaprāṇaḥ putro mama nipātitaḥ	yat sa nāga ayuta prāṇaḥ putraḥ mama nipātitaḥ 	That my son, who had the strength of ten thousand elephants, has been brought down.
['SA_GE07_mbh_10_u-22']	avadhyaḥ sarvabhūtānāṃ vajrasaṃhanano yuvā	avadhyaḥ sarva bhūtānām vajra saṃhananaḥ yuvā 	He was invincible to all beings, with a body as hard as thunder, a young man.
['SA_GE07_mbh_10_u-23']	pāṇḍavaiḥ samare putro nihato mama saṃjaya	pāṇḍavaiḥ samare putraḥ nihataḥ mama saṃjaya 	My son has been killed in battle by the Pandavas, O Sanjaya.
['SA_GE07_mbh_10_u-24']	na diṣṭam abhyatikrāntuṃ śakyaṃ gāvalgaṇe naraiḥ	na diṣṭam abhyatikrāntum śakyam gāvalgaṇe naraiḥ 	Destiny is not to be transgressed by men, O son of Gavalgana,
['SA_GE07_mbh_10_u-25']	yat sametya raṇe pārthaiḥ putro mama nipātitaḥ	yat sametya raṇe pārthaiḥ putraḥ mama nipātitaḥ 	That my son has been brought down in battle by the Parthas.
['SA_GE07_mbh_10_u-26']	adrisāramayaṃ nūnaṃ hṛdayaṃ mama saṃjaya	adri sāra mayam nūnam hṛdayam mama saṃjaya 	Surely my heart is made of rock, O Sanjaya,
['SA_GE07_mbh_10_u-27']	hataṃ putraśataṃ śrutvā yan na dīrṇaṃ sahasradhā	hatam putra śatam śrutvā yat na dīrṇam sahasradhā 	That hearing of the death of a hundred sons it has not split into a thousand pieces.
['SA_GE07_mbh_10_u-28']	kathaṃ hi vṛddhamithunaṃ hataputraṃ bhaviṣyati	katham hi vṛddha mithunam hata putram bhaviṣyati 	How will the old couple be, having lost their son?
['SA_GE07_mbh_10_u-29']	na hy ahaṃ pāṇḍaveyasya viṣaye vastum utsahe	na hi aham pāṇḍaveyasya viṣaye vastum utsahe 	For I am not eager to live in the realm of the son of Pandu.
['SA_GE07_mbh_10_u-30']	kathaṃ rājñaḥ pitā bhūtvā svayaṃ rājā ca saṃjaya	katham rājñaḥ pitā bhūtvā svayam rājā ca saṃjaya 	How can I, having been the father of a king and myself a king, O Sanjaya,🔽Act as a servant, obeying the commands of the son of Pandu?
['SA_GE07_mbh_10_u-31']	preṣyabhūtaḥ pravarteyaṃ pāṇḍaveyasya śāsanāt	preṣya bhūtaḥ pravarteyam pāṇḍaveyasya śāsanāt 	O Sanjaya!
['SA_GE07_mbh_10_u-32']	ājñāpya pṛthivīṃ sarvāṃ sthitvā mūrdhni ca saṃjaya	ājñāpya pṛthivīm sarvām sthitvā mūrdhni ca saṃjaya 	Having conquered the entire earth and stood on its peak, O Sanjaya,
['SA_GE07_mbh_10_u-33']	katham adya bhaviṣyāmi preṣyabhūto durantakṛt	katham adya bhaviṣyāmi preṣya bhūtaḥ duranta kṛt 	How shall I be now, having become a servant, the doer of terrible deeds?
['SA_GE07_mbh_10_u-34']	kathaṃ bhīmasya vākyāni śrotuṃ śakṣyāmi saṃjaya	katham bhīmasya vākyāni śrotum śakṣyāmi saṃjaya 	How shall I be able to hear the words of Bhima, O Sanjaya,
['SA_GE07_mbh_10_u-35']	yena putraśataṃ pūrṇam ekena nihataṃ mama	yena putra śatam pūrṇam ekena nihatam mama 	By whom my full hundred sons have been killed by a single one?
