segmentnr	original	analyzed	translated
['SA_GK19_japa-0']	śrīhayagrīvāya namaḥ //	śrī hayagrīvāya namaḥ 	Salutations to Hayagriva.
['SA_GK19_japa-1']	jānakīpariṇayanāṭakam /	jānakī pariṇaya nāṭakam 	The play of the marriage of Janaki.
['SA_GK19_japa-2', 'SA_GK19_japa-3']	saṃsaktāniva //🔽prathamo'ṅkaḥ pātumaupaniṣadavyāhāramādhvīrasānumā vrajasundarī kucataṭīpāṭīrareṇūniva /	saṃsaktān iva  prathama ūṅkaḥ pātum aupaniṣada vyāhāra mādhvī rasā anumā vrajasundarī kuca taṭī pāṭīra reṇūn iva 	As if entangled.🔽May the young women of Vraja protect you, who relish the nectar of the Upanishadic utterances, like the pollen of the Putika flowers on their breasts.
['SA_GK19_japa-4']	vande paṅkajanayanaṃ phaṇipatiśayanaṃ parāstadurnayanam /	vande paṅkaja nayanam phaṇipati śayanam parāsta durnayanam 	I praise the lotus-eyed one, who lies on the hood of the serpent king, and destroys the evil eye.
['SA_GK19_japa-5']	kalitākhilajagadavanaṃ guṇagaṇabhavanaṃ rameśaṃmanusavanam //	kalita akhila jagat avanam guṇa gaṇa bhavanam 	I praise the lord of love, who creates the entire world, who is the abode of virtues, and who is always present.
['SA_GK19_japa-6']	vande vedāntakāntāramallīvallīmatallikām /	vande vedānta kāntāra mallī vallīmat tallikām 	I praise the parrot that sings in the jasmine creeper of the Upanishads,
['SA_GK19_japa-7']	śrīvatsakaustubharamābhūṣitā devatāṃ parām //	śrīvatsa kaustubha ramā bhūṣitāḥ devatām parām 	The supreme deity, adorned with the Shrivatsa mark and the Kaustubha jewel.
['SA_GK19_japa-8']	rāmabhadrākhyamakhinā kṛtaṃ saptāṅkanāṭakam /	rāmabhadra ākhya makhinā kṛtam sapta aṅka nāṭakam 	The drama in seven acts called Ramabhadraprabandha has been composed by the poet named Akhinadash.
['SA_GK19_japa-9']	śrījānakīpariṇayaṃ vyākhyāsyāmi yathā mati //	śrī jānakī pariṇayam vyākhyāsyāmi yathā mati 	I will explain the Shri Janaki Pariṇaya according to my understanding.
['SA_GK19_japa-10']	tatrabhavān śrīrāmabhadradākṣitākhyakaviḥ śṛṅgārarasapradhānaṃ prakhyāṃteti vṛttam /	tatrabhavān śrī rāmabhadradākṣita ākhya kaviḥ śṛṅgāra rasa pradhānam vṛttam 	There, the poet named Shri Ramabhadradakshita has composed a famous play based on the sentiment of love.
['SA_GK19_japa-11']	dhīrodāttarāmarūpanāyakam dhīroddhata rāvaṇarūpapratināyakam saptāṅkam jānakīmahāsatvotigambhīraḥ kṣamāvānavikatthanaḥ /	dhīra udātta rāma rūpa nāyakam dhīra uddhata rāvaṇa rūpa pratināyakam sapta aṅkam kṣamāvān avikatthanaḥ 	The hero is of the Dhīroddāta type, and the anti-hero Rāvaṇa is of the Dhīrapratīkāra type. It has seven acts. The great hero Janaki is very profound, forgiving, and not boastful.
['SA_GK19_japa-12']	sthise nigūḍhāhaṅkāro dhīrodātto dṛḍhavrataḥ //	nigūḍha ahaṅkāraḥ dhīra udāttaḥ dṛḍha vrataḥ 	He is steadfast, with hidden pride, of a firm vow, and is of the Dhīroddāta type.
['SA_GK19_japa-13']	darbhamātsaryabhūyiṣṭho māyācchadmaparāyaṇaḥ /	darbha mātsarya bhūyiṣṭhaḥ māyā chadma parāyaṇaḥ 	He is full of jealousy towards Darbha grass, devoted to deceit and fraud,
['SA_GK19_japa-14']	dhīroddhatahārī calaścaṇḍo vikatthanaḥ //	           	Bold, haughty, and fickle, fierce, and boastful.🔽This is the lowest form of drama with five acts, the highest with ten acts.
['SA_GK19_japa-15']	paccāṅkametadavaraṃ daśāṅka nāṭakaṃ param // jānakīpariṇaye A unmīlamuralīnināda bahulāmodopasīdagavī jihvālīḍhamalīkavalavaśiśo pādāmbujaṃ pātu vaḥ //	pacca aṅkam etat avaram daśa aṅka nāṭakam param jānakī pariṇaye bahula āmoda upasīda gavī jihvā līḍham alīka vala vaśiśo pāda ambujam pātu vaḥ 	May the lotus feet of the child Krishna, whose sweet fragrance arises from the many sweet sounds of the flute, and which are licked by the tongue of the cowherd women, protect you all.
['SA_GK19_japa-16']	pariṇayākhyaṃ nāṭakam ī ārabhamāṇastatpratyūha paripanthina / pūrvaraṅgastha pradhānāṅga bhṛtāṃ dvādaśapadāṃ āśīrūpamaṅgalānvitāṃ nāndīṃ ādāvupanibadhnāti saṃsaktāniti //	pariṇaya ākhyam nāṭakam ārabhamāṇaḥ tad pratyūha pradhāna aṅga bhṛtām dvādaśa padām āśī rūpa maṅgala anvitām nāndīm ādau upanibadhnāti saṃsaktān iti 	Beginning the play called The Marriage, he first composes a benedictory verse consisting of twelve words, which is an essential part of the preliminary performance, and which removes obstacles and hindrances.
['SA_GK19_japa-17']	saṃsaktān vedāntapaṅkajavanīnityaviharaṇāt pādāravinde nityasaṃbaddhān /	saṃsaktān vedānta paṅkaja vanī nitya viharaṇāt pāda aravinde nitya saṃbaddhān 	Always dwelling at the lotus feet of the Vedas, which are always connected with the Upanishads,
['SA_GK19_japa-18']	upaniṣīdati śreyaḥ asyāmiti upaniṣat vedāntaḥ upaniṣada / ime aupaniṣadā / vyāhāraeva vākyānyeva mādhvīrasā / madhurasā / tān /	upaniṣīdati śreyaḥ asyām iti upaniṣad vedāntaḥ upaniṣadaḥ ime aupaniṣadāḥ vyāhāraḥ eva vākyāni eva mādhvīrasā madhurasā tān 	The Upanishads are the Vedanta, and those who know them are called Upanishadic. The Upanishads are the essence of the sweet Madhvi rasa, the sweet juice.
['SA_GK19_japa-19']	anena bhagavā vedāntavedyatvaṃ upaniṣadāñca karmakāṇḍāt sārabhūtatvañca vyajyate /	anena bhagavā vedānta vedya tvam upaniṣadām ca karmakāṇḍāt sāra bhūta tvam ca vyajyate 	By this, the author indicates that the Lord is to be known through the Vedanta, and that the Upanishads are the essence of the ritual section of the Vedas.
['SA_GK19_japa-20']	atra rūpakālaṅkāra tallakṣaṇantu kāvyaprakāśe 'tadrūpakamabhedoya upamānopameyayoḥ' iti /	atra rūpaka alaṅkāra tad lakṣaṇam tu kāvyaprakāśe tat rūpakam abhedaḥ yaḥ upamāna upameyayoḥ iti 	Here there is a figure of speech called rūpaka. Its definition is given in the Kāvyādarśa: Rūpaka is the non-distinction between the object compared to and the object compared.
['SA_GK19_japa-21']	pātumi āsvāditumiva /	āsvāditum iva 	To drink, as if to taste.
['SA_GK19_japa-22']	atrotprekṣā /	atra utprekṣā 	Here there is hyperbole.
['SA_GK19_japa-23']	tallakṣaṇantu 'sambhāvanamathotprekṣā prakṛtasya so yat' iti /	tad lakṣaṇam tu sambhāvanam atha utprekṣā prakṛtasya saḥ yat iti 	Its definition is given in the Kāvyādarśa: Hyperbole is the ascription of one thing to another.
['SA_GK19_japa-24']	vrajasundarīṇāṃ navanavasundaraṃ kiśoraṃ kṛṣṇaṃ uduhya tadāliṅganasukha vakṣastaṭe viniveśayantīnāṃ gopikānāṃ kucataṭī stanapradeśaḥ tatra ye pāṭīrareṇa anuliptacandanarajāṃsi /	vraja sundarīṇām nava nava sundaram kiśoram kṛṣṇam uduhya tad āliṅgana sukha vakṣaḥ taṭe viniveśayantīnām gopikānām kuca taṭī stana pradeśaḥ tatra ye pāṭīrareṇa anulipta candana rajāṃsi 	The bosom of the cowherdesses, who were embracing the youthful Krishna, who was ever new and handsome, and placing him on their breasts, the region of their breasts, where there were particles of sandal paste from the Pāṭīra tree,
['SA_GK19_japa-25']	tān /	tān 	those.
['SA_GK19_japa-26']	unmārghumiva śodhayitumiva /	unmārghum iva śodhayitum iva 	As if to purify, as if to cleanse.
['SA_GK19_japa-27']	atrāpyutprekṣā unmīlatā utpadyamānena muralyāḥ bhagavatāḥ vāditasya veṇuvādyasya ninādena dhvaniṃ jāta / bahula / adhika / āmodaḥ harṣaḥ tena upasīdantya / kṛṣṇasamīpamāgacchantyaḥ gāvaḥ dhenavaḥ unmī / / /dopasīdadgavyaḥ upasīdadgavītyatra 'gorataddhitaluki ' ityanena ṭaci 'ṭiṅketiṅīp /	atra api utprekṣā unmīlatā utpadyamānena muralyāḥ bhagavatāḥ vāditasya veṇu vādyasya ninādena dhvanim jāta bahula adhika āmodaḥ harṣaḥ tena kṛṣṇa samīpam āgacchantyaḥ gāvaḥ dhenavaḥ unmīda upasīdat gavyaḥ upasīdat gavī iti atra goḥ a taddhita luki iti anena ṭaci ṭiṅka iti ṅīp 	Here also there is hyperbole. The sound produced by the flute of the Lord, which was emerging, i.e. being played, by the sound of the flute of the Lord, which was emerging, i.e. being played, by the sound of the flute of the Lord, which was emerging, i.e. being played, by the sound of the flute of the Lord, which was emerging, i.e. being played, by the sound of the flute of the Lord, which was emerging, i.e. being played, by the sound of the flute of the Lord, which was emerging, i.e. being played, by the sound of the flute of the Lord, which was emerging, i.e. being played, by the sound of the flute of the Lord, which was emerging, i.e. being played, by the sound of the flute of the Lord, which was emerging, i.e. being played, by the sound of the flute of the Lord, which was emerging, i.e. being played, by the sound of the flute of the Lord, which was emerging, i.e. being played, by the sound of the flute of the Lord, which was emerging, i.e. being played, by the sound of the flute of the Lord, which was emerging, i.e. being played, by the sound of the flute of the Lord, which was emerging, i.e. being played, by the sound of the flute of the Lord, which was emerging, i.e. being played, by the sound of the flute of the Lord, which was emerging, i.e. being played, by the sound of the flute of the Lord, which was emerging,
['SA_GK19_japa-28']	tāsāṃ jilābhiḥ rasanābhiḥ līḍhaṃ āsvāditam /	tāsām jilābhiḥ rasanābhiḥ līḍham āsvāditam 	By their tongues, which are like brushes, they lick it, i.e., taste it.
['SA_GK19_japa-29', 'SA_GK19_japa-30']	'paśurvettiśiśuvaitti vetti gānarasaṃ phaṇī' iti śāstrasiddhā gavāṃ gānapriyatā /🔽gānāvarji / / sānairmukha pratimukhagarbhamarśopasaṃhṛtaiḥ /	paśuḥ vettiśiśuḥ vaitti vetti gāna rasam phaṇī iti śāstra siddhā gavām gāna priya tā              	The cows' fondness for singing is well-known from such scriptural passages as 'The cow knows the taste of singing, the calf knows it, the snake knows it.'🔽With the songs, the preliminaries, the introduction, the central part, the interludes, and the conclusion.
['SA_GK19_japa-31', 'SA_GK19_japa-32']	pūrvaprakṛtiranyeṣāmādhikārikavṛttavat /🔽vīraṭārayorekaḥ pradhānaṃ yatra varṇyate /	pūrva prakṛtiḥ anyeṣām ādhikārika vṛtta vat  vīra ṭārayoḥ ekaḥ pradhānam yatra varṇyate 	The other dramas have the same form as this one, according to the rules.🔽In which one of the two heroes, the hero or the heroine, is described as the principal character.
['SA_GK19_japa-33']	prakhyātanāyakopetaṃ nāṭakaṃ tadudāhṛtam //	prakhyāta nāyaka upetam nāṭakam tat udāhṛtam 	That drama is said to be endowed with a well-known hero.
['SA_GK19_japa-34']	vījabindu / / / / / /phalāgama udāhṛtaḥ //	vīja bindu phala āgamaḥ udāhṛtaḥ 	The seed, the drop, and the fruit are said to be present.
['SA_GK19_japa-35', 'SA_GK19_japa-36', 'SA_GK19_japa-37']	iti //🔽yannāvyavastunaḥ pūrva rajavighnopaśāntaye /🔽kuśīlavāḥ prakurvanti pūrvaraṅgassakīrtitaḥ //	iti  yat na āvya vastunaḥ  kuśīlavāḥ prakurvanti pūrvaraṅgaḥ sa kīrtitaḥ 	Thus.🔽What the actors perform at the beginning of a play for the sake of pacifying obstacles, that is known as the preliminary act.
['SA_GK19_japa-38']	yadyapyaṅgāni bhūyāṃsi pūrvaraṅgasya nāṭake /	yadi api aṅgāni bhūyāṃsi pūrvaraṅgasya nāṭake 	Although there are many parts of the preliminary act in a play,
['SA_GK19_japa-39']	tathāpyavaśyaṃ kartavyā nāndī vighnopaśāntaye //	tathā api avaśyam kartavyā nāndī vighna upaśāntaye 	nevertheless, the invocation should be performed for the sake of pacifying obstacles.
['SA_GK19_japa-40']	parikīrtitā //	parikīrtitā 	is declared.🔽Of gods, twice-born ones, kings, and so on.
['SA_GK19_japa-41']	devadvijanṛpādīnāṃ / / / / / /prathamo'ṅkaḥ /	deva dvija nṛpa ādīnām prathamaḥ ūṅkaḥ 	The first act.
['SA_GK19_japa-42']	api ca /	api ca 	And also.
