segmentnr	original	analyzed	translated
['SA_GK19_nkalivpu-0']	na bhetavyaṃ na boddhavyaṃ na śrāvyaṃ vādino vacaḥ /	na bhetavyam na boddhavyam na śrāvyam vādinaḥ vacaḥ 	The words of the opponent should not be feared, understood, or listened to.
['SA_GK19_nkalivpu-1']	jhaṭiti prativaktavyaṃ sabhāsu vijigīṣubhiḥ // //	jhaṭiti prativaktavyam sabhāsu vijigīṣubhiḥ 	Those who desire victory in assemblies should immediately reply.
['SA_GK19_nkalivpu-2']	asaṃbhramo vilajjatvam avajñā prativādini /	asaṃbhramaḥ vilajja tvam avajñā prativādini 	Fearlessness, shamelessness, contempt for the opponent,
['SA_GK19_nkalivpu-3']	hāso rājñaḥ stavaś ceti pañcaite jayahetavas // //	hāsaḥ rājñaḥ stavaḥ ca iti pañca ete jaya hetavaḥ 	laughter, and praise of the king - these five are the causes of victory.
['SA_GK19_nkalivpu-4']	uccair udghoṣya jetavyaṃ madhyasthaś ced apaṇḍitas /	uccais udghoṣya jetavyam madhyasthaḥ ced 	If the neutral person is ignorant, one should proclaim loudly and win.
['SA_GK19_nkalivpu-5']	paṇḍito yadi tatraiva pakṣapāto 'dhiropyatām // //	paṇḍitaḥ yadi tatra eva pakṣapātaḥ dhiropyatām 	If he is learned, then partiality should be imposed on him.
['SA_GK19_nkalivpu-6']	VAR / / udghoṣya / ed / udghuṣya L	var b udghoṣay e t udghuṣ l 	Proclaiming loudly.
['SA_GK19_nkalivpu-7']	lobho hetur dhanaṃ sādhyaṃ dṛṣṭāntas tu purohitas /	lobhaḥ hetuḥ dhanam sādhyam dṛṣṭāntaḥ tu 	Greed is the reason, wealth is the goal, the priest is the example.
['SA_GK19_nkalivpu-8']	ātmotkarṣo nigamanam anumāneṣv ayaṃ vidhis // //	ātma utkarṣaḥ nigamanam anumāneṣu ayam vidhiḥ 	Self-promotion is the conclusion. This is the method in inferences.
['SA_GK19_nkalivpu-9']	abhyāsyaṃ lajjamānena tattvaṃ jijñāsunā ciram /	abhyāsyam lajjamānena tattvam jijñāsunā ciram 	By one who is ashamed and desires to know the truth for a long time,
['SA_GK19_nkalivpu-10']	jigīṣunā hriyaṃ tyaktvā kāryaḥ kolāhalo mahān // //	jigīṣunā hriyam tyaktvā kāryaḥ kolāhalaḥ mahān 	by one who desires to conquer, abandoning shame, a great uproar should be made.
['SA_GK19_nkalivpu-11']	pāṭhanair granthanirmāṇaiḥ pratiṣṭhā tāvad āpyate /	pāṭhanaiḥ grantha nirmāṇaiḥ pratiṣṭhā tāvat āpyate 	By teaching and composing texts, one attains some fame.
['SA_GK19_nkalivpu-12']	evam ca tathyavyutpattir āyuṣo 'nte bhaven na vā // //	evam ca tathya vyutpattiḥ āyuṣaḥ nte bhavet na vā 	And thus, the knowledge of truth may or may not come at the end of life.
['SA_GK19_nkalivpu-13']	stotāraḥ ke bhaviṣyanti mūrkhasya jagatītale /	stotāraḥ ke bhaviṣyanti mūrkhasya jagatī tale 	Who will be the praisers of a fool on the surface of the earth?
['SA_GK19_nkalivpu-14']	na stauti cet svayaṃ ca svaṃ kadā tasyāstu nirvṛtis // //	na stauti ced svayam ca svam kadā tasya astu nirvṛtiḥ 	If he does not praise himself, when will he ever be satisfied?
['SA_GK19_nkalivpu-15']	vācyatāṃ samayo 'tītaḥ spaṣṭam agre bhaviṣyati /	vācyatām spaṣṭam agre bhaviṣyati 	The time has passed for being told, it will be clear later on.
['SA_GK19_nkalivpu-16']	iti pāṭhayatāṃ granthe kāṭhinyaṃ kutra vartate // //	iti pāṭhayatām granthe kāṭhinyam kutra vartate 	Where does the hardness lie in the texts that are being taught like this?
['SA_GK19_nkalivpu-17']	agatitvam atiśraddhā jñānābhāsena tṛptatā /	agati tvam ati śraddhā jñāna ābhāsena tṛpta tā 	Lack of progress, excessive faith, and satisfaction with the semblance of knowledge,
['SA_GK19_nkalivpu-18']	trayaḥ śiṣyaguṇā hy ete mūrkhācāryasya bhāgyajās // //	trayaḥ śiṣya guṇāḥ hi ete mūrkha ācāryasya bhāgya jāḥ 	these are the three qualities of a disciple, born of the good fortune of a foolish teacher.
['SA_GK19_nkalivpu-19']	yadi na kvāpi vidyāyāṃ sarvathā kramate matis /	yadi na kvāpi vidyāyām sarvathā kramate matiḥ 	If the mind does not progress in any way at all in the knowledge,
