segmentnr	original	analyzed	translated
['SA_K14_ahovk1_u-0']	Ahorātravratakathā	ahorātra vrata kathā 	The Story of the Day and Night Vow
['SA_K14_ahovk1_u-1']	Oṃ namaḥ śrīdharmadhātave /	om namaḥ śrī dharmadhātave 	Om, homage to the glorious Dharmadhatu.
['SA_K14_ahovk1_u-2']	ākāśanirmalo bhūto niṣprapañcaguṇāśrayaḥ /	             	Being pure like the sky, the abode of the quality of non-conceptuality,
['SA_K14_ahovk1_u-3']	pañcaskandhātmakaḥ śāntas tasmai stūpātmane namaḥ // //	pañca skandha ātmakaḥ śāntaḥ tasmai stūpa ātmane namaḥ 	peaceful, consisting of the five aggregates, homage to him, the essence of the stupa.
['SA_K14_ahovk1_u-4']	evaṃ mayā śrutam ekasmin samaye buddho bhagavāñ chrāvastyāṃ viharati sma jetavane	evam mayā śrutam ekasmin samaye buddhaḥ bhagavām śrāvastyām viharati sma jetavane 	Thus have I heard. At one time the Buddha, the Blessed One, was dwelling in Shravasti, in the Jeta Grove,
['SA_K14_ahovk1_u-5']	'nāthapiṇḍadasyārāme mahatā bhikṣusaṃghena sārdham anekair devanāgayakṣagandharvāsuragaruḍakinnaramahoragaiḥ	nāthapiṇḍadasya ārāme mahatā bhikṣu saṃghena sārdham anekaiḥ deva nāga yakṣa gandharva asura garuḍa kinnara mahoragaiḥ 	in the garden of Anathapindada, together with a great assembly of monks, with many gods, nagas, yakshas, gandharvas, asuras, garudas, kinnaras, and mahoragas,
['SA_K14_ahovk1_u-6']	sthavirabhikṣuvītarāgasaṃghair bodhisattvaśatasahasraiḥ saṃbahulaiś ca śrāvakair	sthavira bhikṣu vīta rāga saṃghaiḥ bodhisattva śata sahasraiḥ saṃbahulaiḥ ca śrāvakaiḥ 	with elder monks who were free from passions, with hundreds of thousands of bodhisattvas, and with many shravakas,
['SA_K14_ahovk1_u-7']	daśabhir lokapālaiś caturmahārājakāyikair anekaiś caturvarṇakair manuṣyair anekaśatasahasraiḥ	daśabhiḥ lokapālaiḥ catur mahārājakāyikaiḥ anekaiḥ catur varṇakaiḥ manuṣyaiḥ aneka śata sahasraiḥ 	with the ten world guardians, with the four great kings, and with many hundreds of thousands of people of the four castes,
['SA_K14_ahovk1_u-8']	parivāraiḥ parivṛtaiḥ /	parivāraiḥ parivṛtaiḥ 	surrounded by their retinues.
['SA_K14_ahovk1_u-9']	tasmin sabhāmaṇḍale sarve dharmaśravaṇikā lokā bhagavantam abhivīkṣya caityavratakathām anudhyāyantaḥ samāsthitāḥ /	tasmin sabhā maṇḍale sarve dharma śravaṇikāḥ lokāḥ bhagavantam abhivīkṣya caitya vrata kathām anudhyāyantaḥ samāsthitāḥ 	In that assembly hall, all the people who had come to listen to the Dharma, gazing at the Blessed One, remained absorbed in contemplating the story of the vow of the caitya.
['SA_K14_ahovk1_u-10']	atha khalu subhūtiḥ sthaviraḥ svāsanāt samutthāyaikāṃsam uttarāsaṅgaṃ kṛtvā triḥ pradakṣiṇīkṛtya savyajānubimbaṃ bhuvi sthāpya bhagavantaṃ 	atha khalu subhūtiḥ sthaviraḥ sva āsanāt samutthāya eka aṃsam uttarāsaṅgam kṛtvā tris pradakṣiṇīkṛtya savya jānu bimbam bhuvi sthāpya bhagavantam 	Then the elder Subhuti rose from his seat, arranged his upper robe over one shoulder, circumambulated [the Blessed One] three times, placed his right knee on the ground,
['SA_K14_ahovk1_u-11']	praṇamyaitad avocat /	praṇamya etat avocat 	bowed to the Blessed One, and said this:
['SA_K14_ahovk1_u-12']	ahorātravrataṃ nātha kasmin kāle pravartate /	ahorātra vratam nātha kasmin kāle pravartate 	Lord, at what time is the one-day vow observed?
