segmentnr	original	analyzed	translated
['SA_K10_ahovcs_u-0']	Ahorātravratacaityasevānuśaṃsāvadāna	ahorātra vrata caitya sevā anuśaṃsa avadāna 	The Avadana of the Benefits of Observing the Caitya Vrata for a Day and Night
['SA_K10_ahovcs_u-1']	oṃ namo ratnatrayāya /	om namaḥ ratnatrayāya 	Om, homage to the Three Jewels.
['SA_K10_ahovcs_u-2']	śrīmad ratnatrayaṃ natvā tridhātubhuvanādhipam /	śrīmat ratnatrayam natvā tri dhātu bhuvana adhipam 	Having paid homage to the glorious Three Jewels, the lords of the three realms,
['SA_K10_ahovcs_u-3', 'SA_K10_ahovcs_u-4']	ahorātravratakathāṃ vakṣye gurūpadeśataḥ // //🔽kukkuṭārāmam āsīnam upaguptaṃ yatīśvaram /	ahorātra vrata kathām vakṣye guru upadeśataḥ  kukkuṭārāmam āsīnam upaguptam yati īśvaram 	I will relate the story of the day and night vow, as taught by my guru.🔽The lord of ascetics, Upagupta, was seated in the Kukkuṭārāma,
['SA_K10_ahovcs_u-5']	kṛtāñjalipuṭo 'śokaḥ prārthayad evam ādarāt // //	kṛta añjali puṭaḥ śokaḥ prārthayat evam ādarāt 	and Aśoka, with palms joined in reverence, made this request:
['SA_K10_ahovcs_u-6']	A different verse in BCDE as follows /	a different verse in bcde as follows 	A different verse in B, C, D, and E:
['SA_K10_ahovcs_u-7']	athāśoko mahīpāla upaguptaṃ yatiṃ ca tam /	athā aśokaḥ mahīpālaḥ upaguptam yatim ca tam 	Then King Aśoka, having bowed to the ascetic Upagupta
['SA_K10_ahovcs_u-8']	kṛtāñjalipuṭo natvā prārthayad evam ādarāt // //	kṛta añjali puṭaḥ natvā prārthayat evam ādarāt 	with palms joined in reverence, made this request with devotion:
['SA_K10_ahovcs_u-9']	bhadanta śrotum icchāmi caityavratavidhiṃ punaḥ /	bhadanta śrotum icchāmi caitya vrata vidhim punar 	Venerable one, I wish to hear again the method of the caitya vow,
['SA_K10_ahovcs_u-10']	ahorātravratasyāpi vidhiṃ puṇyāni sadguro // //	ahorātra vratasya api vidhim puṇyāni sat guro 	and also the method of the day and night vow, O good guru, the merits.
['SA_K10_ahovcs_u-11']	tad bhavān sadguruḥ śāstā lokapuṇyapravṛddhaye /	tat bhavān sat guruḥ śāstā loka puṇya pravṛddhaye 	Therefore, you, the good guru, the teacher, for the increase of the world's merit,
['SA_K10_ahovcs_u-12']	ahorātravratasyātra vidhim ādeṣṭum arhati // //	ahorātra vratasya atra vidhim ādeṣṭum arhati 	you should explain here the method of the day and night vow.
['SA_K10_ahovcs_u-13']	iti tena narendreṇa prārthitaṃ sa sudhīr yatiḥ /	iti tena narendreṇa prārthitam sa sudhīḥ yatiḥ 	Thus requested by the king, the wise ascetic,
['SA_K10_ahovcs_u-14']	śrutvā taṃ nṛpam ālokya punar evam upādiśat // //	śrutvā tam nṛpam ālokya punar evam upādiśat 	having heard it, looked at the king and spoke again:
['SA_K10_ahovcs_u-15']	śṛṇu sādhu mahārāja yathā me guruṇoditam /	śṛṇu sādhu mahā rāja yathā me guruṇā uditam 	Listen well, great king, as it was told to me by my guru.
['SA_K10_ahovcs_u-16']	tathāhaṃ te pravakṣyāmi śrutvā caivaṃ samācara // //	tathā aham te pravakṣyāmi śrutvā ca evam samācara 	I will explain it to you in the same way. Having heard it, act accordingly.
['SA_K10_ahovcs_u-17']	purā sa bhagavāñ chāstā śākyasiṃho jagadguruḥ /	purā sa bhagavān śāstā śākyasiṃhaḥ jagadguruḥ 	In the past, that Blessed Teacher, the Lion of the Shakyas, the Guru of the World,
['SA_K10_ahovcs_u-18']	śrāvakair bhikṣubhiḥ sārdhaṃ cailakaiś cāpy upāsakaiḥ // //	śrāvakaiḥ bhikṣubhiḥ sārdham cailakaiḥ ca api upāsakaiḥ 	Together with his disciples, monks, and lay followers,
['SA_K10_ahovcs_u-19']	bhikṣuṇībhiḥ suśīlābhir bodhisattvagaṇair api /	bhikṣuṇībhiḥ su śīlābhiḥ bodhisattva gaṇaiḥ api 	And with nuns of good conduct, and with assemblies of Bodhisattvas,
['SA_K10_ahovcs_u-20']	vihāre jetakāraṇye vyaharat saugatāśrame // //	vihāre jetaka araṇye vyaharat saugata āśrame 	Dwelt in the Jeta Grove monastery, the abode of the followers of Shakyamuni.
['SA_K10_ahovcs_u-21']	tadā sa bhagavān buddho lokānāṃ puṇyavṛddhaye /	tadā sa bhagavān buddhaḥ lokānām puṇya vṛddhaye 	At that time, that Blessed Buddha, for the increase of merit in the world,
['SA_K10_ahovcs_u-22']	sabhāmadhye samāsīno dharmam ādeṣṭum ārabhat // //	sabhā madhye samāsīnaḥ dharmam ādeṣṭum ārabhat 	Seated in the midst of the assembly, began to teach the Dharma.
['SA_K10_ahovcs_u-23']	tadā sarve 'marendrādilokapālā maharddhikāḥ /	tadā sarve mara indra ādi lokapālāḥ maharddhikāḥ 	Then all the powerful world guardians, headed by the lord of the immortals,
['SA_K10_ahovcs_u-24']	tat saddharmāmṛtaṃ pātuṃ śraddhayā samupāgatāḥ // //	tat saddharma amṛtam pātum śraddhayā samupāgatāḥ 	Faithfully came to drink the nectar of that true Dharma.
['SA_K10_ahovcs_u-25']	brahmādibrāhmaṇāś cāpi maharṣayas tapasvinaḥ /	brahma ādi brāhmaṇāḥ ca api mahā ṛṣayaḥ tapasvinaḥ 	Brahmins headed by Brahma, and great sages who are ascetics,
['SA_K10_ahovcs_u-26']	catvāraś ca mahārājāḥ sasainyaparicārakāḥ // //	catvāraḥ ca mahā rājāḥ sa sainya paricārakāḥ 	And the four great kings, with their armies and attendants,
['SA_K10_ahovcs_u-27']	daityendrā nāgarājāś ca yakṣagandharvakinnarāḥ /	daitya indrāḥ nāga rājāḥ ca yakṣa gandharva kinnarāḥ 	Kings of the titans, kings of the nagas, yakshas, gandharvas, and kinnaras,
['SA_K10_ahovcs_u-28']	siddhā vidyādharāḥ sādhyā grahāś ca vasavas tathā // //	siddhāḥ vidyādharāḥ sādhyāḥ grahāḥ ca vasavaḥ tathā 	Accomplished beings, vidyadharas, sadhyas, planets, and the Vasus,
