segmentnr	original	analyzed	translated
['SA_MB_pingalamataHK-0']	Muktabodha Etext in UTF	muktabodha etext in utf	Muktabodha Text in UTF-8
['SA_MB_pingalamataHK-1']	MUKTABODHA INDOLOGICAL RESEARCH INSTITUTEwww /muktabodha /org Muktabodha Indological Research Institute All Rights Reserved /Etexts may be viewed only online or downloaded for private study /Etexts may not / under any circumstances / be copied / republished /reproduced / distributed or sold / either in original or altered form / withoutthe express permission of Muktabodha Indological Research Institute in writing /Dataentered by the staff of Muktabodha under the direction of Mark S / G / Dyczkowski /Catalog number /	muktabodha indological research muktabodha indological research institute all rights reserved texts may be viewed only online or downloaded for private studye texts may not under any circumstances be copied republished reproduced distributed or sold either in original or altered form withoutthe express permission of muktabodha indological research institute in writing data entered by the staff of muktabodha under the direction of mark s g dyczkowskicatalog number  /	Muktabodha Indological Research Institute www.muktabodha.org Muktabodha Indological Research Institute. All Rights Reserved. Texts may be viewed online or downloaded for private study. Texts may not be distributed or sold in any form, including email, without the express written permission of Muktabodha Indological Research Institute. Text entered by the staff of Muktabodha under the direction of Mark S. G. Dyczkowski. Catalogue Number:
['SA_MB_pingalamataHK-2']	Uniform title / piṅgalāmata	uniform title 	Uniform Title: Pingalamata
['SA_MB_pingalamataHK-3']	Secondary title / jayadrathādhikara	secondara title 	Secondary Title: Jayadratha-adhikara
['SA_MB_pingalamataHK-4']	Manuscript / NGMCP /vi śaivatantra	manuscript 	Manuscript: NGMC-VI Shaivatantr
['SA_MB_pingalamataHK-5']	Description / The Piṅgalāmata is a Pratiṣṭhātantra / In this context the term	description the piṅgalāmata is a pratiṣṭhātantra in this context the term	Description: The Pingalāmata is a Pratiṣṭhātantra. In this context the term
['SA_MB_pingalamataHK-6']	pratiṣṭhā denotes the rites of consecration and installation of a	pratiṣṭhā denotes the rites of consecration and installation of a 	pratiṣṭhā denotes the rites of consecration and installation of a
['SA_MB_pingalamataHK-7']	representation of a deity / temple or shrine and matters associated	representation of a deity temple or shrine and matters associated 	representation of a deity. Temple or shrine and matters associated
['SA_MB_pingalamataHK-8']	with it such as iconometry / iconography / and the structure and layout	it such as iconometry iconography and the structure and layout 	with it such as iconometry, iconography, and the structure and layout
['SA_MB_pingalamataHK-9']	of temples / monastries / royal palaces and towns / Practically all the	of temples monastries royal palaces and towns 	of temples, monasteries, royal palaces, and towns. Practically all the
['SA_MB_pingalamataHK-10']	early surviving Pratiṣṭhātantras are Saiddhāntika / The	early surviving pratiṣṭhātantras are saiddhāntika the 	early surviving Pratiṣṭhātantras are theoretical. The
['SA_MB_pingalamataHK-11']	Piṅgalāmata is an exception as it affiliates itself to the	piṅgalāmata is an excpeption as it affiliates itself to the 	Pingalāmata is an exception as it affiliates itself to the
['SA_MB_pingalamataHK-12']	predominantly śākta brahmayāmala Picumata / Moreover / as its other	predominantly śākta brahmayāmala picumata moreover as its other 	predominantly Śākta Brahma-yāmalapicu-mata. Moreover, as its other
['SA_MB_pingalamataHK-13']	name Jayadrathādhikara indicates / it is also associated with the	name indicates it is also associated with the 	name Jayadratha-ādhikāra indicates, it is also associated with the
['SA_MB_pingalamataHK-14']	Kālīcentred Jayadrathayāmala / The Piṅgalāmata itself also	jayadratha yāmala the piṅgalā mata also 	Kāli-centered Jayadratha-yāmal. The Pingalāmata itself also
['SA_MB_pingalamataHK-15']	affirms this / Thus / although the procedures it teaches are mostly	affirms this thus although the procedures it teaches are mostly 	affirms this. Thus, although the procedures it teaches are mostly
['SA_MB_pingalamataHK-16']	Saiddhāntika / in addition to them it also teaches ritual procedures	saiddhāntika in addition to them it also teaches ritual procedures 	theoretical, in addition to them it also teaches ritual procedures
['SA_MB_pingalamataHK-17']	and supplies details of the iconography of the Vāma / Yāmala and	and supplies details of the vāma yāmala and 	and supplies details of the iconography of the Vāma, Yāmal and
['SA_MB_pingalamataHK-18']	Trika traditions /	trika traditions 	Trika traditions.
