segmentnr	original	analyzed	translated
['SA_T01_busto1_u-0']	Anaparāddhastotra of Mātṛceṭa metre /	anaparāddha stotra or mātṛ ceṭa metre 	The hymn of Matṛceṭa, composed in the Anāparādha meter.
['SA_T01_busto1_u-1']	Śārdūlavikrīḍita /	śārdūlavikrīḍita 	Śārdūlavikrīḍita meter.
['SA_T01_busto1_u-2']	incomplete /	incomplete 	Incomplete.
['SA_T01_busto1_u-3']	Hartmann / p / ff / /	hartman p 	Hārtman, pp. 44-45.
['SA_T01_busto1_u-4']	text reconstruction here includes the	text reconstruction here includes the 	The text reconstruction here includes the
['SA_T01_busto1_u-5']	fragment Hoernle /	fragment hoernle 	Hoernle fragment.
['SA_T01_busto1_u-6']	British Library / Or / /	british library or 	British Library. Or.
['SA_T01_busto1_u-7', 'SA_T01_busto1_u-8', 'SA_T01_busto1_u-9', 'SA_T01_busto1_u-10', 'SA_T01_busto1_u-11', 'SA_T01_busto1_u-12', 'SA_T01_busto1_u-13', 'SA_T01_busto1_u-14', 'SA_T01_busto1_u-15']	not yet available for the original edition🔽x x x x x x x x x x x x t karmaṇyatām āhṛtāḥ //🔽kaḥ kasyānuśayasya bhe x x x x x x ryavaiśeṣiko🔽yo yasmiṃ pravibhajya vi x x x x x x kabhedas tvayā /🔽ko vā tatra tathā tathā k / x dadhat siddhiṃ na saṃprāptavāṃ🔽jijñāsāpi na ced ihāsty / y / x x x x x x x x x //🔽x x syāśubhayā dayāpar / c / y / x x x x x x x🔽x x x x x mānayoḥ pravicayādvaidhāpathājñānayoḥ /🔽dṛṣṭīnām api śu x x x x x x x x x x x x x	not yet available for the original edition  karmaṇya tām āhṛtāḥ  kaḥ kasya anuśayasya  yaḥ yasmin pravibhajya ka bhedaḥ tvayā  kaḥ vā tatra tathā tathā dadhat siddhim na saṃprāptavān  jijñāsā api na ced iha asti  x x mānayoḥ pravicaya a dvaidha apatha ajñānayoḥ  dṛṣṭīnām api 	Not yet available for the original edition
['SA_T01_busto1_u-16', 'SA_T01_busto1_u-17']	x x x vihitāvadh / x x x x x x x x x x x //🔽yan nādhīḥ śamatho ratho 'ditimirā dṛṣṭiḥ purāssāriṇī	x x x x x x x x x 🔽yat na adhīḥ śamathaḥ rathaḥ ditimirā dṛṣṭiḥ purāssāriṇī 	x x x x x x x x x x x x x x x x x x x x x x x x x x x x x x x x x x x x x x x x x x x x x x x x x x x x x x x x x x x x x x x x x x x x x x x x x x x x x x x x x x x x x x x x x x x x x x x x x x x x x x x x x x x x x x x x x x x x x x x x x x x x x x x x x x x x x x x x x x x x x x x x x x x x x x x x x x x x x x x x x x x x x x x x x x x x x x x x x x x x x x x x x x x x x x x x x x x x x x x x x x x x x x x x x x x x x x x x x x x x x x x x x x x x x x x x x x x x x x x x x x x x x x x x x x x x x x x x x x x x x x x x x x x x x x x x x x x x x x x x x x x x x x x x x x x x x x x x x x x x x x x x x x x x x x x x x x x x x x x x x x x x x x x x x x x x x x x x x x x x x x x x x x x x x x x x x x x x x x x x x x x x x x x x x x x x x x x x x x x x x x x x x x x x x x x x x x x x x x x x x x x x x x x x x x x x x x x x x x x x x x x x x x x x x x x x x x x
['SA_T01_busto1_u-18']	x x x x x x x x x x x x x x x x x x x /	x x x x x x x x x x x x x x x x x x x x x x x x x x x x x x x x x x x x x x x	x x x x x x x x x x x x x x x x x x x.
['SA_T01_busto1_u-19', 'SA_T01_busto1_u-20', 'SA_T01_busto1_u-21', 'SA_T01_busto1_u-22', 'SA_T01_busto1_u-23', 'SA_T01_busto1_u-24', 'SA_T01_busto1_u-25', 'SA_T01_busto1_u-26', 'SA_T01_busto1_u-27']	x x x x x vagraho nirupadhā x x varaḥ sādhanaṃ🔽nirvāṇaṃ digapajñ / x x x x x x /opadeṣṭā svayam //🔽yānaṃ sa x x x x x x x x x x x x x x x x🔽x x x x x x x /ābhivivṛto diṅ nirbhayā darśitā /🔽dattaṃ panthy / x x x x x x x yaṃ sandarśi x x x nāṃ🔽niryātuṃ yadi n / x x x x x x x rya / kim anyat tvayā //🔽kaḥ kāṃkṣāṃ kva ca x x yasya bhavatā nāpākṛtaḥ saṃśayaḥ🔽kas te śāsanam āśṛto 'tana x x x x x nān muktavān /🔽kaḥ śakyaḥ pathi saṃniyoktu x x x x /y / si nānugrahaṃ	x x x x varaḥ sādhanam  nirvāṇam x x x x x x opadeṣṭā svayam  yānam sa x x x x x x x x x x x x ābhivivṛtaḥ diś nirbhayā darśitā  dattam panthi x x x x x x x x x x x x x x x x x x x x x x x x x x x x x x x x x x niryātum yadi kim anyat tvayā  kaḥ kāṃkṣām kva ca x yasya bhavatā na apākṛtaḥ saṃśayaḥ  kaḥ te śāsanam muktavān  kaḥ śakyaḥ pathi saṃniyoktu na anugraham 	x x x x x x x x x x x x x x x x x x x x.
