segmentnr	original	analyzed	translated
['SA_GSP29_gaunys_u-0', 'SA_GSP29_gaunys_u-1']	atha prathamaḥ adhyāyaḥ🔽anubandhacatuṣṭayaprakaraṇam	atha prathamaḥ adhyāyaḥ  anubandha catuṣṭaya prakaraṇam 	The Section on the Four Concomitants
['SA_GSP29_gaunys_u-2']	pramāṇaprameyasaṃśayaprayojanadṛṣṭāntasiddhāntāvayavatarkanirṇayavādajalpavitaṇḍāhetvābhāsacchalajātinigrahasthānānāmtattvajñānāt	pramāṇa prameya saṃśaya prayojana dṛṣṭānta siddhānta avayava tarka nirṇaya vāda jalpa vitaṇḍā hetvābhāsa chala jāti nigraha sthānānām tattva jñānāt 	From the knowledge of the truth of means of valid knowledge, objects of valid knowledge, doubt, purpose, example, conclusion, parts, reasoning, ascertainment, debate, disputation, fallacious reasons, quibble, futile rejoinders, and points of defeat,
['SA_GSP29_gaunys_u-3']	padārthoddeśasūtram	padārtha uddeśa sūtram 	The Sutra on the Enumeration of Categories
['SA_GSP29_gaunys_u-4', 'SA_GSP29_gaunys_u-5']	duḥkhajanmapravṛttidoṣamithyājñānānām uttarottarāpāye tadanantarā pāyāt apavargaḥ🔽padārthoddeśasūtram	duḥkha janma pravṛtti doṣa mithyājñānānām uttara uttara apāye tad anantarā pāyāt apavargaḥ  padārtha uddeśa sūtram 	When suffering, birth, activity, faults, and false knowledge are successively removed, their subsequent removal leads to liberation.🔽The Sutra on the Enumeration of Categories
['SA_GSP29_gaunys_u-6']	pramāṇaprakaraṇam	pramāṇa prakaraṇam 	The Section on Means of Valid Knowledge
['SA_GSP29_gaunys_u-7']	pratyakṣānumānopamānaśabdāḥ pramāṇāni	pratyakṣa anumāna upamāna śabdāḥ pramāṇāni 	Perception, inference, analogy, and verbal testimony are the means of valid knowledge.
['SA_GSP29_gaunys_u-8']	pramāṇauddeśasūtram	pramāṇa auddeśa sūtram 	The Sutra on the Enumeration of Means of Valid Knowledge
['SA_GSP29_gaunys_u-9']	indriyārthasannikarṣotpannam jñānam avyapadeśyam avyabhicāri vyavasāyātmakam pratyakṣam	indriya artha sannikarṣa utpannam jñānam avyapadeśyam avyabhicāri vyavasāya ātmakam pratyakṣam 	Knowledge arising from the contact of sense and object, inexpressible, infallible, and determinate is perception.
['SA_GSP29_gaunys_u-10']	pratyakṣalakṣaṇam	pratyakṣa lakṣaṇam 	The Definition of Perception
['SA_GSP29_gaunys_u-11']	atha tatpūrvakaṃ trividham anumānaṃ pūrvavat śeṣavat sāmānyatodṛṣṭaṃ ca	atha tad pūrvakam trividham anumānam pūrvavat śeṣavat sāmānyatodṛṣṭam ca 	Inference is threefold, based on that, like before, with remainder, and based on general observation.
['SA_GSP29_gaunys_u-12']	anumānalakṣaṇam	anumāna lakṣaṇam 	The Definition of Inference
['SA_GSP29_gaunys_u-13']	prasiddhasādharmyāt sādhyasādhanam upamānam	prasiddha sādharmyāt sādhya sādhanam upamānam 	Analogy is the means of establishing the probandum through the similarity of the known.
