segmentnr	original	analyzed	translated
['SA_MB_mrigendrapaddhatitiikaaHK-0']	Muktabodha Etext in UTF	muktabodha etext in utf	Muktabodha Text in UTF-8🔽Muktabodha: The Indological Research Institute www.muktabodha.org Muktabodha: The Indological Research Institute. All Rights Reserved. Texts may be downloaded for private study but not distributed without permission. The Kalikapurana🔽The Kalikapurana🔽The Kalikapurana🔽The Kalikapurana
['SA_MB_mrigendrapaddhatitiikaaHK-1']	MUKTABODHA INDOLOGICAL RESEARCH INSTITUTEwww /muktabodha /org Muktabodha Indological Research Institute All Rights Reserved /Etexts may be viewed only online or downloaded for private study /Etexts may not / under any circumstances / be copied / republished /reproduced / distributed or sold / either in original or altered form / withoutthe express permission of Muktabodha Indological Research Institute in writing /Dataentered by the staff of Muktabodha under the direction of Mark S / G / Dyczkowski /Catalog number /	muktabodha indological research muktabodha indological research institute all rights reserved texts may be viewed only online or downloaded for private studye texts may not under any circumstances be copied republished reproduced distributed or sold either in original or altered form withoutthe express permission of muktabodha indological research institute in writing data entered by the staff of muktabodha under the direction of mark s g dyczkowskicatalog number  /	The Kalikapurana🔽The Kalikapurana🔽The Kalikapurana🔽The Kalikapurana🔽The Kalikapurana
['SA_MB_mrigendrapaddhatitiikaaHK-2']	Uniform title / mṛgendrapaddhatiṭīkā	uniform title mṛgendrapaddhati ṭīkā 	The Kalikapurana🔽The Kalikapurana🔽The Kalikapurana
['SA_MB_mrigendrapaddhatitiikaaHK-3']	Commentator /vaktraśambhu	vaktra śambhu 	The Kalikapurana🔽The Kalikapurana🔽The Kalikapurana🔽The Kalikapurana🔽The Kalikapurana🔽The Kalikapurana🔽The Kalikapurana🔽The Kalikapurana🔽The Kalikapurana🔽The Kalikapurana🔽The Kalikapurana🔽The Kalikapurana🔽The Kalikapurana🔽The Kalikapurana🔽The Kalikapurana🔽The Kalikapurana🔽The Kalikapurana🔽The Kalikapurana🔽The Kalikapurana🔽The Kalikapurana🔽The Kalikapurana🔽The Kalikapurana🔽The Kalikapurana🔽The Kalikapurana🔽The Kalikapurana🔽The Kalikapurana🔽The Kalikapurana🔽The Kalikapurana🔽The Kalikapurana🔽The Kalikapurana🔽The Kalikapurana🔽The Kalikapurana🔽The Kalikapurana🔽The Kalikapurana🔽The Kalikapurana🔽The Kalikapurana🔽The Kalikapurana🔽The Kalikapurana🔽The Kalikapurana🔽The Kalikapurana🔽The Kalikapurana🔽The Kalikapurana🔽The Kalikapurana🔽The Kalikapurana🔽The Kalikapurana
['SA_MB_mrigendrapaddhatitiikaaHK-4']	Manuscript / IFP copy of IFP manuscript RE	manuscript ifp copy of ifp manuscript re 	The Kalikapurana🔽The Kalikapurana🔽The Kalikapurana🔽The Kalikapurana🔽The Kalikapurana🔽The Kalikapurana🔽The Kalikapurana🔽The Kalikapurana🔽The Kalikapurana🔽The Kalikapurana🔽The Kalikapurana🔽The Kalikapurana🔽The Kalikapurana🔽The Kalikapurana🔽The Kalikapurana🔽The Kalikapurana🔽The Kalikapurana🔽The Kalikapurana🔽The Kalikapurana🔽The Kalikapur
['SA_MB_mrigendrapaddhatitiikaaHK-5']	Description / Copied from IFP transcript which itself is a copy of manuscript RE of the IFP /	description copied from ifp transcript  which itself is a copy of manuscript re of the ifp 	Description: Copied from IFP transcript which itself is a copy of manuscript Re 0 of the IFP.
['SA_MB_mrigendrapaddhatitiikaaHK-6']	Notes / Data entered by the staff of Muktabodha under the supervision of Mark S /G / Dyczkowski /	notes data entered by the staff muktabodha under the supervision of mark sg dyczkowski 	Notes: Data entered by the staff of Muktabodha under the supervision of Mark S. G. Dyczkowski.
['SA_MB_mrigendrapaddhatitiikaaHK-7']	Revision / April /	revision april 	Revision: April.
['SA_MB_mrigendrapaddhatitiikaaHK-8']	Internet publisher / Web Publisher / Muktabodha	internet publisher  web publisher mukta bodha 	Internet Publisher: Web Publisher: Muktabodha
['SA_MB_mrigendrapaddhatitiikaaHK-9']	Publication year /	publication year 	Publication Year:
['SA_MB_mrigendrapaddhatitiikaaHK-10']	Publication country / United States	publication country united states 	Publication Country: United States
['SA_MB_mrigendrapaddhatitiikaaHK-11']	note from scribe of transcript /	note from scribe of transcript 	Note from the scribe of the transcript:
['SA_MB_mrigendrapaddhatitiikaaHK-12']	saṃkhyāyito mṛgendrapaddhatyākhyo'ghoraśivācāryakṛto'yaṃ	saṃkhyāyitaḥ mṛgendrapaddhati ākhyaḥ ghoraśivācārya kṛtaḥ yat 	This text called Mṛgeṃdrāpaddhati composed by Aghorasiva is numbered.
['SA_MB_mrigendrapaddhatitiikaaHK-13']	granthaḥ pratilipīkṛtaḥ /	granthaḥ pratilipīkṛtaḥ 	It is copied from the original.
['SA_MB_mrigendrapaddhatitiikaaHK-14', 'SA_MB_mrigendrapaddhatitiikaaHK-15']	"mūlena naṭeśaśivakṛtaṭikayā ca yuktasya tālapatragranthasyāsya "" X ""🔽mitirbhavati / pratipatraṃ ṣaṭpaṅktayo granthalipyāṃ santi / ganthopakrame"	mūlena naṭa īśa śiva kṛta ṭikayā ca yuktasya tāla patra granthasya asya  mitiḥ bhavati pratipatram ṣaḍ paṅktayaḥ grantha lipyām santi gantha upakrame 	This palm-leaf text, along with the commentary written by Nāṭeśaśiva, has X🔽number of pages. There are six lines per page in the text. At the beginning of the text,
['SA_MB_mrigendrapaddhatitiikaaHK-16']	krimikīṭadaṃśahetostatra tatra padānāṃ lopaḥ / granthasyānte	krimi kīṭa daṃśa hetoḥ tatra tatra padānām lopaḥ granthasya ante 	due to worms, insects, and bites, some words are missing here and there. At the end of the text,
['SA_MB_mrigendrapaddhatitiikaaHK-17']	keṣucittālapatreṣu sauṣṭhavābhāvādakṣarāṇāṃ	keṣucid tāla patreṣu sauṣṭhava abhāvāt akṣarāṇām 	due to lack of skill in some palm leaves, some letters are🔽omitted.
