segmentnr	original	analyzed	translated
['SA_GSP33_yasasi_u-0']	śrīḥ /	śrīḥ 	Śrī.
['SA_GSP33_yasasi_u-1']	śrīharirjayati /	śrī hariḥ jayati 	Śrī Hari is victorious.
['SA_GSP33_yasasi_u-2']	śrīmate rāmānujāya namaḥ /	śrīmate rāmānujāya namaḥ 	Salutations to the illustrious Rāmānuja.
['SA_GSP33_yasasi_u-3']	paramācāryaśrīmadyāmunamunisamanugṛhīte siddhitraye saṃvitsiddhiḥ /	                  	In the three Siddhis approved by the great teacher, the illustrious sage Yāmuna, the Siddhi of Consciousness.
['SA_GSP33_yasasi_u-4']	siddhāñjananāmakavyākhyopetā /	          	Accompanied by a commentary named Siddhañjana.
['SA_GSP33_yasasi_u-5']	ekamevādvitīyaṃ tadbrahmetyupaniṣadvacaḥ /	ekam eva advitīyam tat brahma iti upaniṣad vacaḥ 	The Upaniṣad says, That Brahman is one without a second.
['SA_GSP33_yasasi_u-6']	brahmaṇo 'nyasya sadbhāvaṃ nanu tatpratiṣedhati // //	brahmaṇaḥ nyasya sadbhāvam nanu tat pratiṣedhati 	Does it not deny the existence of anything other than Brahman?
['SA_GSP33_yasasi_u-7']	vyākhyā īṣṭe viśvasya nityaṃ vyapagatatulanāyogyavastvantaro yo vidye yasyādhigatyai vidurupaniṣado dve parāṃ cāparāṃ ca /	vyākhyā īṣṭe viśvasya nityam vyapagata tulanā yogya vastu antaraḥ yaḥ vidye yasya adhigatyai viduḥ upaniṣadaḥ dve parām ca aparām ca 	The one who is always desired to be the expounder of the universe, whose knowledge is the Upaniṣads, the higher and the lower, for the attainment of which,
['SA_GSP33_yasasi_u-8']	yo viśvasvāntavāsī prathayati ca dhiyaṃ tasya tasyānurūpāṃ devaḥ śrīmān sa mahyaṃ pradiśatu dayayā dhīvikāsaṃ samantāt // //	yaḥ viśva sva anta vāsī prathayati ca dhiyam tasya tasya anurūpām devaḥ śrīmān sa mahyam pradiśatu dayayā dhī vikāsam samantāt 	May that glorious god, who resides in the heart of the universe and spreads the mind in accordance with each one, bestow on me, with compassion, the unfolding of the mind in every way.
['SA_GSP33_yasasi_u-9']	yāmunāśayavijñaṃ taṃ dhyātvā lakṣmaṇayoginam /	yāmuna āśaya vijñam tam dhyātvā lakṣmaṇa yoginam 	Having meditated on that Lakshmana yogi, who is known to have the abode of Yāmuna,
['SA_GSP33_yasasi_u-10']	yāmunāryakṛtiṃ saṃvitsiddhiṃ vyākaravāṇyaham // //	yāmuna ārya kṛtim saṃvid siddhim vyākaravāṇi aham 	I shall explain the Siddhi of Consciousness, the work of the noble Yāmuna.
['SA_GSP33_yasasi_u-11']	pramāṇaphalarūpāyāḥ saṃvidaḥ prameyatattvavyavasthāpikāyāḥ svarūpādiviśodhyate 'tra saṃvistiddhau /	pramāṇa phala rūpāyāḥ saṃvidaḥ prameya tattva vyavasthāpikāyāḥ sva rūpa ādi viśodhyate saṃvid tiddhau 	In this Siddhi of Consciousness, which is the means of valid knowledge and its result, and which establishes the true nature of the object of knowledge, its nature and so on are examined.
['SA_GSP33_yasasi_u-12']	iyamādimā siddhitraye ślokavārtikacchlokamālikārūpā /	iyam ādimā siddhi traye śloka vārtika chloka mālikā rūpā 	This is the first of the three Siddhis, in the form of a verse commentary and a garland of verses.
['SA_GSP33_yasasi_u-13', 'SA_GSP33_yasasi_u-14']	tantravārtikavaccātmeśvarasiddhī /🔽atra copakramamadhyāvasāneṣu bhūyān granthabhāgo luptaḥ /	tantra vārtika vat ca ātma īśvara siddhī  atra ca upakrama madhya avasāneṣu bhūyān grantha bhāgaḥ luptaḥ 	And like the Tantravartika, it is for the attainment of the Self and God.🔽And here, a large part of the text is lost in the beginning, middle, and end.
['SA_GSP33_yasasi_u-15', 'SA_GSP33_yasasi_u-16']	upalabhyamānasaṃvitsiddhibhāge ca bahulamadvaitimatanirāso dṛśyate /🔽advaitino hisadeva somyedamagra āsīdekamevādvitīyamiti kāraṇībhūtasya sacchabditasya	upalabhyamāna saṃvid siddhi bhāge ca bahulam advaiti mata nirāsaḥ dṛśyate  advaitinaḥ hi sat eva somya idam agre āsīt ekam eva advitīyam iti kāraṇībhūtasya sat śabditasya 	And in the part that is available, the attainment of consciousness, a lot of refutation of the Advaita view is seen.🔽For the Advaitins say that This world, my dear, existed in the beginning as the One without a second.
['SA_GSP33_yasasi_u-17']	parabrahmaṇo 'dvitīyatvaśravaṇātsatyaṃ jñānamanantaṃ brahmeti jñānamātratvaśravaṇācca	para brahmaṇaḥ dvitīya tva śravaṇāt satyam jñānam anantam brahma iti jñāna mātra tva śravaṇāt ca 	Hearing the non-duality of the supreme Brahman called Sat, which is the cause, and hearing that it is Truth, Knowledge, and Infinity, which is the statement of Brahman being mere knowledge,
['SA_GSP33_yasasi_u-18']	sajātīyavijātīyasvagatabhedasāmānyaśūnyaṃ brahmaiva cinmātraṃ sat paramārthaḥ /	sajātīya vijātīya svagata bheda sāmānya śūnyam brahma eva cit mātram sat paramārthaḥ 	they declare that Brahman alone, which is pure consciousness, is the ultimate reality, devoid of internal and external distinctions and general distinctions.
['SA_GSP33_yasasi_u-19']	anyatsarvaṃ tatraivāvidyayā parikalpitaṃ mithyābhūtamityāmananti /	anyat sarvam tatra eva avidyayā parikalpitam mithyā bhūtam iti āmananti 	They say that everything else is superimposed on it by ignorance and is false.
['SA_GSP33_yasasi_u-20']	tatrādvitīyaśrutestadabhimatārthapratipādakatvāsambhavaṃ varṇayitumādau tanmatamanuvadatiekameveti /	tatra advitīya śruteḥ tad abhimata artha pratipādaka tva asambhavam varṇayitum ādau tad matam anuvadati ekam eva iti 	To describe the impossibility of conveying their intended meaning due to the non-dualistic statement, he first repeats their view, saying One alone.
['SA_GSP33_yasasi_u-21']	yattadornityasaṃbandhātpūrvārdhe yadi tyanuṣajyate /	yad tadoḥ nitya saṃbandhāt pūrva ardhe yadi ti anuṣajyate 	If is understood in the first part due to the eternal connection of yat and tat.
['SA_GSP33_yasasi_u-22']	yat upaniṣadvacaḥ /	yat upaniṣad vacaḥ 	That which is the statement of the Upanishads.
['SA_GSP33_yasasi_u-23']	tadityanvayaḥ /	tat iti anvayaḥ 	That which is the statement of the Upaniṣads.🔽The word that is to be supplied.
['SA_GSP33_yasasi_u-24']	yadvā uttarārdhe tacchadbaḥ prasiddhaparāmarśī na tu yacchabdanirdiṣṭapratinirdeśarūpaḥ /	yat vā uttara ardhe tad chadbaḥ prasiddha parāmarśī na tu yad śabda nirdiṣṭa pratinirdeśa rūpaḥ 	Or, in the latter part, the word that refers to what is well-known, but is not a substitute indicated by the word that.
['SA_GSP33_yasasi_u-25']	tadbrahmetyatrasadbrahmeti pāṭhaḥ saṃbhāvyate /	tat brahma iti atra sat brahma iti pāṭhaḥ saṃbhāvyate 	In that Brahman, the reading sat-brahman is possible.
