segmentnr	original	analyzed	translated
['SA_GP10_bhp_03u-0']	śrīśuka uvāca	śrī śukaḥ uvāca 	Śrī Śuka said:
['SA_GP10_bhp_03u-1']	evam etat purā pṛṣṭo maitreyo bhagavān kila	evam etat purā pṛṣṭaḥ maitreyaḥ bhagavān kila 	In this way, the exalted Maitreya was asked by Kṣattā
['SA_GP10_bhp_03u-2']	kṣattrā vanaṃ praviṣṭena tyaktvā svagṛham ṛddhimat	kṣattrā vanam praviṣṭena tyaktvā sva gṛham ṛddhimat 	who had entered the forest, having abandoned his prosperous home.
['SA_GP10_bhp_03u-3']	yad vā ayaṃ mantrakṛd vo bhagavān akhileśvaraḥ	yat vai ayam mantrakṛt vaḥ bhagavān akhila īśvaraḥ 	Or, this Lord, the performer of the mantra, the controller of all,
['SA_GP10_bhp_03u-4']	pauravendragṛhaṃ hitvā praviveśātmasāt kṛtam	paurava indra gṛham hitvā praviveśa ātmasāt kṛtam 	having left the house of the king of Pūru, entered what was made by himself.
['SA_GP10_bhp_03u-5']	rājovāca	rājā uvāca 	The king said:
['SA_GP10_bhp_03u-6']	kutra kṣattur bhagavatā maitreyeṇāsa saṅgamaḥ	kutra kṣattuḥ bhagavatā maitreyeṇa āsa saṅgamaḥ 	Where was the meeting of Kṣattā with the exalted Maitreya?
['SA_GP10_bhp_03u-7']	kadā vā sahasaṃvāda etad varṇaya naḥ prabho	kadā vā sahasaṃvādaḥ etat varṇaya naḥ prabho 	Or when was the conversation? Please describe this to us, O Lord.
['SA_GP10_bhp_03u-8']	na hy alpārthodayas tasya vidurasyāmalātmanaḥ	na hi alpa artha udayaḥ tasya vidurasya amala ātmanaḥ 	For the conversation of that Vidura, whose soul was pure, was not for a small purpose.
['SA_GP10_bhp_03u-9']	tasmin varīyasi praśnaḥ sādhuvādopabṛṃhitaḥ	tasmin varīyasi praśnaḥ sādhuvāda upabṛṃhitaḥ 	In that excellent question, which was supported by good words.
['SA_GP10_bhp_03u-10']	sūta uvāca	sūtaḥ uvāca 	Sūta said:
['SA_GP10_bhp_03u-11']	sa evam ṛṣivaryo 'yaṃ pṛṣṭo rājñā parīkṣitā	saḥ evam ṛṣi varyaḥ yam pṛṣṭaḥ rājñā parīkṣitā 	This best of sages, thus asked by King Parīkṣit,
['SA_GP10_bhp_03u-12']	praty āha taṃ subahuvit prītātmā śrūyatām iti	prati āha tam su bahu vid prīta ātmā śrūyatām iti 	replied to him, Listen! with a delighted soul, being very learned.
['SA_GP10_bhp_03u-13']	śrīśuka uvāca	śrī śukaḥ uvāca 	Śrī Śuka said:
['SA_GP10_bhp_03u-14']	yadā tu rājā svasutān asādhūn puṣṇan na dharmeṇa vinaṣṭadṛṣṭiḥ	yadā tu rājā sva sutān asādhūn puṣṇan na dharmeṇa vinaṣṭa dṛṣṭiḥ 	When the king, nourishing his wicked sons without righteousness, his vision destroyed,
['SA_GP10_bhp_03u-15']	bhrātur yaviṣṭhasya sutān vibandhūn praveśya lākṣābhavane dadāha	bhrātuḥ yaviṣṭhasya sutān vibandhūn praveśya lākṣā bhavane dadāha 	having imprisoned the sons of his youngest brother, his enemies, burned them in a lac house,
['SA_GP10_bhp_03u-16']	yadā sabhāyāṃ kurudevadevyāḥ keśābhimarśaṃ sutakarma garhyam	yadā sabhāyām kuru deva devyāḥ keśa abhimarśam suta karma garhyam 	when in the assembly hall he touched the hair of the wife of the god of the Kurus, a contemptible act for a son,
['SA_GP10_bhp_03u-17']	na vārayām āsa nṛpaḥ snuṣāyāḥ svāsrair harantyāḥ kucakuṅkumāni	na vārayām āsa nṛpaḥ snuṣāyāḥ sva asraiḥ harantyāḥ kuca kuṅkumāni 	The king did not prevent his daughter-in-law from wiping off the saffron marks on her breasts with her tears.
['SA_GP10_bhp_03u-18']	dyūte tv adharmeṇa jitasya sādhoḥ satyāvalambasya vanaṃ gatasya	dyūte tu adharmeṇa jitasya sādhoḥ satya avalambasya vanam gatasya 	When the righteous one, who had been deceitfully defeated at gambling, had taken refuge in truth and gone to the forest,
['SA_GP10_bhp_03u-19']	na yācato 'dāt samayena dāyaṃ tamojuṣāṇo yad ajātaśatroḥ	na yācataḥ dāt samayena dāyam yat ajātaśatroḥ 	he did not give back the property to the one who did not ask for it, out of his own accord, to Ajātaśatru.
['SA_GP10_bhp_03u-20']	yadā ca pārthaprahitaḥ sabhāyāṃ jagadgurur yāni jagāda kṛṣṇaḥ	yadā ca pārtha prahitaḥ sabhāyām jagadguruḥ yāni jagāda kṛṣṇaḥ 	When Kṛṣṇa, the guru of the world, spoke in the assembly hall, sent by Arjuna,
['SA_GP10_bhp_03u-21']	na tāni puṃsām amṛtāyanāni rājoru mene kṣatapuṇyaleśaḥ	na tāni puṃsām amṛtāyanāni rājā uru mene kṣata puṇya leśaḥ 	the king, whose little merit was destroyed, did not consider those words, which are the gateway to immortality for men.
['SA_GP10_bhp_03u-22']	yadopahūto bhavanaṃ praviṣṭo mantrāya pṛṣṭaḥ kila pūrvajena	yadā upahūtaḥ bhavanam praviṣṭaḥ mantrāya pṛṣṭaḥ kila pūrvajena 	When he was invited and entered the house for consultation, he was asked by the elder brother,
['SA_GP10_bhp_03u-23']	athāha tan mantradṛśāṃ varīyān yan mantriṇo vaidurikaṃ vadanti	atha āha tat mantra dṛśām varīyān yat mantriṇaḥ vaidurikam vadanti 	then the best among those who see the truth said what the ministers call the Vidura-mantra:
