segmentnr	original	analyzed	translated
['SA_XX_pamsuavu-0', 'SA_XX_pamsuavu-1']	Pāṃśupradānaavadāna🔽GBM Divy / /	pāṃśu pradāna avadāna  ro 	The Story of the Gift of Sand🔽[Gbm Divy]
['SA_XX_pamsuavu-2']	GBM Divy / /	ro 	[Gbm Divy]
['SA_XX_pamsuavu-3']	GBM / cf / Divy / / /// bhavati 	ro-0 ad-1 ad-1 	[Gbm Cf. Divy] It will be so.
['SA_XX_pamsuavu-4', 'SA_XX_pamsuavu-5']	tac chrutvā gupto gāndhikaś cintayati ayyo ahaṃ tāvad gṛhāvāse pa🔽GBM / cf / Divy / / /// bhavi	tat śrutvā guptaḥ gāndhikaḥ cintayati ayyaḥ aham tāvat gṛha āvāse  divi div SLM	Having heard that, Gupta the perfumer thinks: I am indeed a householder, but
['SA_XX_pamsuavu-6']	ṣya	ṣya 	[Gbm Cf. Divy] will be
['SA_XX_pamsuavu-7']	ti taṃ vayam āryasya paścācchramaṇaṃ dāsyāmi corrected from dasyāmaḥ sthavira uvāca 	ti tam vayam āryasya paścācchramaṇam dāsyāmi corrected from dasyāmaḥ sthaviraḥ uvāca   	so. We will give him to the noble one as a later monk. The elder said:
['SA_XX_pamsuavu-8']	vatsa eva	vatsaḥ eva 	My son, that is so.
['SA_XX_pamsuavu-9']	GBM / Divy /// ramate	divi SLM    ramate ram SPr3In	[Gbm Divy] delights
['SA_XX_pamsuavu-10']	paricārayati yāva sa bhāryādāpannasatvā saṃjātā 	paricārayati sa bhāryā adāpannasatvā saṃjātā 	and serves. When she became pregnant with a child,
['SA_XX_pamsuavu-11', 'SA_XX_pamsuavu-12']	sā paripūrṇair navabhi🔽GBM / cf / Divy / /// prāsā	sā paripūrṇaiḥ navabhiḥ  cf divi div SLM prāsā prāsā SNF	she, after nine full
['SA_XX_pamsuavu-13']	dikaḥ tasya vistareṇa jātimahaṃ kṛtvā aśvagupto nāma kṛtaḥ sadhātryā ucchada	dikaḥ tasya vistareṇa jāti maham kṛtvā aśvaguptaḥ nāma kṛtaḥ sa dhātryā ucchada 	[Gbm Cf. Divy] months, gave birth to a son. His birth was celebrated with great pomp, and he was named Aśvagupta. He was brought up by a wet nurse
['SA_XX_pamsuavu-14']	GBM / cf / Divy / / /// ya mahaṃtībhūtaḥ tadānurūpe karmaṇi śikṣaṇāya dattaḥ atha sthaviraśāṇavā	divi div SLM     yaḥ yad SNM mahaṃtībhūtaḥ mahaṃtībhū SNPaM tadā tadā  anurūpe anurūpa SLNe karmaṇi karman SLNe śikṣaṇāya śikṣaṇa SDNe dattaḥ dā SNPaM atha atha  sthavira sthavira Cp śāṇavā śāṇava SNF	[Gbm Cf. Divy] and when he became a great youth, he was given to training in suitable work. Then the elder Śāṇavāsin
['SA_XX_pamsuavu-15']	GBM / cf / Divy / / /// / / putro bhaviṣyati taṃ vayam āryasya paścācchramaṇaṃ dāsyāmi corrected from dasyāmaḥ ayaṃ te putro jātaḥ anu	divi div SLM    putraḥ putra SNM bhaviṣyati bhū SFu3In tam tad SAM mad PN āryasya ārya SGM paścācchramaṇam paścācchramaṇa SAM dāsyāmi SFu1In corrected SNPaF from  dasyāmaḥ das PPr1In ayam idam SNM te tvad SG putraḥ putra SNM jātaḥ jan SNPaM anu 	[Gbm Cf. Divy] will be a son. We will give him to the noble one as a later monk. This son of yours has been born. Follow
