segmentnr	original	analyzed	translated
['SA_GR14_harinc_u-0']	śrīharināmacintāmaṇi	        	The Wish-Fulfilling Gem of the Auspicious Names of Hari
['SA_GR14_harinc_u-1']	śrīgodrumacandrāya namaḥ 	śrī godruma candrāya namaḥ 	Salutations to the Moon of the Auspicious Go Tree
['SA_GR14_harinc_u-2']	prathamapariccheda	prathama pariccheda 	First Chapter
['SA_GR14_harinc_u-3']	śrīnāmamāhātmyasūcanā	         	Indication of the Magnificence of the Auspicious Names
['SA_GR14_harinc_u-4']	gadāi gaurāṅga jaya jāhnavā jīvana /	gaura aṅga jaya jāhnavā jīvana 	Gauranga, the life of Jahnavi, the savior,
['SA_GR14_harinc_u-5']	sītādvaita jaya śrīvāsādi bhakta gaṇa // / //	sītā advaita jaya śrīvāsa ādi bhakta gaṇa 	the non-dual Sita, victorious, along with the host of devotees beginning with Sridhara.
['SA_GR14_harinc_u-6']	lavaṇa jaladhi tīre nīlācale śrī mandire	lavaṇa jaladhi tīre nīlācale śrī mandire 	On the shore of the salt ocean, in the blue mountain, in the auspicious abode,
['SA_GR14_harinc_u-7']	dāru brahma puruṣa pradhāna /	dāru brahma puruṣa pradhāna 	the foremost person of wooden Brahman,
['SA_GR14_harinc_u-8']	jīve nistārite hari arcā rūpe avatari	jīve nistārite hari arcā rūpe avatari 	when the living soul is liberated, Hari descends in the form of an idol
['SA_GR14_harinc_u-9']	bhoga mokṣa karena pradāna // / //	bhoga mokṣa karena pradāna 	and grants liberation and enjoyment.
['SA_GR14_harinc_u-10']	sei dhāme śrī caitanya mānave karite dhanya	śrī caitanya mānave karite dhanya 	In this very abode, the blessed Caitanya was born, blessed is he.
['SA_GR14_harinc_u-11']	sannyāsī rūpete bhagavān /	sannyāsī rūpete bhagavān 	The Lord manifested in the form of a renunciant,
['SA_GR14_harinc_u-12']	kalite ye yuga dharma bujhāite tāra marma	kalite ye yuga dharma tāra marma 	and understood the essence of the scriptures, having comprehended the duties of the age.
['SA_GR14_harinc_u-13']	kāśī miśra ghare adhiṣṭhāna // / //	kāśī miśra ghare adhiṣṭhāna 	He resided in the house of Kashi Mishra.
['SA_GR14_harinc_u-14']	nija bhakta vṛnda laye nije kalpa taru haye	nija bhakta vṛnda laye nije kalpa taru haye 	He gathered his own circle of devotees, and under his own wish-fulfilling tree,
['SA_GR14_harinc_u-15']	kṛṣṇa prema dena sarva jane /	kṛṣṇa prema dena sarva jane 	he bestowed Krishna prema on all people.
['SA_GR14_harinc_u-16']	nānā mate bhakta mukhe bhakta katha śuni sukhe	nānā mate bhakta mukhe bhakta katha śuni sukhe 	Listening to the stories of devotees from the mouths of devotees of various sects, he was happy.
['SA_GR14_harinc_u-17']	jīva śikṣā dena suyatane // / //	jīva śikṣā dena suyatane 	He gave excellent instructions to the living souls.
['SA_GR14_harinc_u-18']	eka dina bhagavān samudre kariyā snāna	eka dina bhagavān samudre kariyā snāna 	One day, the Lord took a bath in the ocean,
['SA_GR14_harinc_u-19']	śrī siddha bakule hari dāse /	śrī siddha bakule hari dāse 	in the auspicious Siddhbakuka, in Hari Dasa.
['SA_GR14_harinc_u-20']	mili ānandita mane jijñāsilā sayatane	mili ānandita mane jijñāsilā sayatane 	O Lord, with a delighted mind, I ask with curiosity and eagerness,
['SA_GR14_harinc_u-21']	kise jīva tare anāyāse // / //	kise jīva tare anāyāse 	How can one cross the ocean of worldly existence without effort?
['SA_GR14_harinc_u-22']	prabhura caraṇa dhari' aneka vinaya kari'	prabhura caraṇa dhari aneka vinaya kari 	Holding the feet of the Lord, with many salutations,
['SA_GR14_harinc_u-23', 'SA_GR14_harinc_u-24']	galadaśru pulaka śarīra /🔽haridāsa mahāśaya kāṅdite kāṅdite kaya	galat aśru pulaka śarīra  haridāsa mahā āśaya kāṅdite kāṅdite kaya 	With tears in the eyes and body hair standing up,🔽O greatly fortunate servant of Hari, I long and long,
['SA_GR14_harinc_u-25']	prabhu tava līlā sugabhīra // / //	prabhu tava līlā sugabhīra 	The pastimes of the Lord are very profound.
['SA_GR14_harinc_u-26']	āmi ati akiñcana nāhi mora vidyā dhana	āmi ati akiñcana nāhi mora vidyā dhana 	I am extremely poor, I have no wealth of learning,
['SA_GR14_harinc_u-27']	tava pada āmāra sambala /	tava pada āmāra sambala 	Your feet are my only support.
['SA_GR14_harinc_u-28']	e hena ayogya jane praśna kari' akāraṇe	e hena ayogya jane praśna kari akāraṇe 	O Lord, you have asked unworthy questions without reason,
['SA_GR14_harinc_u-29']	bala prabhu habe kibā phala // / //	bala prabhu habe kibā phala 	What is the use of strength?
['SA_GR14_harinc_u-30']	tumi kṛṣṇa svayaṃ prabho jīva uddhārite vibho	tumi kṛṣṇa svayam prabho jīve uddhārite vibho 	You are Krishna, the self-born Lord, the savior of living beings,
['SA_GR14_harinc_u-31']	navadvīpa dhāme avatāra /	navadvīpa dhāme avatāra 	You have descended in the abode of the nine islands.
['SA_GR14_harinc_u-32']	kṛpā kari' rāṅgā pāya rākha more gaura rāya	kṛpā kari rāṅgā pāya rākha more gaura 	Show mercy, O Gauranga, protect me, O Lord,
['SA_GR14_harinc_u-33']	tabe citta praphulla āmāra // / //	tabe citta praphulla āmāra 	My heart is blooming with joy.
['SA_GR14_harinc_u-34']	tomāra ananta nāma tavānanta guṇa grāma	tomāra ananta nāma tava ananta guṇa grāma 	Your names are endless, your qualities are a multitude of endless virtues,
['SA_GR14_harinc_u-35']	tava rūpa sukhera sāgara /	tava rūpa sukhera sāgara 	Your form is an ocean of bliss.
['SA_GR14_harinc_u-36']	ananta tomāra līlā kṛpā kari' prakāśilā	ananta tomāra līlā kṛpā kari prakāśilā 	Your pastimes are endless, show mercy and reveal them,
['SA_GR14_harinc_u-37']	tāi āsvādaye e pāmara // / //	tāi āsvādaye e pāmara 	Let this lowly one taste them.
['SA_GR14_harinc_u-38']	cinmaya bhāskara tumi kiraṇera kaṇa āmi	cit maya bhāskara tumi kiraṇera kaṇa āmi 	O sun of pure consciousness, you are a particle of the rays,
['SA_GR14_harinc_u-39']	tumi prabhu /	tumi prabhu 	You are the Lord,
['SA_GR14_harinc_u-40']	āmi nitya dāsa /	āmi nitya dāsa 	I am your eternal servant.
['SA_GR14_harinc_u-41', 'SA_GR14_harinc_u-42']	caraṇa pīyūṣa tava mama sukha suvaibhava🔽tava nāmāmṛte mora āśa // / //	caraṇa pīyūṣa tava mama sukha su vaibhava  tava nāma amṛte mā uraḥ āśa 	The nectar of Your feet is my happiness and prosperity.🔽In the nectar of Your name, my desire is fulfilled.
['SA_GR14_harinc_u-43']	e mata adhama āmi ki balite jāni svāmī	e mata adhama āmi ki balite jāni svāmī 	I am the lowest of the low, but You consider me Your servant.
['SA_GR14_harinc_u-44']	tabu ājñā kariba pālana /	tabu ājñā kariba pālana 	I will carry out Your command and protect.
['SA_GR14_harinc_u-45']	yā balābe mora mukhe tomāre baliba sukhe	yā balābe mora mukhe tomāre baliba sukhe 	Whatever strength I have in my mouth, I will offer to You for happiness.
['SA_GR14_harinc_u-46']	doṣa guṇa nā kari gaṇana // / //	doṣa guṇa nā kari gaṇana 	I will not count faults or virtues.
['SA_GR14_harinc_u-47', 'SA_GR14_harinc_u-48']	kṛṣṇatattva🔽ekamātra icchāmaya kṛṣṇa sarveśvara /	        eka mātraḥ icchā maya kṛṣṇa sarva īśvara 	The Truth of Krishna🔽The one Krishna, the desire-born, the lord of all,
['SA_GR14_harinc_u-49']	nitya śaktiyoge kṛṣṇa vibhu parātpara // / //	nitya śakti yoge kṛṣṇa vibhu parātpara 	The eternal one, united with Shakti, the all-pervading, greater than the greatest.
['SA_GR14_harinc_u-50']	kṛṣṇa kṛṣṇaśakti	kṛṣṇa kṛṣṇa śakti 	Krishna, the power of Krishna
['SA_GR14_harinc_u-51']	kṛṣṇaśakti kṛṣṇa haite nā haya svatantra /	kṛṣṇa śakti kṛṣṇa ha ete nā haya svatantra 	The power of Krishna, Krishna is not independent.
['SA_GR14_harinc_u-52']	yei śakti sei kṛṣṇa kahe vedamantra // / //	śakti sei kṛṣṇa kahe vedamantra 	The Vedas say that the one who possesses this power is Krishna.
['SA_GR14_harinc_u-53']	kṛṣṇa vibhu /	kṛṣṇa vibhu 	Krishna, the all-pervading
['SA_GR14_harinc_u-54']	śakti tāṅra vaibhava svarūpa /	śakti tāṅra vaibhava svarūpa 	Shakti is His glory, His form.
['SA_GR14_harinc_u-55']	ananta vaibhave kṛṣṇa haya eka rūpa // / //	ananta vaibhave kṛṣṇa haya eka rūpa 	In His infinite glory, Krishna has only one form.
['SA_GR14_harinc_u-56', 'SA_GR14_harinc_u-57']	trividha vaibhava🔽śaktira prakāśa yei sei ta vaibhava /	trividha vaibhava  śaktira prakāśa ta vaibhava 	The three kinds of glory🔽The light of Shakti is His glory.
['SA_GR14_harinc_u-58']	vibhura vaibhava mātra haya anubhava // / //	vibhura vaibhava mātra haya anubhava 	The all-pervading one has only the experience of glory.
['SA_GR14_harinc_u-59', 'SA_GR14_harinc_u-60']	vaibhava trividha tava gaurāṅga sundara🔽cid acit jīva tina śāstrera gocara // / //	vaibhava trividha tava gaura aṅga sundara  cid acit jīva tina śāstrera gocara 	O fair-complexioned handsome one, Your glory is of three kinds
['SA_GR14_harinc_u-61']	cidvaibhava	cit vaibhava 	Consciousness, matter, and the individual soul are the objects of the scriptures.🔽The glory of consciousness
['SA_GR14_harinc_u-62']	ananta vaikuṇṭha ādi yata kṛṣṇa dhāma /	ananta vaikuṇṭha ādi yata kṛṣṇa dhāma 	The forms of Krishna in Vaikuntha, Ananta, and other abodes,
['SA_GR14_harinc_u-63']	govinda śrīkṛṣṇa hari ādi yata nāma // / //	govinda śrīkṛṣṇa hari ādi yata nāma 	The names of Govinda, Shri Krishna, Hari, and others,
['SA_GR14_harinc_u-64']	dvibhuja muralīdhara ādi yata rūpa /	dvi bhuja muralīdhara ādi yata rūpa 	The forms of Krishna with two arms, holding a flute, and so on,
['SA_GR14_harinc_u-65']	bhaktānandaprada ādi guṇa aparūpa // / //	          	The qualities of bestowing bliss to devotees and other forms,
['SA_GR14_harinc_u-66']	vraja rasalīlā navadvīpe saṅkīrtana /	vraja rasa līlā navadvīpe saṅkīrtana 	The rasa and pastimes of Krishna in Vrndavana and the sankirtan there,
['SA_GR14_harinc_u-67', 'SA_GR14_harinc_u-68']	ei rūpa kṛṣṇa līlā vicitra gaṇana // / //🔽e samasta cidvaibhava aprākṛta haya /	ei rūpa kṛṣṇa līlā vicitra gaṇana  e samasta cit vaibhava aprākṛta haya 	These are the various forms and pastimes of Krishna.🔽This entire spiritual opulence is transcendental,
['SA_GR14_harinc_u-69', 'SA_GR14_harinc_u-70']	āsiyāo e prapañce prāpañcika naya // / //🔽cidvyāpāra samudaya viṣṇutattvasāra /	prapañce prāpañcika naya             	And it is manifested in this world through the manifestation of the Lord.🔽The essence of the philosophy of Vishnu is the manifestation of consciousness,
['SA_GR14_harinc_u-71']	viṣṇupada bali vede gāya bāra bāra // / //	viṣṇupada bali vede gāya bāra bāra 	And the Vedas repeatedly praise the feet of Vishnu.
['SA_GR14_harinc_u-72']	kṛṣṇera cidvibhutāi viṣṇutattva śuddhatattva	viṣṇutattva śuddhatattva 	The pure truth of the philosophy of Vishnu is the spiritual opulence of Krishna,
['SA_GR14_harinc_u-73']	nāhi tāhe jaḍadharma māyāra vikāra /	na ahi tāhe jaḍa dharma māyāra vikāra 	It is not subject to the material qualities of maya.
['SA_GR14_harinc_u-74', 'SA_GR14_harinc_u-75']	jaḍātīta viṣṇutattva śuddhasattvasāra // / //🔽śuddhasattva rajastamogandhavirahita /	jaḍa atīta viṣṇu tattva śuddha sattva sāra  śuddha sattva rajaḥ tamaḥ gandha virahita 	The philosophy of Vishnu is beyond the material world and is the essence of pure goodness,🔽It is free from the influence of goodness, passion, and ignorance.🔽The mixture of goodness, passion, and ignorance is well known,
['SA_GR14_harinc_u-76', 'SA_GR14_harinc_u-77']	rajastamomiśra miśrasattva suvidita // / //🔽govinda vaikuṇṭhanātha kāraṇodaśāyī /	rajaḥ tamaḥ miśra miśra sattva su vidita             	But the pure goodness is free from the influence of passion and ignorance.🔽Govinda, the Lord of Vaikuntha, the cause of all, lies in the ocean of milk,
['SA_GR14_harinc_u-78']	garbhodaśāyī āra kṣīrasindhuśāyī // / //	         	And in the ocean of milk, he lies in the ocean of yogurt.
['SA_GR14_harinc_u-79']	āra yata svāṃśa paricita avatāra /	āra yata svāṃśa paricita avatāra 	And from that ocean of yogurt, he manifests his partial incarnations,
['SA_GR14_harinc_u-80']	sei saba śuddhasattva viṣṇutattvasāra // / //	sei saba śuddha sattva viṣṇu tattva sāra 	All these are pure sattva, the essence of the truth of Vishnu.
['SA_GR14_harinc_u-81']	goloke vaikuṇṭhe āra kāraṇasāgare /	goloke vaikuṇṭhe āra kāraṇa sāgare 	In Goloka, Vaikuntha, and the ocean of causes,
['SA_GR14_harinc_u-82']	athavā e jaḍe thāke /	athavā e jaḍe thāke 	Or else, this inert world,
