segmentnr	original	analyzed	translated
['SA_GK19_gu29___u-0']	athaikonatriṃśaṃ pūraṇam	atha ekonatriṃśam pūraṇam 	Now, the twenty-ninth chapter
['SA_GK19_gu29___u-1']	bhāvikathāpramāṇaprathanam	        	The Spreading of the Authority of the Story of the Future
['SA_GK19_gu29___u-2']	atha bhāvikathāntarāvatāraṇāya kramāt pramāṇaṃ nirūpyate /	atha bhāvi kathā antara avatāraṇāya kramāt pramāṇam nirūpyate 	Now, in order to introduce another story of the future, authority is described in sequence.
['SA_GK19_gu29___u-3']	tad evaṃ tatra maṅgalabhajane sthite vrajajane punar atra duḥsthite pūrṇimāvṛnde'pūrṇamanastayā viviktam anu viviktavatyau /	tat evam tatra maṅgala bhajane sthite vraja jane punar atra duḥsthite pūrṇimā vṛnde pūrṇa manaḥ tayā viviktam anu viviktavatyau 	Thus, when the people of Vraja were present in the auspicious assembly there, and the group of Pūrṇimā was in a secluded place with an incomplete mind due to being in a difficult situation, the two who were secluded followed.
['SA_GK19_gu29___u-4']	tathā hiyadā keśimathanasya vrajān mathurāgamanasamanantaram anantaram eva	tathā hi yadā keśimathanasya vrajāt mathurā gamana samanantaram anantaram eva 	Indeed, when, immediately after Kṛṣṇa's departure from Vraja to Mathurā,
['SA_GK19_gu29___u-5']	tajjanaduḥkham īkṣitum akṣamatayā tadatidūrakṣitisthitiāṃ gatayor madhumaṅgalasaṅgatavṛndāpūrṇimayoś	tad jana duḥkham īkṣitum akṣama tayā tad ati dūra kṣiti sthitiām gatayoḥ 	the two, Pūrṇimā and Vṛndā, who had gone to a place far away from the earth due to being unable to bear the grief of the people,
['SA_GK19_gu29___u-6']	ciram ekāntavananiśāntatāsīt /	ciram ekānta vana niśā anta tā āsīt 	remained for a long time in the secluded forest.
['SA_GK19_gu29___u-7']	tadā ca nānāsaṃvadamānayor anayoḥ saṃprati saṃvadanam evaṃ babhūva /	tadā ca nānā saṃvadamānayoḥ anayoḥ saṃprati saṃvadanam evam babhūva 	And then, when the two were conversing in various ways, their present conversation was as follows.
['SA_GK19_gu29___u-8']	yathāyadā sālvayuddham udbuddhaṃ tadduḥkhena ca goṣṭhaṃ ruddham /	yathā yadā śālva yuddham udbuddham tad duḥkhena ca goṣṭham ruddham 	When the battle with Śālva broke out and the cowherds' village was blocked by that grief,
['SA_GK19_gu29___u-9']	tadā tattadvṛttaṃ vidnamānā vṛndā saruditam uditavatībhagavati /	tadā tat tat vṛttam vṛndā sa ruditam uditavatī bhagavati 	then Vṛndā, who knew the various events, said with tears, O Goddess!
['SA_GK19_gu29___u-10']	kim anantaram antaraṃ bhaviteti na praviśati me hṛdayam /	kim anantaram antaram bhavitā iti na praviśati me hṛdayam 	I cannot understand what will happen next.
['SA_GK19_gu29___u-11']	atha pūrṇimā gadgadapūrṇaṃ gadati smamama ca vigamitasarvālokena śokena vapur api na sphurati /	atha pūrṇimā gadgada pūrṇam gadati sma mama ca vigamita sarva ālokena śokena vapuḥ api na sphurati 	Then Pūrṇimā spoke in a voice choked with tears: My body does not even shine with all the grief that has left it,
['SA_GK19_gu29___u-12']	kiim uta puraḥsthitam āstāṃ tāvad apuraḥsthitam /	kiim uta puras sthitam āstām tāvat a puras sthitam 	what to speak of what is in front of me, let alone what is not in front of me.
['SA_GK19_gu29___u-13']	vṛndāhayogamāyayā bhavatyāḥ svagopanārtham eva tapasviveṣeṇa bhavantyāḥ kathaṃ madhye madhye jñānaṃ parāhanyate /	vṛndāha yoga māyayā bhavatyāḥ sva gopana artham eva tapasvi veṣeṇa bhavantyāḥ katham madhye madhye jñānam parāhanyate 	Vṛndā, by your yoga-māyā, for the purpose of concealing yourself, you are in the guise of an ascetic. How is your knowledge struck down in the middle?
['SA_GK19_gu29___u-14']	pūrṇimāhalīlāśaktirūpavatyā bhavatyā yathā /	           	By you, who are in the form of Pūrṇimā, Hālī, and Śakti.
['SA_GK19_gu29___u-15']	vṛndāhatac ca katham /	ca katham 	And how is that, Vṛndā?
['SA_GK19_gu29___u-16']	pūrṇimāhayā kācid ekā ratipremapraṇayarāgānurāgamahābhāvaparyantavṛttimayī prītināmnī hareḥ śaktir virājate /	                                             	Pūrṇimā, there shines a certain Śakti of Hari, consisting of the states up to great love, which is called Rati, Prema, Prema, Rāga, Anurāga, and Mahābhāva.
['SA_GK19_gu29___u-17']	sā sarvatra pravalāyāsmadādīnāṃ paramāśrayarūpaṃ śrīkṛṣṇam api śaśvan mohayati / yathā	sā sarvatra pravalāya asmat ādīnām parama āśraya rūpam śrī kṛṣṇam api śaśvat mohayati yathā 	That, which is powerful everywhere, constantly deludes even Śrī Kṛṣṇa, who is the supreme abode of us and others. As
['SA_GK19_gu29___u-18']	tato vatsān adṛṣṭvaitya puline'pi ca vatsapān /	tatas vatsān a dṛṣṭvā etya puline pi ca vatsapān 	Then, not seeing the calves, and also the calf-herders on the bank,
['SA_GK19_gu29___u-19']	ubhāv api vane kṛṣṇo vicikāya samantataḥ // BhP / / iti /	ubhau api vane kṛṣṇaḥ vicikāya samantataḥ 	Kṛṣṇa searched all around in the forest.
['SA_GK19_gu29___u-20']	vṛndāhatad etad api sārvatrikaṃ na dṛśyate /	etat api sārvatrikam na dṛśyate 	Vṛndā, that is also not seen everywhere.
['SA_GK19_gu29___u-21']	kāraṇaṃ tu na parāmṛśyate //	kāraṇam tu na parāmṛśyate 	But the cause is not considered.
['SA_GK19_gu29___u-22']	pūrṇimāhasapremabhaktānāṃ nikaṭībhāvata eva sā śaktiḥ śrīkṛṣṇe'pi ruciṃ prakaṭayya prakaṭībhavati /	                                           	That power manifests itself even in Krishna, manifesting its inclination through the proximity of those who are full of love for Radha.
['SA_GK19_gu29___u-23']	vṛndāhaprastute kim āyātam /	vṛndāha prastute kim āyātam 	What has come to Vrinda?
['SA_GK19_gu29___u-24']	pūrṇimāhaparamapremavatāṃ śrīmati vraje vasatāṃ saṅgād vayam api /	                              	By the association of those who dwell in the beautiful land of Vrndavana, full of the highest love for Sri Radha, we also...
['SA_GK19_gu29___u-25']	kiṃ bahunā / śrīkṛṣṇaḥ svayam api premagaṅgāpravāham anu magnā unmagnāś ca bhavantaḥ saṃvidam asaṃvidaṃ ca pratipadyāmahe iti /	kim bahunā śrī kṛṣṇaḥ svayam api prema gaṅgā pravāham anu magnāḥ unmagnāḥ ca bhavantaḥ saṃvidam a saṃvidam ca pratipadyāmahe iti 	What more to say? We understand that Sri Krishna himself is immersed in and emerges from the flow of the river of love.
['SA_GK19_gu29___u-26']	vṛndāhatarhi kāsmad āśāyā gatiḥ /	vṛndā aha tarhi kā asmat āśāyāḥ gatiḥ 	Vrinda: Then what is the course of our hope?
['SA_GK19_gu29___u-27', 'SA_GK19_gu29___u-28']	pūrṇimāhabhavatyā iva svapne'pi paridevanām eva sevamānāyāḥ kṛtakṣapaṇāyām anantarakṣapāyāṃ ko'pi gopitātmā puruṣaḥ pustakam idaṃ mama 🔽hastavinyastaṃ cakāra /	pūrṇimā āha bhavatyāḥ iva svapne pi paridevanām eva sevamānāyāḥ kṛta kṣapaṇāyām anantara kṣapāyām kaḥ api gopita ātmā puruṣaḥ pustakam idam mama  hasta vinyastam cakāra 	Purnima: As you were serving lamentation even in a dream, in the following night, which was spent, a person with a hidden identity placed this book in my hand.
