segmentnr	original	analyzed	translated
['SA_GP12_garup2_u-0']	śrīgaruḍamahāpurāṇam	           	The glorious Garuda Purana
['SA_GP12_garup2_u-1']	śrīgaṇeśāya namaḥ /	śrī gaṇeśāya namaḥ 	Salutations to the glorious Ganesha.
['SA_GP12_garup2_u-2']	tatrādime dvitīyāṃśe pretakāṇḍo dharmakāṇḍanāmārabhyate /	tatra ādime dvitīya aṃśe pretakāṇḍaḥ dharmakāṇḍa nāmā ārabhyate 	There, in the first half of the second part, the section on ghosts begins, named the section on Dharma.
['SA_GP12_garup2_u-3']	oṃ namo bhagavate vāsudevāya /	om namaḥ bhagavate vāsudevāya 	Om, salutations to the Blessed Lord Vāsudeva.
['SA_GP12_garup2_u-4']	nārāyaṇaṃ namaskṛtya naraṃ caiva narottamam /	nārāyaṇam namaskṛtya naram ca eva narottamam 	Having bowed to Nārāyaṇa, and also to Nara, the best of men,
['SA_GP12_garup2_u-5']	devīṃ sarasvatīṃ caiva tato jayamudīrayet // / /Mang //	devīm sarasvatīm ca eva tatas jayam udīrayet 	and to the goddess Sarasvatī, one should then utter Jaya!
['SA_GP12_garup2_u-6']	dharmandṛḍhabaddhamūlo vedaskandhaḥ purāṇaśākhāḍhyaḥ /	veda skandhaḥ purāṇa śākhā āḍhyaḥ 	Dharma, with firm-rooted trunk, with the Vedas as its branches, rich with the Purāṇa scriptures,
['SA_GP12_garup2_u-7']	kratukusumo mokṣaphalo madhusūdanapādapo jayati // / / //	           jayati 	with sacrifices as its flowers, and the fruit of liberation, the tree of Madhusūdana is victorious.
['SA_GP12_garup2_u-8']	naimiṣe 'nimiṣakṣetre śaunakādyā munīśvarāḥ /	naimiṣe nimiṣa kṣetre śaunaka ādyāḥ muni īśvarāḥ 	In Naimiṣa, the unblinking holy place, the great sages headed by Śaunaka,
['SA_GP12_garup2_u-9']	karmaṇāmantare sūtaṃ svāsīnamidamabruvan // / / //	karmaṇām antare sūtam su āsīnam idam abruvan 	while Sūta was seated, said this to him:
['SA_GP12_garup2_u-10']	sūta jānāsi sakalaṃ vastu vyāsaprasādataḥ /	sūta jānāsi sakalam vastu vyāsa prasādataḥ 	Sūta, you know everything by the grace of Vyāsa.
['SA_GP12_garup2_u-11', 'SA_GP12_garup2_u-12', 'SA_GP12_garup2_u-13']	tena naḥ sandihānānāṃ sandehaṃ chettumarhasi // / / //🔽yathā tṛṇajalauketi nyāyamā śritya kañcana /🔽dehino 'nyatanuprāptiṃ kecittvevaṃ vadanti hi // / / //	tena naḥ sandihānānām sandeham chettum arhasi  yathā tṛṇa jalaukā iti nyāyam ā śritya kañcana  dehinaḥ kecid tu evam vadanti hi 	Therefore, you should remove the doubt of us who are uncertain.🔽Some people say that the attainment of another body by embodied beings is like the transference of a flame from one place to another.
['SA_GP12_garup2_u-14']	kecitpunaryātanānāṃ yāmīnāmupabhogataḥ /	kecid punar yātanānām yāmīnām upabhogataḥ 	Some, on the other hand, say that it is due to the experience of the sufferings of the departed ones.
['SA_GP12_garup2_u-15']	paścāddehāntaraprāptiṃ vadanti kimu tatrasat // / / //	paścāt deha antara prāptim vadanti kimu tatra sat 	And then speak of the attainment of another body - is that true there?
['SA_GP12_garup2_u-16']	sūta uvāca /	sūtaḥ uvāca 	Suta said:
['SA_GP12_garup2_u-17']	sādhu pṛṣṭaṃ mahābhāgāḥ śṛṇudhvaṃ bhavatāṃ punaḥ /	sādhu pṛṣṭam mahābhāgāḥ śṛṇudhvam bhavatām punar 	Well asked, O fortunate ones, listen again to you all.
['SA_GP12_garup2_u-18']	sandeho nopapadyeta lokārthaṃ kila pṛcchatām // / / //	sandehaḥ nā upapadyeta loka artham kila pṛcchatām 	Doubt should not arise for those who ask for the sake of the world.
