segmentnr	original	analyzed	translated
['SA_GV06_apastgcu-0', 'SA_GV06_apastgcu-1']	atha prathamaḥ paṭalaḥ🔽prathamaḥ khaṇḍaḥ	atha prathamaḥ paṭalaḥ  prathamaḥ khaṇḍaḥ 	The first section
['SA_GV06_apastgcu-2']	sāmānyaparibhāṣāḥ	sāmānya paribhāṣāḥ 	General definitions
['SA_GV06_apastgcu-3']	pratijñāsūtram /	pratijñā sūtram 	The Sutra on the Promise.
['SA_GV06_apastgcu-4']	atha karmāṇyācārādyāni gṛhyante // / //	atha karmāṇi ācāra ādyāni gṛhyante 	Now, the rites beginning with Ācāra are accepted...
['SA_GV06_apastgcu-5']	namo rudrāya yadgṛhyamāpastambena nirmitam /	namaḥ rudrāya yat gṛhyam āpastambena nirmitam 	Salutations to Rudra, which was composed by Āpastamba.
['SA_GV06_apastgcu-6']	kriyate haradattena tasya vṛttiranākulā //	kriyate haradattena tasya vṛttiḥ an ākulā 	The commentary on it is being composed by Haradatta without confusion.
['SA_GV06_apastgcu-7']	dviprakārāṇi karmāṇiśrutilakṣamāni ācāralakṣamāni ca /	dvi prakārāṇi ācāra lakṣamāni ca 	Rites are of two kinds: those indicated by the Veda and those indicated by Ācāra.
['SA_GV06_apastgcu-8']	tatra śrutilakṣaṇāni vyākhyātāni /	tatra śruti lakṣaṇāni vyākhyātāni 	Among them, those indicated by the Veda have been explained.
['SA_GV06_apastgcu-9']	athedānīṃ yāni karmāṇi vivāhaprabhṛtīni ācārāt prayogāt gṛhyante jñāyante /	atha idānīm yāni karmāṇi vivāha prabhṛtīni ācārāt prayogāt gṛhyante jñāyante 	Now, those rites beginning with marriage which are understood from Ācāra, from practice,
['SA_GV06_apastgcu-10']	na pratyakṣaśruteḥ /	na pratyakṣa śruteḥ 	not from direct Vedic injunction,
['SA_GV06_apastgcu-11']	tāni vyākhyāsyāmaḥ /	tāni vyākhyāsyāmaḥ 	we shall explain them.
['SA_GV06_apastgcu-12']	kiṃ prayojanaṃ sūtrasya /	kim prayojanam sūtrasya 	What is the purpose of the Sutra?
['SA_GV06_apastgcu-13', 'SA_GV06_apastgcu-14']	smārtānāṃ karmaṇāṃ adhikāraḥ / tena🔽udagayanādiniyamaḥ /sarvatra svayaṃ prajvalite 'gnāāpa /gṛ /	smārtānām karmaṇām adhikāraḥ tena  udagayana ādi niyamaḥ sarvatra svayam prajvalite 	The eligibility for the Smārta rites. By that🔽The rule regarding the northern solstice, etc. Everywhere in the domestic rites themselves there are rules like in a fire that has spontaneously caught fire, in a house,
['SA_GV06_apastgcu-15']	vityevamādīni ca gārhyeṣveva karmasu bhavanti /	v iti evamādīni ca gārhyeṣu eva karmasu bhavanti 	and so on.
['SA_GV06_apastgcu-16']	na śrauteṣi /	na śrauteṣi 	Not in the Vedic rites.
['SA_GV06_apastgcu-17']	atrāthaśabdena	atra atha śabdena 	Here, by the word atha
['SA_GV06_apastgcu-18']	śrautopadeśānantaraṃ smārtopadeśaṃ kariṣyāmīti vadan tadapekṣāmasya darśayati /	śrauta upadeśa anantaram smārta upadeśam kariṣyāmi iti vadan tad apekṣām asya darśayati 	saying after the teaching of the Veda, I shall give the teaching of the Smṛti, he shows its dependence on that.
['SA_GV06_apastgcu-19']	tatra yāḥ paribhāṣāḥsa trayāṇāṃ varmānāṃ'āpa /	tatra yāḥ paribhāṣāḥ sa trayāṇām 	Among them, those definitions are common to all three branches.
['SA_GV06_apastgcu-20']	mantrāntaiḥ karmādīn sannipātayetāpa /pari / /	mantra antaiḥ karma ādīn 	With the end of the mantra, one should bring together the rites and so on.
['SA_GV06_apastgcu-21']	raudra / rākṣasa'āpa /	raudra 	Raudra, Rakshasa - common.
['SA_GV06_apastgcu-22', 'SA_GV06_apastgcu-23']	tadidaṃ 'mityevamādyāstā ihāpi bhavantiidaṃkāryāṇi //🔽yo varṇairijyate nityaiḥ karmabhiścoditairnijaiḥ /	tat idam iha api bhavanti idaṃkāryāṇi  yaḥ varṇaiḥ ijyate nityaiḥ karmabhiḥ coditaiḥ nijaiḥ 	This and so on, these are also here, these are the duties to be done.🔽I bow to that non-dual Hari, who is always worshipped by the eternal castes and by the enjoined duties of one's own,
['SA_GV06_apastgcu-24']	tebhyo ' pavargado yaśca taṃ namāmyadvayaṃ harim ////	tebhyaḥ pavarga daḥ yaḥ ca tam namāmi advayam 	and who grants liberation from them.
['SA_GV06_apastgcu-25']	āpastambamuniṃ vande mandadhīhitakāmyayā /	āpastamba munim vande manda dhī hita kāmyayā 	I praise the sage Apasthamba, desiring the welfare of the slow-witted,
['SA_GV06_apastgcu-26', 'SA_GV06_apastgcu-27']	yo 'nuṣṭheyapadārtānāṃ kramakalpayat ////🔽yatkṛtaṃ vedavadbhāṣyamādriyante vipaścitaḥ /	yaḥ nuṣṭheya pada ārtānām kramakalpayat  yat kṛtam vedavat bhāṣyam ādriyante vipaścitaḥ 	who arranged the sequence of the essential points to be practiced.🔽The wise revere the commentary written by him as if it were the Veda.
['SA_GV06_apastgcu-28']	sa kapardī ciraṃ jīyādvedavedārthatattvavit ////	sa kapardī ciram jīyāt veda veda artha tattva vid 	May that Kapardi, who knows the truth of the Vedas and their meaning, live long.
['SA_GV06_apastgcu-29']	kurute gṛhyatātparyanirṇayam /	kurute 	He makes the determination of the purport of the Grihya.
['SA_GV06_apastgcu-30']	kevalaṃ vaidikaśraddhāprerito mandadhīrapi ////	kevalam vaidika śraddhā preritaḥ manda dhīḥ api 	Even the slow-witted, impelled by faith in the Vedas alone,
['SA_GV06_apastgcu-31']	athaśabda ānantaryārthaḥ /	athaśabdaḥ ānantarya arthaḥ 	The word atha has the meaning of sequence.
