segmentnr	original	analyzed	translated
['SA_GK16_andhvy_u-0']	śrīrājānakānandavardhanācāryaviracito	śrī rājānaka ānandavardhana ācārya viracitaḥ 	Composed by the illustrious teacher Rānānandivardhana.
['SA_GK16_andhvy_u-1']	Also known as Sahṛdayālokaḥ / 	also known as sahṛdaya ālokaḥ 	Also known as Sahṛdayāloka.
['SA_GK16_andhvy_u-2', 'SA_GK16_andhvy_u-3']	prathamoddyotaḥ //🔽svecchākesariṇaḥ svacchasvacchāyāyāsitendavaḥ /	prathama uddyotaḥ                    	First chapter.🔽The nails of the Lord of Love, which remove the distress of those who take refuge in him,
['SA_GK16_andhvy_u-4', 'SA_GK16_andhvy_u-5']	trāyantāṃ vo madhuripoḥ prapannārticchido nakhāḥ //🔽kāvyasyātmā dhvanir iti budhair yaḥ samāmnātapūrvas tasyābhāvaṃ jagadur apare bhāktam āhus tam anye /	trāyantām vaḥ madhuripoḥ prapanna ārti chidaḥ nakhāḥ  kāvyasya ātmā dhvaniḥ iti budhaiḥ yaḥ samāmnāta pūrvaḥ tasya abhāvam jagaduḥ apare bhāktam āhuḥ tam anye 	whose own radiance is purer than the moon, and which are like the manes of a lion, may they protect you all.🔽Some have said that it does not exist, others have said that it is figurative,
['SA_GK16_andhvy_u-6']	kecid vācām sthitam aviṣaye tattvam ūcus tadīyaṃ tena brūmaḥ sahṛdayamanaḥprītaye tatsvarūpam // / //	kecid vācām sthitam aviṣaye tattvam ūcuḥ tadīyam tena brūmaḥ sahṛdaya manaḥ prītaye tad svarūpam 	Some have said that its truth is beyond the scope of words, therefore we speak of its nature to delight the hearts of the sensitive.
['SA_GK16_andhvy_u-7']	budhaiḥ kāvyatattvavidbhiḥ kāvyasyātmā dhvanir iti saṃjñitaḥ /	budhaiḥ kāvya tattva vidbhiḥ kāvyasya ātmā dhvaniḥ iti saṃjñitaḥ 	The wise, who know the truth of poetry, have proclaimed that the soul of poetry is what is known as dhvani.
['SA_GK16_andhvy_u-8']	paramparayā yaḥ samāmnātapūrvaḥ samyak āsamantāt mnātaḥ prakaṭitaḥ /	paramparayā yaḥ samāmnāta pūrvaḥ samyak ā samantāt mnātaḥ prakaṭitaḥ 	It is that which has been handed down by tradition, fully and completely.
['SA_GK16_andhvy_u-9']	tasya sahṛdayajanamanaḥprakāśamānasyāpy abhāvam anye jagaduḥ /	tasya sahṛdaya jana manaḥ prakāśamānasya api abhāvam anye jagaduḥ 	Others have said that it does not exist, even though it illuminates the minds of the sensitive.
['SA_GK16_andhvy_u-10']	tadabhāvavādināṃ cāmī vikalpāḥ sambhavanti /	tad abhāva vādinām ca amī vikalpāḥ sambhavanti 	And these are the possible alternatives of those who maintain its non-existence.
['SA_GK16_andhvy_u-11']	tatra kecid ācakṣīranśabdārthaśarīraṃ tāvat kāvyam /	tatra kecid ācakṣīran śabda artha śarīram tāvat kāvyam 	Among them, some have said that poetry consists of words and meanings.
['SA_GK16_andhvy_u-12', 'SA_GK16_andhvy_u-13']	tatra ca śabdagatāś cārutvahetavo 'nuprāsādayaḥ prasiddhā eva /🔽arthagatāś copamādayaḥ /	tatra ca śabda gatāḥ cāru tva hetavaḥ nuprāsa ādayaḥ prasiddhāḥ eva  artha gatāḥ ca upama ādayaḥ 	And among them, the causes of beauty in words, such as alliteration, are well-known.🔽And among them, the causes of beauty in meaning, such as simile, are well-known.
['SA_GK16_andhvy_u-14']	varṇasaṅghaṭanādharmāś ca ye mādhuryādayas te 'pi pratīyante /	varṇa saṅghaṭana dharmāḥ ca ye mādhurya ādayaḥ te pi pratīyante 	And the qualities of the arrangement of letters, such as sweetness, are also perceived.
['SA_GK16_andhvy_u-15']	tadanatiriktavṛttayo vṛttayo 'pi yāḥ kaiścid upanāgarikādyāḥ prakāśitāḥ /	tad anatirikta vṛttayaḥ vṛttayaḥ yāḥ kaiścid upanāgarika ādyāḥ prakāśitāḥ 	And the figures of speech, such as upanāgarikā, which some have proclaimed, and which are not found in the well-known sources,
['SA_GK16_andhvy_u-16']	tā api gatāḥ śravaṇagocaram /	tāḥ api gatāḥ śravaṇa gocaram 	have also come within the range of hearing.
['SA_GK16_andhvy_u-17']	rītayaś ca vaidarbhīprabhṛtayaḥ /	rītayaḥ ca vaidarbhī prabhṛtayaḥ 	And the styles, such as the Vaidarbhi style,
['SA_GK16_andhvy_u-18']	tadvyatiriktaḥ ko 'yam dhvanir nāmeti /	tad vyatiriktaḥ kaḥ yam dhvaniḥ nāma iti 	What is this so-called dhvani, which is different from those?
['SA_GK16_andhvy_u-19']	anye brūyuḥnāsty eva dhvaniḥ /	anye brūyuḥ na asti eva dhvaniḥ 	Others may say: Dhvani does not exist at all.
['SA_GK16_andhvy_u-20']	prasiddhaprasthānavyatirekiṇaḥ kāvyaprakārasya kāvyatvahāneḥ sahṛdayahṛdayāhlādiśabdārthamayatvam eva kāvyalakṣaṇam /	prasiddha prasthāna vyatirekiṇaḥ kāvya prakārasya kāvya tva hāneḥ sahṛdaya hṛdaya āhlādi śabdārtha maya tvam eva kāvya lakṣaṇam 	The definition of poetry is simply that it consists of words and meanings that delight the hearts of sensitive readers.
['SA_GK16_andhvy_u-21']	na coktaprasthānātirekiṇo mārgasya tat sambhavati /	na ca ukta prasthāna atirekiṇaḥ mārgasya tat sambhavati 	And that is not possible for a path that goes beyond the well-known sources.
['SA_GK16_andhvy_u-22', 'SA_GK16_andhvy_u-23']	na ca tatsamatāntaḥpātinaḥ sahṛdayān kāṃścit parikalpya tatprasiddhyā dhvanau kāvyavyapadeśaḥ pravartito 'pi sakalavidvanmanogrāhitām 🔽avalambate /	na ca tad samatā antaḥpātinaḥ sahṛdayān kāṃścid parikalpya tad prasiddhyā dhvanau kāvya vyapadeśaḥ sakala vidvas manogrāhitām 🔽avalambate 	And even if the designation of dhvani as poetry were to be established by its being well-known to some sensitive readers who are included within that [definition], it does not gain the approval of the minds of all learned people.
['SA_GK16_andhvy_u-24']	punar apare tasyābhāvam anyathā kathayeyuḥna sambhavaty eva dhvanir nāmāpūrvaḥ kaścit /	punar apare tasya abhāvam anyathā kathayeyuḥ na sambhavati eva dhvaniḥ nāma apūrvaḥ kaścid 	No such thing as dhvani can ever exist.
['SA_GK16_andhvy_u-25']	kāmanīyakam anativartamānasya tasyokteṣv eva cārutvahetuṣv antarbhāvāt /	kāmanīyakam an ativartamānasya tasya ukteṣu eva cāru tva hetuṣu antarbhāvāt 	Because it is not different from the figures of speech that have been described, and is included among them.
['SA_GK16_andhvy_u-26', 'SA_GK16_andhvy_u-27']	teṣām anyatamasyaiva vā apūrvasamākhyāmātrakaraṇe yat kiṃcana kathanaṃ syāt /🔽kiṃ ca vāgvikalpānām ānantyāt sambhavaty api vā kasmiṃścit kāvyalakṣaṇavidhāyibhiḥ	teṣām anyatamasya eva vā apūrva samākhyā mātra karaṇe yat kiṃcana kathanam syāt  kim ca vāc vikalpānām ānantyāt sambhavati api vā kasmiṃścid kāvya lakṣaṇa vidhāyibhiḥ 	Or, if some one were to coin a new name for one of them, he could say anything he liked.🔽Moreover, since the varieties of verbal expression are infinite, even if some one were to invent a new figure of speech,
['SA_GK16_andhvy_u-28']	prasiddhair apradarśite prakāraleśe dhvanir dhvanir iti yad etad alīkasahṛdayatvabhāvanāmukulitalocanair nṛtyate /	prasiddhaiḥ a pradarśite prakāra leśe dhvaniḥ dhvaniḥ iti yat etat alīka sahṛdaya tva bhāvanā mukulita locanaiḥ nṛtyate 	and were to dance about with eyes closed in the pretence of being a connoisseur, saying, “Dhvani, dhvani,”
['SA_GK16_andhvy_u-29']	tatra hetuṃ na vidmaḥ /	tatra hetum na vidmaḥ 	we do not know what the reason for it is.
['SA_GK16_andhvy_u-30']	sahasraśo hi mahātmabhir anyair alaṅkāraprakārāḥ prakāśitāḥ prakāśyante ca /	sahasraśas hi mahātmabhiḥ anyaiḥ alaṅkāra prakārāḥ prakāśitāḥ prakāśyante ca 	For thousands of other great men have described and are describing varieties of figures of speech.
['SA_GK16_andhvy_u-31']	na ca teṣām eṣā daśā śrūyate /	na ca teṣām eṣā daśā śrūyate 	But we do not hear of their being in this state.
['SA_GK16_andhvy_u-32']	tasmāt pravādamātraṃ dhvaniḥ /	tasmāt pravāda mātram dhvaniḥ 	Therefore, dhvani is a mere rumour.
['SA_GK16_andhvy_u-33']	na tv asya kṣodakṣamam tattvam kiṃcid api prakāśayituṃ śakyam /	na tu asya kṣoda kṣamam tattvam kiṃcid api prakāśayitum śakyam 	And it is not possible to bring out its true nature, which can bear scrutiny.
['SA_GK16_andhvy_u-34']	tathā cānyena kṛta evātra ślokaḥ	tathā ca anyena kṛtaḥ eva atra ślokaḥ 	And in this connection a verse has been composed by another:
['SA_GK16_andhvy_u-35']	yasminn asti na vastu kiṃcana manaḥprahlādi sālaṃkṛti	yasmin asti na vastu kiṃcana manaḥ prahlādi sa alaṃkṛti 	In which there is nothing at all that delights the mind, no ornamentation,
['SA_GK16_andhvy_u-36']	vyutpannai racitaṃ ca naiva vacanair vakroktiśūnyaṃ ca yat /	vyutpannaiḥ racitam ca nā eva vacanaiḥ vakrokti śūnyam ca yat 	And which is not composed by the learned, devoid of ornate expressions,
['SA_GK16_andhvy_u-37']	kāvyaṃ taddhvaninā samanvitam iti prītyā praśaṃsañ jaḍo	kāvyam tad dhvaninā samanvitam iti prītyā praśaṃsam jaḍo 	The dullard, praising with affection that poetry which is endowed with dhvani,
['SA_GK16_andhvy_u-38']	no vidmo 'bhidadhāti kiṃ sumatinā pṛṣṭaḥ svarūpaṃ dhvaneḥ //	no vidmaḥ bhidadhāti kim sumatinā pṛṣṭaḥ svarūpam dhvaneḥ 	We do not know what the good-natured one says when asked about the nature of dhvani.
['SA_GK16_andhvy_u-39']	bhāktam āhus tam anye /	bhāktam āhuḥ tam anye 	Others call it figurative.
['SA_GK16_andhvy_u-40']	anye taṃ dhvanisaṃjñitam kāvyātmānaṃ guṇavṛttir ity āhuḥ /	anye tam dhvani saṃjñitam kāvya ātmānam guṇa vṛttiḥ iti āhuḥ 	Others call that which is called dhvani the soul of poetry the function of a quality.
['SA_GK16_andhvy_u-41']	yady api ca dhvaniśabdasaṃkīrtanena kāvyalakṣaṇavidhāyibhir guṇavṛttir anyo vā na kaścit prakāraḥ prakāśitaḥ /	yadi api ca dhvani śabda saṃkīrtanena kāvya lakṣaṇa vidhāyibhiḥ guṇa vṛttiḥ anyaḥ vā na kaścid prakāraḥ prakāśitaḥ 	Even though those who compose the definition of poetry by mentioning the word dhvani do not reveal any other mode such as the function of a quality,
