segmentnr	original	analyzed	translated
['SA_GK20_bhasdutu-0']	Stage director	stage directoḥ 	Stage Director
['SA_GK20_bhasdutu-1']	Chamberlain /	chamberlain 	Chamberlain.
['SA_GK20_bhasdutu-2']	Badarayana / a servant of Duryodhana	badarayana a servant of duryodhana 	Bādarāyaṇa, a servant of Duryodhana
['SA_GK20_bhasdutu-3']	Duryodhana / eldest son of Dhrtarastra	duryodhana eldest son of dhrtarastra 	Duryodhana, eldest son of Dhṛtarāṣṭra
['SA_GK20_bhasdutu-4']	Vasudeva / Krsna /	vasudeva krsna 	Vasudeva, Kṛṣṇa,
['SA_GK20_bhasdutu-5']	incarnation of Visnu	incarnation of visnu 	an incarnation of Viṣṇu
['SA_GK20_bhasdutu-6']	Sudarsana / Vasudeva's discus	sudarsana vasudevas discus 	Sudarśana, Vasudeva's discus
['SA_GK20_bhasdutu-7']	Dhrtarastra /	dhrtara stra 	Dhṛtarāṣṭra,
['SA_GK20_bhasdutu-8']	king of Hastinapura	king of hastinapura 	king of Hastināpura
['SA_GK20_bhasdutu-9']	dūtavākyam/	dūta vākyam 	The Messenger's Speech
['SA_GK20_bhasdutu-10']	nāndyante tataḥ praviśati sūtradhāraḥ/	nāndī ante tatas praviśati sūtradhāraḥ 	After the prelude, the stage manager enters.
['SA_GK20_bhasdutu-11']	sūtradhāraḥ	sūtradhāraḥ 	The Stage Manager
['SA_GK20_bhasdutu-12']	pādaḥ pāyādupendrasya sarvalokotsavaḥ sa vaḥ/	pādaḥ pāyāt upendrasya sarva loka utsavaḥ sa vaḥ 	May the foot of Upendra, the festival of all worlds, protect you all,
['SA_GK20_bhasdutu-13']	vyāviddho namuciryena tanutāmranakhena khe// //	vyāviddhaḥ namuciḥ yena tanu tāmra nakhena khe 	Which foot, with nails as red as flesh, struck down Namuci in the sky.
['SA_GK20_bhasdutu-14', 'SA_GK20_bhasdutu-15']	evamāryamiśrān vijñāpayāmi/🔽aye kiṃ nu khalu mayi vijñāpanavyagre śabda iva	evam ārya miśrān vijñāpayāmi  aye kim nu khalu mayi vijñāpana vyagre śabdaḥ iva 	Thus I announce to the noble audience.
['SA_GK20_bhasdutu-16']	śrūyate/ aṅga	śrūyate aṅga 	Oh, what indeed is this sound that is heard while I am engrossed in the announcement? Oh,
['SA_GK20_bhasdutu-17']	paśyāmi/	paśyāmi 	I see.
['SA_GK20_bhasdutu-18']	nepathye/	nepathye 	Offstage.
