segmentnr	original	analyzed	translated
['MBkalikalpalataHK-0']	Muktabodha Etext in UTF	muktabodha etext in utf	Muktabodha Text in UTF-8
['MBkalikalpalataHK-1']	MUKTABODHA INDOLOGICAL RESEARCH INSTITUTEwww /muktabodha /org Muktabodha Indological Research Institute All Rights Reserved /Etexts may be viewed only online or downloaded for private study /Etexts may not / under any circumstances / be copied / republished /reproduced / distributed or sold / either in original or altered form / withoutthe express permission of Muktabodha Indological Research Institute in writing /Dataentered by the staff of Muktabodha under the direction of Mark S / G / Dyczkowski /Catalog number /	muktabodha indological research muktabodha indological research institute all rights reserved texts may be viewed only online or downloaded for private studye texts may not under any circumstances be copied republished reproduced distributed or sold either in original or altered form withoutthe express permission of muktabodha indological research institute in writing data entered by the staff of muktabodha under the direction of mark s g dyczkowskicatalog number  /	Muktabodha Indological Research Institute www.muktabodha.org Muktabodha Indological Research Institute. All Rights Reserved. Texts may be viewed online or downloaded for private study. Texts may not be distributed or sold in any form, including by electronic means, without the express written permission of Muktabodha Indological Research Institute. Text entered by the staff of Muktabodha under the direction of Mark S. G. Dyczkowski. Catalogue Number:
['MBkalikalpalataHK-2']	Uniform title / kālīkalpalatā	uniform title kālīkalpalatā 	Uniform Title: Kālikākalpalatā
['MBkalikalpalataHK-3']	Secondary title / dakṣiṇakālīkalpalatā	secondary title dakṣiṇakālīkalpalatā 	Secondary Title: Dakṣiṇakālikākalpalatā
['MBkalikalpalataHK-4']	Author /vimarśānandanātha	authoḥ vimarśa ānanda nātha 	Author: Vimarsānandanātha
['MBkalikalpalataHK-5']	Manuscript / NGMCP reel number / B /	manuscript nm number b 	Manuscript: NGMC reel no. B.
['MBkalikalpalataHK-6']	Description / Kālīkalpalatā / also called Dakṣiṇakālīkalpalatā by Vimarśānandanātha is concerned with the ritual procedures for the worship of the goddess Dakṣiṇakālī and her consort Mahākāla / This form of Kālī is especially popular in Bengal / First presented by āgamakṛṣṇavāgīśa in his Bṛhattantrasāra written in the sixteenth century in Bengal / the Kālīkalpalatā postdates it / The ritual procedure is described in sufficient detail to be able to perfom the ritual / It is divided into two sections kusuma literally flowers The first deals with the preliminary purifications / bathing and offering of libations / The second describes the puujaa itself /	description kālīkalpalatā also called dakṣiṇakālīkalpalatā by vimarśānandanātha is concerned with the ritual procedures for the worship of the goddess dakṣiṇakālī and her consort mahākāla this form of kālī is especially popular in bengal first presented by āgamakṛṣṇavāgīśa in his bṛhattantrasāra written in the sixteenth century in bengal the kālīkalpalatā postdates it the ritual procedure is described in sufficient detail to be able to perfom the ritual it is divided 	The Kalikalpaltā. Also called Dakṣiṇakālikākalpalatā by Vimarsānandanātha is concerned with the ritual procedures for the worship of the goddess Dakṣiṇakālī and her consort Mahākāla. This form of Kālī is especially popular in Bengal. First presented by Āgamākṛṣṇavāgīśa in his Bṛhattantrasāra written in the sixteenth century in Bengal. The Kalikalpaltā postdates it. The ritual procedure is described in sufficient detail to be able to perform the ritual. It is divided into two sections, kusuma literally flowers the first deals with the preliminary purifications, bathing, and offering of libations. The second describes the pūjā itself.
['MBkalikalpalataHK-7']	Notes / Revision / December /	notes revision december 	Notes. Revision. December.
['MBkalikalpalataHK-8', 'MBkalikalpalataHK-9']	Publication country / India🔽	publication country india  a 	Publication Country: India
['MBkalikalpalataHK-10']	śrīgaṇeśāya namaḥ // śrīgurubhyo namaḥ //	śrī gaṇeśāya namaḥ śrī gurubhyaḥ namaḥ 	Salutations to Shri Ganesha. Salutations to the revered Gurus.
['MBkalikalpalataHK-11']	praṇamya dakṣiṇāṃ kālī sṛṣṭisthitilayātmikāṃḥ /	praṇamya dakṣiṇām kālī sṛṣṭi sthiti laya ātmikān 	Having bowed to Dakshina Kali, who is the embodiment of creation, sustenance and dissolution,
['MBkalikalpalataHK-12']	vakṣye tasyāḥ saparyā vai pradāyānusārataḥ // //	vakṣye tasyāḥ saparyāḥ vai pradāya anusārataḥ 	I shall describe her worship in accordance with the teachings of the lineage.
['MBkalikalpalataHK-13']	brahmye murūnutte / cotthāya vahva padmāsanaḥ kulavṛkṣaṃ	brahmye murūn utte ca utthāya padmāsanaḥ kulavṛkṣam 	In the east, having risen and seated in the lotus posture, one should bow to the Kula tree,
