segmentnr	original	analyzed	translated
['SA_K01_n2900u-0']	Maṃjuśrīpārājikā	maṃjuśrī pārājikā 	The Parajika of Manjushri
['SA_K01_n2900u-1']	oṃ namo ratnatrayāya	om namaḥ ratnatrayāya 	Om, homage to the Three Jewels
['SA_K01_n2900u-2']	buddhaṃ dharmaṃ ca saṃghaṃ ca triratnāgramanuttaram /	buddham dharmam ca saṃgham ca tri ratna agram anuttaram 	The Buddha, Dharma, and Sangha, the unsurpassed supreme Three Jewels,
['SA_K01_n2900u-3']	praṇamya sahasovāca maṃjuśrīḥ karuṇākaraḥ // //	praṇamya sahasā uvāca maṃjuśrīḥ karuṇākaraḥ 	Having bowed down, Manjushri, the compassionate one, suddenly spoke:
['SA_K01_n2900u-4']	saṃsārābdhimahāghore nimagnāḥ sarvajantavaḥ /	saṃsāra abdhi mahā ghore nimagnāḥ sarva jantavaḥ 	All beings are submerged in the terrifying great ocean of samsara.
['SA_K01_n2900u-5']	tārayiṣyanti māṃ nātha deśayasva kathaṃ mune // //	tārayiṣyanti mām nātha deśayasva katham mune 	O Protector, they will save me. O Sage, please teach how.
['SA_K01_n2900u-6']	ājīvādaṃ kulaṃ yāvat paryanta bodhimaṇḍapaṃ /	ājīva ādam kulam yāvat bodhimaṇḍapam 	From birth until the end, in the Bodhimanda,
['SA_K01_n2900u-7']	tanayamādiśucirjātiḥ kathaṃ pārājikā bhavet // //	tanaya mādi śuciḥ jātiḥ katham pārājikā bhavet 	How can a son born of pure seed become a Parajika?
['SA_K01_n2900u-8']	bhagavānāhahna	bhagavān āha hna 	The Blessed One said:
['SA_K01_n2900u-9']	sāṃprataṃ śruṇu /	sāṃpratam śruṇu 	Now listen.
['SA_K01_n2900u-10']	maṃjuśri /	maṃjuśri 	Manjushri,
['SA_K01_n2900u-11']	satvārthaikamahārataḥ /	satva artha eka mahā rataḥ 	Devoted solely to the welfare of beings,
['SA_K01_n2900u-12']	brahmakṣatriya vaiśyaśūdrāścaiva hi varṇajāḥ // //	brahma kṣatriya vaiśya śūdrāḥ ca eva hi varṇa jāḥ 	The Brahmins, Kshatriyas, Vaishyas, and Shudras are born from the castes,
['SA_K01_n2900u-13']	saṃskāraśca trayāṇāṃ ca śūdrāssaṃskārahīnajāḥ /	saṃskāraḥ ca trayāṇām ca śūdrāḥ saṃskāra hīna jāḥ 	And the three have purification, while the Shudras are born without purification.
['SA_K01_n2900u-14']	mānāpuṣpāvatī sādhvī caturthe'hani saṃśritā // //	mānāpuṣpāvatī sādhvī caturthehani saṃśritā 	The virtuous one with the flower of pride, on the fourth day, is devoted.
['SA_K01_n2900u-15']	dampatyoścānurāgaḥ syāt bījasyāṅkurakāraṇam /	dampatyoḥ ca anurāgaḥ syāt bījasya aṅkura kāraṇam 	The love between husband and wife is the cause of the seed's sprout.
['SA_K01_n2900u-16']	yadā ṛtu na dātāraṃ na tāvāhaṃ phalaṃ labhet // //	yadā na dātāram na phalam labhet 	When the season does not give, I do not obtain the fruit then.
['SA_K01_n2900u-17']	vrataniyamopavāsena māsaikena śucirbhavet /	vrata niyama upavāsena māsa ekena śuciḥ bhavet 	By fasting with vows and restraints, one becomes pure in one month.
['SA_K01_n2900u-18']	garbhādhānaṃ yadā sādhvī kartavyā ca kriyāvidhiḥ // //	garbhādhānam yadā sādhvī kartavyā ca kriyā vidhiḥ 	When the conception has taken place, the rite should be performed.
['SA_K01_n2900u-19']	catuḥṣaṣṭayāṣṭake māsi sīmanto praṇayādikam /	catuḥṣaṣṭayā aṣṭake māsi praṇaya ādikam 	In the sixty-fourth or eighth month, the Simanta and other rites should be performed.
['SA_K01_n2900u-20']	prathamaṃ saṃskṛte garbhastrayāṇāmapi yoṣitām // //	prathamam saṃskṛte garbhaḥ trayāṇām api yoṣitām 	The embryo of all three types of women should be consecrated first.
['SA_K01_n2900u-21']	tasyā garbhaṃ prasūya ete sarvaiśca saṃskṛto bhavet /	tasyāḥ garbham prasūya ete sarvaiḥ ca saṃskṛtaḥ bhavet 	Her embryo should be delivered and consecrated by all.
['SA_K01_n2900u-22']	navā nāśatya yājjātaiḥ jātakarmādi kārayet // //	jātakarma ādi kārayet 	One should perform the Jatakarma and other rites for the child born after nine months.
['SA_K01_n2900u-23']	madhuprāśādikaṃ kāryaṃ yathoktaṃ ca kriyāvidhaiḥ /	madhuprāśā ādikam kāryam yathoktam ca kriyā vidhaiḥ 	The Madhuparka and other rites should be performed as prescribed.
['SA_K01_n2900u-24']	tṛptyarthaṃ pitṛdevānāṃ vidhipūjāṃ tu kārayet //	tṛpti artham pitṛ devānām vidhi pūjām tu kārayet 	For the satisfaction of the ancestors and gods, one should perform the worship according to the rules.
['SA_K01_n2900u-25']	bodhicittaṃ puraskṛtya samādhitrayabhāvanā // //	bodhi cittam puraskṛtya samādhi traya bhāvanā 	Keeping the Bodhicitta in front, one should meditate on the three samadhis.
['SA_K01_n2900u-26', 'SA_K01_n2900u-27']	kleśārcanaṃ tato gāvaṃ pūjayedvidhipūrvakam / 🔽kolaphalākṣataṃ dhānyaṃ yavasarṣapaśitaṃlilam /	kleśa arcanam tatas gāvam pūjayet vidhi pūrvakam  kola phala akṣatam dhānyam yava sarṣapa śitaṃlilam 	Then, one should worship the Gava with offerings, following the rules.
['SA_K01_n2900u-28']	dadhikṣīrājyatoyaṃ ca ardhyadravyaṃ prakīrtitam // //	dadhi kṣīra ājya toyam ca ardhya dravyam prakīrtitam 	The Kolattha fruit, unbroken grains, barley, mustard, grass, curd, milk, ghee, and water are declared to be the materials for Arghya.
['SA_K01_n2900u-29']	navāṅgavacanaṃ śrutvā navāṃgadadhi praśaṃsyate /	navāṅga vacanam śrutvā navāṃga dadhi praśaṃsyate 	Having heard the recitation of the nine limbs, the curd with nine limbs is praised.
['SA_K01_n2900u-30']	navāṃgavajavinyāsasarakṣajātamānavam // //	nava aṃga vaja vinyāsa sarakṣa jāta mānavam 	The arrangement of the nine limbs, the protection, and the birth of the man.
['SA_K01_n2900u-31']	chedayantu tato nābhiṃ śūnyatābhāvapūrvakam /	chedayantu tatas nābhim śūnyatā bhāva pūrvakam 	Then, one should cut the navel, preceded by the meditation on emptiness.
['SA_K01_n2900u-32']	tathāgato yatsvabhāvastatsvabhāvamidaṃ jagat // //	tathāgataḥ yad svabhāvaḥ tad svabhāvam idam jagat 	The nature of the Tathagata is the nature of this world.
['SA_K01_n2900u-33']	tathāgato niḥsvabhāvaḥ niḥsvabhāvamidaṃ jagat /	tathāgataḥ niḥsvabhāvaḥ niḥsvabhāvam idam jagat 	The Tathagata is essenceless, this world is essenceless.
['SA_K01_n2900u-34']	medhāvī dhāraṇī caiva smṛtivān jātathaivacaḥ // //	medhāvī dhāraṇī ca eva smṛtivān 	The wise one, the one with retention, the one with mindfulness, and the one with the speech of truth,
['SA_K01_n2900u-35']	paṭhastaṃt prāśayedājyaṃ svastivācakapūrvam /	prāśayet ājyam svasti vācaka pūrvam 	should recite that and offer ghee, preceded by the recitation of benedictions.
['SA_K01_n2900u-36', 'SA_K01_n2900u-37']	tathaiva snātadānaṃ ca maṃgalotsāhaṃ vartayet /🔽nāḍīccheda kṛte sūtakastattadā // //	tathā eva snāta dānam ca maṃgala utsāham vartayet  nāḍī cheda kṛte sūtakaḥ tat tadā 	In the same way, one should perform the bathing and giving, and the auspicious celebration.🔽When the umbilical cord is cut, there is pollution then.
['SA_K01_n2900u-38']	sutakānte prakurvati pūjāsatkarma kārayet /	sutaka ante prakurvati pūjā sat karma kārayet 	When the pollution is over, one should perform the worship and good deeds.
['SA_K01_n2900u-39']	abhiṣekaṃ tato datvā āśirvādādikaṃ punaḥ // //	abhiṣekam tatas da tvā āśis vāda ādikam punar 	Then, having given the consecration, again the benedictions and so on.
['SA_K01_n2900u-40']	iti jātakarmanāḍīchedanavidhiḥ //	iti jātakarma nāḍī chedana vidhiḥ 	Thus is the rite of the birth ceremony and umbilical cord cutting.
['SA_K01_n2900u-41']	tathaiva pūjayetsarvasamādhitrayabhāvanām /	tathā eva pūjayet sarva samādhi traya bhāvanām 	In the same way, one should worship the meditation on all three samadhis.
['SA_K01_n2900u-42']	śālidhānyapañcaṣaṭprasthaṃ ṣaṣṭhīdīpaṃ prajvālayet // //	śāli dhānya pañca ṣaṣ prastham ṣaṣṭhī dīpam prajvālayet 	One should light the sixth-day lamp with five or six prasthas of rice and grain.
['SA_K01_n2900u-43']	tathaiva kārayetpūjāṃ jāgaraṇena viniṣkramaḥ /	tathā eva kārayet pūjām jāgaraṇena viniṣkramaḥ 	In the same way, one should perform the worship with keeping awake, and the going out.
['SA_K01_n2900u-44']	grahamātṛsamabhyarcya yathoktaṃ grahasādhane // //	graha mātṛ samabhyarcya yathoktam graha sādhane 	Having worshipped the planets and mothers as stated in the planet worship,
['SA_K01_n2900u-45']	daśame dvādaśe cābdau dvāviṃśatīti vā punaḥ /	daśame dvādaśe ca abdau dvāviṃśati iti vā punar 	in the tenth or twelfth year, or again in the twenty-second year,
['SA_K01_n2900u-46']	nāmakarma prakartavyaṃ varṇānāṃ ca viśeṣataḥ // //	nāmakarma prakartavyam varṇānām ca viśeṣataḥ 	the naming ceremony should be performed, especially for the castes.
['SA_K01_n2900u-47']	mohanatvānmuniviprasya lakṣaṇāt bhadrakṣatriyaḥ /	mohana tvāt muni viprasya lakṣaṇāt bhadra kṣatriyaḥ 	Due to the characteristic of confusing a sage or Brahmin, a good Kshatriya.
['SA_K01_n2900u-48']	yoṣāṃ gṛhapatirvaiśya kṛṣikaśūdrapeṣaṇāt // //	yoṣām gṛhapatiḥ vaiśya kṛṣika śūdra peṣaṇāt 	A householder is a Vaishya due to agriculture, trade, and service.
['SA_K01_n2900u-49']	athavā //	athavā 	Or else,
['SA_K01_n2900u-50']	brāhmaṇasya bhavet śarma varmoktaṃ kṣatriyasya ca /	brāhmaṇasya bhavet śarma varma uktam kṣatriyasya ca 	For a Brahmin, it is said to be Sharm, for a Kshatriya, it is said to be Varman,
['SA_K01_n2900u-51']	vaiśyasya gulamityuktaṃ strīṇāṃ cānukramāt budhaiḥ // // 	vaiśyasya gulam iti uktam strīṇām ca anukramāt budhaiḥ 	For a Vaishya, it is said to be Gulmika, and for women, in order, by the wise.
['SA_K01_n2900u-52']	dīrghākṣaraṃ tu nārīṇāṃ maṅgalārthaṃ samanvitam /	dīrgha akṣaram tu nārīṇām maṅgala artham samanvitam 	For women, it is accompanied by long syllables for auspicious purposes.
['SA_K01_n2900u-53']	māsatraye caturthe vā cālakādarśayedravim // //	māsa traye caturthe vā ca alakā darśayet ravim 	In the third or fourth month, one should show the sun to the child.
['SA_K01_n2900u-54']	annaprāśanamaṣṭe vā māse saṃvatsare'tha vā /	annaprāśanam aṣṭe vā māse vā 	The first feeding of rice is done in the eighth month, or in the first year.
['SA_K01_n2900u-55']	tāraṇīṃ ca puraskṛtya śāstrādiśilpikarmakam // //	tāraṇīm ca puraskṛtya śāstra ādi śilpi karmakam 	Placing the Tara mantra at the forefront, one should perform the rites of the scriptures and crafts.
['SA_K01_n2900u-56']	yaḥ spṛśet prathamaṃ tatprathamaṃ bāla / / / / / / karma jīvati //	yaḥ spṛśet prathamam tat prathamam bāla karma jīvati 	One who first touches that, the first rite of the child, lives.
['SA_K01_n2900u-57']	cūḍākarmakarṇabhedaṃ yathāsaṃkhyaṃ ca kārayet // //	cūḍākarma karṇabhedam yathāsaṃkhyam ca kārayet 	One should perform the rites of the tonsure ceremony and ear piercing in order.
['SA_K01_n2900u-58']	brāhmaṇakṣatriyavaiśyaśūdrāṇāṃ ca tathaiva ca /	brāhmaṇa kṣatriya vaiśya śūdrāṇām ca tathā eva ca 	And likewise for Brahmins, Kshatriyas, Vaishyas, and Shudras.
['SA_K01_n2900u-59']	garbhātsaptamavarṣe vā yāvadvādaśavatsare // //	garbhāt saptama varṣe vā yāvat dvādaśa vatsare 	From the seventh year after conception, up to the twelfth year,
