segmentnr	original	analyzed	translated
['SA_GR13_karatopu-0']	atha karatoyāmāhātmyam //	atha karatoyāmāhātmyam 	Now, the greatness of Karatoya.
['SA_GR13_karatopu-1']	śrīpārvaty uvāca /	śrī pārvatī uvāca 	Shri Parvati said:
['SA_GR13_karatopu-2']	aparaṃ kathyatāṃ deva nadīnāṃ ca viśeṣataḥ /	aparam kathyatām deva nadīnām ca viśeṣataḥ 	Please tell me further, O Lord, especially about the rivers,
['SA_GR13_karatopu-3']	pauṇḍrakṣetrasya māhātmyaṃ na śrutaṃ vistarāt prabho // //	pauṇḍra kṣetrasya māhātmyam na śrutam vistarāt prabho 	The greatness of the Pundravardhana region has not been heard in detail, O Lord.
['SA_GR13_karatopu-4']	kadotpattiḥ kathaṃ tasyāḥ kasmāc caiva viśeṣaṭaḥ /	kadā utpattiḥ katham tasyāḥ kasmāt ca eva 	When did it originate? How did it come to be? And why is it special?
['SA_GR13_karatopu-5']	śrotum icchāmi bhūteśa yadi syān mayy anugrahaḥ // //	śrotum icchāmi bhūteśa yadi syāt mayi anugrahaḥ 	I wish to hear, O Lord of beings, if you have any grace for me.
['SA_GR13_karatopu-6']	kena prākāśitā sā ca nadī karajalā bhuvi /	kena prākāśitā sā ca nadī karajalā bhuvi 	By whom was that river Karatoya, whose water is like the hand, manifested on earth?
['SA_GR13_karatopu-7']	kathaṃ vā plāvitaṃ kṣetraṃ śubhaṃ pauṇḍram anuttamam // //	katham vā plāvitam kṣetram śubham pauṇḍram anuttamam 	Or how was the auspicious and excellent Pundravardhana region flooded?
['SA_GR13_karatopu-8']	īśvara uvāca /	īśvaraḥ uvāca 	The Lord said:
['SA_GR13_karatopu-9']	pāṇigrahaṇakāle te devi himavatā jalam /	pāṇigrahaṇa kāle te devi himavatā jalam 	O Goddess, at the time of your marriage, Himavat gave you water,
['SA_GR13_karatopu-10']	saṃpradattaṃ matkarāc ca nirgataṃ karajā bhuvi // //	saṃpradattam mad karāt ca nirgatam karajāḥ bhuvi 	Which came out of my hand and became Karatoya on earth.
['SA_GR13_karatopu-11']	puraiva kathitaṃ sarvaṃ pauṇḍrasya ca sureśvari /	purā eva kathitam sarvam pauṇḍrasya ca sureśvari 	Everything about Pundravardhana has already been told, O Goddess of the gods.
['SA_GR13_karatopu-12']	tatraiva kathitaṃ tubhyaṃ karatoyāphalaṃ yathā // //	tatra eva kathitam tubhyam kara toyā phalam yathā 	There itself, the fruits of Karatoya have been told to you.
['SA_GR13_karatopu-13']	adhunāpi yathā tāsāṃ nadīnāṃ ca viśeṣataḥ /	adhunā api yathā tāsām nadīnām ca viśeṣataḥ 	Now also, especially about those rivers,
['SA_GR13_karatopu-14']	kalipāpaharā puṇyā bhārgavena prakāśitā // //	kali pāpa harā puṇyā bhārgavena prakāśitā 	The auspicious Karatoya, which removes the sins of Kali, was manifested by Parashara.🔽My son Guha also always resides there.
['SA_GR13_karatopu-15']	matputro 'pi guhas tatra tiṣṭhaty eva hi sarvadā /	mad putraḥ guhaḥ tatra tiṣṭhati eva hi sarvadā 	Here is the realigned and corrected version:
['SA_GR13_karatopu-16']	yatrāste bhagavān viṣṇur garuḍāsana īśvaraḥ // //	yatra āste bhagavān viṣṇuḥ garuḍāsane īśvaraḥ 	Where Lord Vishnu, the lord seated on Garuda, resides.
['SA_GR13_karatopu-17']	sarvadā sarvabhāvena pauṇḍre nārāyaṇo hariḥ /	sarvadā sarva bhāvena pauṇḍre nārāyaṇaḥ hariḥ 	Hari Narayana in Pundra always and with all being.
['SA_GR13_karatopu-18']	puṣkaraṃ na tyajet brahmā nāhaṃ vārāṇasīṃ tyaje // //	puṣkaram na tyajet brahmā na aham vārāṇasīm tyaje 	Brahma would not leave Pushkara, I would not leave Varanasi.
['SA_GR13_karatopu-19']	śrīpauṇḍravardhanaṃ kṣetraṃ naiva muñcati keśavaḥ /	śrī pauṇḍravardhanam kṣetram na eva muñcati keśavaḥ 	Lord Keshava never leaves the holy place of Pundravardhana.
['SA_GR13_karatopu-20']	dharitryā nābhikamalaṃ pūtaṃ karajalair mama // //	dharitryāḥ nābhi kamalam pūtam kara jalaiḥ mama 	The lotus navel of the earth is purified by my water.
['SA_GR13_karatopu-21']	sūta uvāca /	sūtaḥ uvāca 	Suta said:
['SA_GR13_karatopu-22']	śṛṇudhvaṃ munayaḥ sarve yad uktaṃ bhārgavena vai /	śṛṇudhvam munayaḥ sarve yat uktam bhārgavena vai 	Listen, all sages, to what was said by Bhargava.
['SA_GR13_karatopu-23']	śrutvā śaṅkarato vākyaṃ saṃvādam ubhayor api // //	śrutvā śaṅkarataḥ vākyam saṃvādam ubhayoḥ api 	Having heard the words from Shankara, the dialogue between the two,
['SA_GR13_karatopu-24']	putravātsalyabhāvena bhārgavāya prakāśitam /	putra vātsalya bhāvena bhārgavāya prakāśitam 	Revealed to Bhargava out of affection for his son.
['SA_GR13_karatopu-25']	sa eva bhārgavaḥ śrīmān ṛṣibhyo 'py aprakāśayat // //	saḥ eva bhārgavaḥ śrīmān ṛṣibhyaḥ pi aprakāśayat 	That prosperous Bhargava himself did not reveal it even to the sages.
['SA_GR13_karatopu-26']	namas tasmai munīndrāya dānavendraniṣūdane /	namaḥ tasmai muni indrāya dānava indra niṣūdane 	Salutations to that lord of sages, the destroyer of the lord of demons.
