segmentnr	original	analyzed	translated
['MBsaktisa-0']	Muktabodha Etext in UTF	muktabodha etext in utf	Muktabodha Text in UTF-8
['MBsaktisa-1']	MUKTABODHA INDOLOGICAL RESEARCH INSTITUTEwww /muktabodha /org Muktabodha Indological Research Institute All Rights Reserved /Etexts may be viewed only online or downloaded for private study /Etexts may not / under any circumstances / be copied / republished /reproduced / distributed or sold / either in original or altered form / withoutthe express permission of Muktabodha Indological Research Institute in writing /Dataentered by the staff of Muktabodha under the direction of Mark S / G / Dyczkowski /Catalog number /	muktabodha indological research muktabodha indological research institute all rights reserved texts may be viewed only online or downloaded for private studye texts may not under any circumstances be copied republished reproduced distributed or sold either in original or altered form withoutthe express permission of muktabodha indological research institute in writing data entered by the staff of muktabodha under the direction of mark s g dyczkowskicatalog number  /	Muktabodha Indological Research Institute www.muktabodha.org Muktabodha Indological Research Institute. All Rights Reserved. Texts may be viewed online or downloaded for private study. Texts may not be distributed or sold in any form, including by electronic means, without the express written permission of Muktabodha Indological Research Institute. Text entered by the staff of Muktabodha under the direction of Mark S. G. Dyczkowski. Catalogue Number:
['MBsaktisa-2']	Uniform title / śaktisaṃgamatantra kālīkhanda	uniform title śaktisaṃgamatantra kālīkhanda 	Uniform Title: Śaktisangama-tantra, Kali-khanda
['MBsaktisa-3']	Editor /baṭṭācārya b	e t itoḥ baṭṭa ācārya b 	Editor: Bhattacarya B.
['MBsaktisa-4']	Description / Transcribed from śaktisaṃgamatantra critically edited by Benoytosh Bhattacharyya / In three Volumes Vol / I kālīkhanda Baroda Oriental Institute	description transcribed from śaktisaṃgamatantra critically edited by benoytosh bhattacharyya in three volume vol i 	Description. Transcribed from Śaktisaṅgama Tantra critically edited by Benoytosh Bhattacharyya. In three volumes Vol. I Kālīkhaṇḍa Baroda Oriental Institute
['MBsaktisa-5']	Notes / Transcribed by the staff of Muktabodha under the direction of Mark Dyczkowski /	notes transcribed by the staff of muktabodha under the direction of mark dyczkowski 	Notes. Transcribed by the staff of Muktabodha under the direction of Mark Dyczkowski.
['MBsaktisa-6']	Revision / Sept / /	revision 	Revision. Sept.
['MBsaktisa-7']	Publisher / Baroda Oriental Institute	publisher baroda oriental iostitute 	Publisher. Baroda Oriental Institute
['MBsaktisa-8']	Publication year /	publication year 	Publication year.
['MBsaktisa-9']	Publication city / Baroda	publication citi baroda 	Publication city. Baroda
['MBsaktisa-10']	Publication country / India	publication country india 	Publication country. India
['MBsaktisa-11']	śaktisaṅgamatantram /	śakti saṅgam atantram 	Śaktisaṅgama Tantra
['MBsaktisa-12']	prathamo bhāgaḥ /	prathamaḥ bhāgaḥ 	First Part
['MBsaktisa-13']	kālīkhaṇḍaḥ /	kālīkhaṇḍaḥ 	Kālīkhaṇḍa
['MBsaktisa-14']	śrīgurubhyo namaḥ /	śrī gurubhyaḥ namaḥ 	Salutations to the revered gurus.
['MBsaktisa-15']	śrīśaktisaṅgamatantram /	        	The Śrī Śaktisaṅgama Tantra
['MBsaktisa-16']	kālīkhaṇḍaḥ //	kālīkhaṇḍaḥ 	The Kālīkhaṇḍa
['MBsaktisa-17']	prathamaḥ paṭalaḥ /	prathamaḥ paṭalaḥ 	The first chapter
['MBsaktisa-18']	śrīdevyuvāca /	śrī devī uvāca 	The Goddess said:
['MBsaktisa-19']	anādirūpa bhūteśa śaśiśekhara śaṅkara /	anādi rūpa bhūteśa śaśiśekhara śaṅkara 	O Lord of beings, formless, moon-crested Śaṅkara,
['MBsaktisa-20']	devādhideva viśveśa viśvārādhya sureśvara // //	deva adhideva viśveśa viśva ārādhya sureśvara  	God of gods, lord of the universe, worshipped by the universe, lord of the gods,
['MBsaktisa-21']	nirañjana nirākāra nityānanda guṇākara /	            	Stainless, formless, an abode of the attribute of eternal bliss,
['MBsaktisa-22']	guṇātīta parasvāmin sarvātīta parātpara // //	guṇa atīta para svāmin sarva atīta parātpara 	Beyond attributes, supreme lord, beyond all, greater than the greatest.
['MBsaktisa-23']	tvatsambhūtaṃ jagat sarvaṃ sthāvaraṃ jaṅgamādikam /	tvad sambhūtam jagat sarvam sthāvaram jaṅgama ādikam 	The entire universe, consisting of all moving and unmoving beings, has originated from you.
['MBsaktisa-24']	śrutāni sarvatantrāṇi lakṣakoṭyarbudāni ca // //	śrutāni sarva tantrāṇi lakṣa koṭi arbudāni ca 	All the tantras, with their lakhs, crores, and arbudas, have been heard.
['MBsaktisa-25']	tantrārṇavādikaṃ deva rājarājeśvara prabho /	tantra arṇava ādikam deva rājarāja īśvara prabho 	O Lord, the king of kings, the lord, the one who has arisen from the tantras,
['MBsaktisa-26']	tantrarājaḥ śruto deva nānābhedāśca saṃśrutāḥ // //	tantra rājaḥ śrutaḥ deva nānā bhedāḥ ca saṃśrutāḥ 	The king of tantras has been heard, O Lord, and their various divisions have been heard.
['MBsaktisa-27']	rasāyanaṃ śrutaṃ deva siddhayo vividhāḥ śrutāḥ /	rasāyanam śrutam deva siddhayaḥ vividhāḥ śrutāḥ 	O Lord, the elixir has been heard, and various accomplishments have been heard.
['MBsaktisa-28']	śaktisaṅgamanāmānaṃ tantrarājottamottamam // //	śaktisaṅgama nāmānam tantrarāja uttamottamam 	The supreme of all supreme tantras, named the union of Shakti,
['MBsaktisa-29']	sūcitaṃ devadeveśa mantrasiddhyabhidhāgame /	sūcitam devadeveśa mantrasiddhi abhidhā āgame 	Has been indicated, O Lord of the lords of gods, in the scripture called Mantra Siddhi.
['MBsaktisa-30']	na mahyaṃ kathitaṃ deva saṃśayaṃ chedaya prabho // //	na mahyam kathitam deva saṃśayam chedaya prabho 	O Lord, it has not been told to me, please remove my doubt, O Lord.
['MBsaktisa-31', 'MBsaktisa-32']	p / catuḥkhaṇḍena saṃyuktaṃ sarvasārottamottamam /🔽tantraṃ kathaya deveśa sampradāyakramāgatam // //	catur khaṇḍena saṃyuktam sarva sāra uttama uttamam  tantram kathaya deveśa sampradāya krama āgatam 	The one endowed with the four parts, the most excellent of all essences,🔽Please tell the tantra, O Lord of gods, which has come through the lineage of teachers.
['MBsaktisa-33']	samagraṃ tantrarājendraṃ sāpekṣa rahitaṃ prabho /	samagram tantra rāja indram sa apekṣa rahitam prabho 	The complete king of tantras, free from dependence, O Lord,
['MBsaktisa-34']	sampradāyaprabhraṣṭānāṃ mārgasandarśakārakam // //	sampradāya prabhraṣṭānām mārga sandarśa kārakam 	Which shows the path to those who have deviated from the lineage of teachers,
['MBsaktisa-35']	kalau siddhipradaṃ tantraṃ kathayasva mama prabho /	kalau siddhi pradam tantram kathayasva mama prabho 	Please tell me the tantra that grants accomplishments in the Kali Yuga, O Lord.
['MBsaktisa-36']	śrīśiva uvāca /	        	Lord Shiva said:
['MBsaktisa-37']	tantrarājaḥ pūrvamuktaḥ khaṇḍāṣṭakasamujvalaḥ // //	tantrarājaḥ pūrvam uktaḥ khaṇḍa aṣṭaka samujvalaḥ 	The king of tantras, which shines with eight parts, was previously told,
['MBsaktisa-38']	pūrvārdhamuttarārddhaṃ ca sārddhadvayasamanvitaḥ /	pūrva ardham uttara arddham ca sārddha dvaya samanvitaḥ 	The first half and the second half are endowed with two and a half.
['MBsaktisa-39']	pūrvārddhaṃ kādisaṃjñaṃ tu dvitīyaṃ hādisaṃjñakam // //	pūrva arddham ka ādi saṃjñam tu dvitīyam ha ādi saṃjñakam 	The first half is known as Kādī, and the second is known as Hādī.
['MBsaktisa-40']	kādau tu vedakhaṇḍāni hādāvapi catuṣṭayam /	kādau tu veda khaṇḍāni ha ādau api catuṣṭayam 	In Kādī, there are the Vedakhāṇḍas, and in Hādī also there are four.
['MBsaktisa-41']	pratikhaṇḍe maheśāni trisahasraṃ ca ṣaṭśatam // //	pratikhaṇḍe maheśāni tri sahasram ca ṣaṭśatam 	In each Khaṇḍa, O Maheśānī, there are three thousand and six hundred.
['MBsaktisa-42']	pratyadhyāye śataślokāḥ ṣaṭtriṃsatpaṭalāni ca /	prati adhyāye śata ślokāḥ ṣaṭtriṃsat paṭalāni ca 	In each Adhyāya, there are one hundred verses and thirty-six chapters.
['MBsaktisa-43', 'MBsaktisa-44']	ityekaṃ khaṇḍamityuktamevaṃ khaṇḍāṣṭakaṃ viduḥ // //🔽divyaugha racito grantho gurudvāro bhaviṣyati /	iti ekam khaṇḍam iti uktam evam khaṇḍa aṣṭakam viduḥ  divya ogha racitaḥ granthaḥ guru dvāraḥ bhaviṣyati 	Thus, one Khaṇḍa is said to be like this. They know the eight Khaṇḍas to be like this.🔽The text composed by the Divine Current will be the door to the Guru.
['MBsaktisa-45']	śaktisaṅgamanāmākhyaṃ śrībṛhattantrarājakam // //	             	The glorious great Tantra King named Śaktisaṅgama.
['MBsaktisa-46']	vedakhaṇḍasamāyuktaṃ ṣaṣṭisāhasrikaṃ / śubham /	veda khaṇḍa samāyuktam ṣaṣṭi sāhasrikam śubham 	Endowed with the Vedakhāṇḍas, auspicious with sixty thousand (verses),
['MBsaktisa-47']	divyaugharacitaṃ tantraṃ sarvatantrottamottamam // //	divya ogha racitam tantram sarva tantra uttamottamam 	The Tantra composed by the Divine Current, the best of all Tantras.
['MBsaktisa-48']	anādikālyā racitaṃ tārārūpaṃ dvitīyakam /	           	The second one composed by Anādikalā in the form of Tārā,
['MBsaktisa-49']	tṛtīyaṃ sundarīrūpaṃ caturthī chinnamastakā // //	tṛtīyam sundarī rūpam caturthī chinna mastakā 	The third in the form of Sundarī, and the fourth is Chinnamastā.
['MBsaktisa-50']	yuge yuge candra saṃkhyaṃ kalau khaṇḍacatuṣṭayam /	yuge yuge candra saṃkhyam kalau khaṇḍa catuṣṭayam 	In each Yuga, there are as many as the number of lunar days, and in the Kali Yuga, there are four Khaṇḍas.
['MBsaktisa-51']	ṣaṭśatīvatsarānte tu dvisaptatyuttaraṃ śive // //	ṣaṭśatī vatsara ante tu dvisaptati uttaram śive 	O Śivā, at the end of six hundred years, there are seventy-two.
['MBsaktisa-52']	p / āvirbhavati deveśi divyaughadvārataḥ śive /	āvirbhavati deveśi divya ogha dvārāt śive 	O Goddess of gods, O Shiva, it manifests through the door of the divine current.
['MBsaktisa-53']	bauddhapāṣaṇḍanāśārthaṃ sampradāyārthameva ca // //	bauddha pāṣaṇḍa nāśa artham sampradāya artham eva ca 	For the sake of destroying the Buddhist heretics and for the sake of the tradition itself.
['MBsaktisa-54']	sampradāyasaṃkarāṇāṃ vināśārthamiheśvari /	sampradāya saṃkarāṇām vināśa artham iha īśvari 	For the sake of destroying the mixtures of traditions, O Goddess.
['MBsaktisa-55']	sampradāyasthāpanārthaṃ brāhmaṇyarakṣaṇāya ca // //	sampradāya sthāpana artham brāhmaṇya rakṣaṇāya ca 	For the sake of establishing the tradition and for the protection of Brahminhood.
['MBsaktisa-56']	mantraśāstrasya siddhyarthamāvirbhavati pārvati /	mantra śāstrasya siddhi artham āvirbhavati pārvati 	For the sake of the accomplishment of the mantra scriptures, it manifests, O Parvati.
['MBsaktisa-57']	tantreṣu kālikā tārā sadā tiṣṭhati pārvati // //	tantreṣu kālikā tārā sadā tiṣṭhati pārvati 	In the Tantras, Kali and Tara always remain, O Parvati.
['MBsaktisa-58']	athoddaṇḍaṃ vidhāyetthaṃ śrīmahādakṣiṇeśvari /	atha uddaṇḍam vidhāya ittham śrī mahādakṣiṇeśvari 	Then, having raised it thus, O glorious MahaDakshineshwari,
['MBsaktisa-59']	anādividyā śrīkālī mahātārābhidhā parā // //	             	The beginningless knowledge, the glorious Kali, the supreme one known as MahaTara,
['MBsaktisa-60']	ṣaṭśāmbhaveśvari vidyā vācyātītā parā kalā /	ṣaṣ śāmbhaveśvari vidyā vācya atītā parā kalā 	The knowledge of the six Shambhava lords, the supreme energy beyond expression,
['MBsaktisa-61']	mahāpralayamāsādya koṭi brahmāṇḍanāyikā // //	mahāpralayam āsādya koṭi brahmāṇḍa nāyikā 	The leader of the crores of Brahma worlds after attaining the great dissolution,
['MBsaktisa-62']	śivaśaktimayaṃ dehamekīkṛtya sadā sthitā /	śiva śakti mayam deham ekīkṛtya sadā sthitā 	Always remaining by uniting the Shiva and Shakti bodies,
['MBsaktisa-63']	koṭivakrā bhavādyāstu brahmāṇaḥ pretarūpiṇaḥ // //	koṭi vakrāḥ bhava ādyāḥ tu brahmāṇaḥ preta rūpiṇaḥ 	The crores of Brahmarshis beginning with Brahma in the form of ghosts,
['MBsaktisa-64']	tatśmaśāne pranṛtyanti gāyanti vyālasaṅkulāḥ /	tad śmaśāne pranṛtyanti gāyanti vyāla saṅkulāḥ 	They dance and sing in that cremation ground, full of wild animals.
['MBsaktisa-65']	citirakṣāsvarūpatvaṃ prāpya tiṣṭhanti pārvati // //	citi rakṣā sva rūpa tvam prāpya tiṣṭhanti pārvati 	Having attained the form of the guardians of the corpse, they remain, O Parvati.
['MBsaktisa-66']	māheśvarāṇāmānantyaṃ viṣṇurūpe'pyanantatā /	māheśvarāṇām ānantyam viṣṇu rūpe ipi ananta tā 	The infinity of the Maheswaras and the endlessness even in the form of Vishnu,
