segmentnr	original	analyzed	translated
['SA_GK19_ksbhm19u-0']	harivaṃśaḥ//	harivaṃśaḥ 	The Harivamsa.
['SA_GK19_ksbhm19u-1']	nārāyaṇaṃ namaskṛtya naraṃ caiva narottamam /	nārāyaṇam namaskṛtya naram ca eva narottamam 	Having saluted Narayana and Nara, the best of men,
['SA_GK19_ksbhm19u-2', 'SA_GK19_ksbhm19u-3']	devīṃ sarasvatīṃ vyāsaṃ tato jayamudīrayet // / //🔽muniḥ punātu vo vyāsaḥ sadā saṃnihitā sukhe /	devīm sarasvatīm vyāsam tatas jayam udīrayet  muniḥ punātu vaḥ vyāsaḥ sadā saṃnihitā sukhe 	and the goddess Sarasvati, one should then proclaim victory to Vyasa.
['SA_GK19_ksbhm19u-4']	trimārgagā madhumatī yasya śuddhā sarasvatī // / //	tri mārga gā madhumatī yasya śuddhā sarasvatī 	May the sage Vyasa always purify you, and may the sweet Sarasvati, flowing in three paths, be ever present with you for your happiness.
['SA_GK19_ksbhm19u-5']	śaunakena punaḥ pṛṣṭo naimiṣe laumaharṣaṇiḥ /	śaunakena punar pṛṣṭaḥ naimiṣe laumaharṣaṇiḥ 	Again questioned by Shaunaka in Naimisha, the descendant of Lomaharshana,
['SA_GK19_ksbhm19u-6']	abhyadhādadbhutaṃ bhūmau saṃbhavaṃ kaiṭabhadviṣaḥ // / //	abhyadhāt adbhutam bhūmau saṃbhavam kaiṭabhadviṣaḥ 	spoke of the wonderful birth of the enemy of Kaitabha on earth.
['SA_GK19_ksbhm19u-7']	ākarṇya bhāratakathāṃ prahṛṣṭo janamejayaḥ /	ākarṇya bhārata kathām prahṛṣṭaḥ janamejayaḥ 	Having heard the story of the Bharata, the delighted Janamejaya,
['SA_GK19_ksbhm19u-8']	apṛcchadvaiṣṇavaṃ vaṃśaṃ vaiśampāyanamādarāt // / //	apṛcchat vaiṣṇavam vaṃśam vaiśampāyanam ādarāt 	respectfully asked about the dynasty of Vishnu to Vaishampayana.
['SA_GK19_ksbhm19u-9']	sa pṛṣṭaḥ pṛṣuvaṃśena pārthivena kathāṃ hareḥ /	sa pṛṣṭaḥ pṛṣu vaṃśena pārthivena kathām hareḥ 	Thus asked by the king of the Prishata dynasty about the stories of Hari,
['SA_GK19_ksbhm19u-10']	jagāda jagatāṃ hetuṃ praṇamya prayataḥ prabhum // / //	jagāda jagatām hetum praṇamya prayataḥ prabhum 	he, having saluted the restrained lord, the cause of the worlds, spoke.
['SA_GK19_ksbhm19u-11']	apa evāsṛjatpūrvaṃ bhagavānviṣṇuravyayaḥ /	apaḥ eva asṛjat pūrvam bhagavān viṣṇuḥ avyayaḥ 	The illustrious and imperishable Vishnu first created the waters,
['SA_GK19_ksbhm19u-12']	tāsu vīryaṃ narākhyāsu yena nārāyaṇaḥ smṛtaḥ // / //	tāsu vīryam nara ākhyāsu yena nārāyaṇaḥ smṛtaḥ 	in which his semen was called Nara, and he is therefore remembered as Narayana.
['SA_GK19_ksbhm19u-13']	tadaṇḍamabhavadvaimaṃ yasmiñjātaḥ prajāpatiḥ /	tat aṇḍam abhavat vaimam yasmin jātaḥ prajāpatiḥ 	From that egg was born Prajapati,
['SA_GK19_ksbhm19u-14']	asṛjanmanumukhyāṃśca kardamādyānprajāpatīn // / //	asṛjat manu mukhyān ca kardama ādyān prajāpatīn 	and he created Manu and the Prajapatis beginning with Kardama.
['SA_GK19_ksbhm19u-15']	dakṣaṃ ca sarvabhūtāni yasya dauhitrasaṃtatiḥ /	dakṣam ca sarva bhūtāni yasya dauhitra saṃtatiḥ 	And all beings were under the control of Daksha, whose daughter's sons were the kings of the world.
['SA_GK19_ksbhm19u-16']	pṛthakpṛthakca rājyāni somādināmakalpayat // / //	pṛthak pṛthak ca rājyāni soma ādinām akalpayat 	He assigned separate kingdoms to Soma and others.
['SA_GK19_ksbhm19u-17']	kadācidatrivaṃśasya suto 'ṅgasya prajāpateḥ /	kadācid atri vaṃśasya sutaḥ ṅgasya prajāpateḥ 	Once upon a time, the son of Anga, the lord of creatures, born in the family of Atri,
['SA_GK19_ksbhm19u-18', 'SA_GK19_ksbhm19u-19']	mṛtyuputryāṃ sunīthāyāṃ jātaḥ sthitivilopakṛt // / //🔽svarvo nāmābhavadrājā kilbiṣātkaluṣāśayaḥ /	mṛtyu putryām sunīthāyām jātaḥ sthiti vilopa kṛt  svarvaḥ nāma abhavat rājā kilbiṣāt kaluṣa āśayaḥ 	was born to Sunitha, the daughter of Death, and was the destroyer of existence.🔽There was a king named Svarva, whose mind was polluted by sin,
['SA_GK19_ksbhm19u-20']	prajānāṃ vidhivaimukhyānmūrtimāniva viplavaḥ // / //	prajānām vidhi vaimukhyāt mūrtimān iva viplavaḥ 	and who, due to his disregard for the rules, was like a personification of disaster.
['SA_GK19_ksbhm19u-21']	anunīto 'pi bahuśaḥ sa yadā nābhavadvaśī /	anunītaḥ pi bahuśas sa yadā nā abhavat vaśī 	Even though he was repeatedly entreated, when he did not become self-controlled,
['SA_GK19_ksbhm19u-22']	tadā nigṛhyātibalaṃ munayastamapātayan // / //	tadā nigṛhya atibalam munayaḥ tam apātayan 	then the sages, having restrained that very powerful one, brought him down.
['SA_GK19_ksbhm19u-23']	mamanthurasya te savyamūruṃ krodhānalākulāḥ /	mamanthuḥ asya te savyam ūrum krodha anala ākulāḥ 	They, agitated by the fire of anger, churned his left thigh.
['SA_GK19_ksbhm19u-24']	tataḥ samudabhūtsvarvo naraḥ kṛṣṇo bhayākulaḥ // / //	tatas samudabhūt svarvaḥ naraḥ kṛṣṇaḥ bhaya ākulaḥ 	Then there arose from it a fearful man named Svarva.
['SA_GK19_ksbhm19u-25']	niṣīdetyatriṇokto 'sau niṣādajanako 'bhavat /	niṣīda iti atriṇā uktaḥ sau niṣāda janakaḥ bhavat 	When he was told by the sages to sit down, he became the progenitor of the Nishadas.
['SA_GK19_ksbhm19u-26']	tato mamanthurmunayaḥ pāṇiṃ venasya dakṣiṇam // / //	tatas mamanthuḥ munayaḥ pāṇim venasya dakṣiṇam 	Then the sages churned the right hand of Vena.
['SA_GK19_ksbhm19u-27']	tāmrāṅgulidalātpāṇikamalādudabhūttataḥ /	tāmra aṅguli dalāt pāṇi kamalāt udabhūt tatas 	From that lotus-like hand, with copper-colored fingers and petals,
['SA_GK19_ksbhm19u-28']	pitāmaha iva śrīmānpṛthuḥ pṛthulalocanaḥ // / //	pitāmahaḥ iva śrīmān pṛthuḥ pṛthula locanaḥ 	there arose the prosperous Prithu, with large eyes, like the grandfather himself.
['SA_GK19_ksbhm19u-29']	dhanurājagavaṃ tasya vibibhau hemavarṣiṇaḥ /	dhanuḥ ājagavam tasya vibibhau hema varṣiṇaḥ 	The bow of that rain of gold shone forth,
['SA_GK19_ksbhm19u-30', 'SA_GK19_ksbhm19u-31']	nijajvālāvalī dhāma dīptasyeva vibhāvasoḥ // / //🔽tatprasādāddivaṃ yāte vene vainyo 'tha bhūbhujām /	nija jvālā āvalī dhāma dīptasya iva vibhāvasoḥ  tad prasādāt divam yāte vene bhūbhujām 	Like the blazing sun with a mass of its own flames.🔽By his grace, when Vena went to heaven, Vainya became the king of the earth.
['SA_GK19_ksbhm19u-32']	ādyo ratnākarairetya ratnaurabhyarcitaḥ svayam // / //	ādyaḥ ratna ākaraiḥ etya svayam 	The first one was worshipped by the oceans full of jewels, which approached him with jewels.
['SA_GK19_ksbhm19u-33']	jale śaile ca tasyābhūdabhagnapraṇayā gatiḥ /	jale śaile ca tasya abhūt abhagna praṇayā gatiḥ 	His path was unbroken in water and on mountains.
['SA_GK19_ksbhm19u-34']	taṃ tuṣṭuvurnavotpannāḥ sūtamāgadhabandinaḥ // / //	tam tuṣṭuvuḥ nava utpannāḥ sūta māgadha bandinaḥ 	The newly born bards, minstrels and panegyrists praised him.
['SA_GK19_ksbhm19u-35']	prajānāṃ vṛttaye bhūmistenādiṣṭā tarasvinā /	prajānām vṛttaye bhūmiḥ tena ādiṣṭā tarasvinā 	For the sustenance of the people, the swift one commanded the earth.
