segmentnr	original	analyzed	translated
['SA_GV01_rvpp_10u-0']	agne / bṛhan / uṣasām /	agne bṛhan uṣasām 	Agni, great,
['SA_GV01_rvpp_10u-1']	ūrdhvaḥ /	ūrdhvaḥ 	above the dawns,
['SA_GV01_rvpp_10u-2']	asthāt /	asthāt 	has stood up,
['SA_GV01_rvpp_10u-3']	niḥjaganvān /	niḥjaganvān 	having stepped out,
['SA_GV01_rvpp_10u-4']	tamasaḥ /	tamasaḥ 	from the darkness,
['SA_GV01_rvpp_10u-5']	jyotiṣā / ā /	jyotiṣā ā 	with the light,
['SA_GV01_rvpp_10u-6']	agāt /	agāt 	has come,
['SA_GV01_rvpp_10u-7', 'SA_GV01_rvpp_10u-8', 'SA_GV01_rvpp_10u-9']	agniḥ /🔽bhānunā /🔽ruśatā /	agniḥ  bhānunā  ruśatā 	Agni,🔽with the ruddy,🔽beautiful-limbed,
['SA_GV01_rvpp_10u-10']	suaṅgaḥ / ā /	suaṅgaḥ ā 	splendid,
['SA_GV01_rvpp_10u-11', 'SA_GV01_rvpp_10u-12']	jātaḥ /🔽viśvā /	jātaḥ  viśvā 	has filled
['SA_GV01_rvpp_10u-13']	sadmāni / aprāḥ // / / //	sadmāni aprāḥ 	all the abodes.🔽He, born,
['SA_GV01_rvpp_10u-14', 'SA_GV01_rvpp_10u-15']	saḥ / jātaḥ / garbhaḥ /🔽asi /	saḥ jātaḥ garbhaḥ  asi 	is the child
['SA_GV01_rvpp_10u-16']	rodasyoḥ /	rodasyoḥ 	of the two worlds,
['SA_GV01_rvpp_10u-17', 'SA_GV01_rvpp_10u-18', 'SA_GV01_rvpp_10u-19', 'SA_GV01_rvpp_10u-20', 'SA_GV01_rvpp_10u-21']	agne /🔽cāruḥ /🔽vibhṛtaḥ /🔽oṣadhīṣu /🔽citraḥ /	agne  cāruḥ  vibhṛtaḥ  oṣadhīṣu  citraḥ 	Agni,
['SA_GV01_rvpp_10u-22']	śiśuḥ /	śiśuḥ 	beautiful,
['SA_GV01_rvpp_10u-23']	pari /	pari 	borne
['SA_GV01_rvpp_10u-24', 'SA_GV01_rvpp_10u-25']	tamāṃsi /🔽aktūn /	tamāṃsi  aktūn 	among the plants,
['SA_GV01_rvpp_10u-26']	pra /	pra 	wonderful,
['SA_GV01_rvpp_10u-27', 'SA_GV01_rvpp_10u-28']	mātṛbhyaḥ /🔽adhi /	mātṛbhyaḥ  adhi 	the child,🔽has surrounded
['SA_GV01_rvpp_10u-29']	kanikradat / gāḥ // / / //	kanikradat gāḥ 	the dark mists.
['SA_GV01_rvpp_10u-30']	viṣṇuḥ / itthā /	viṣṇuḥ itthā 	Vishnu, in this way,
['SA_GV01_rvpp_10u-31']	paramam /	paramam 	the highest,
['SA_GV01_rvpp_10u-32']	asya /	asya 	of this,
['SA_GV01_rvpp_10u-33']	vidvān /	vidvān 	the wise one,
['SA_GV01_rvpp_10u-34', 'SA_GV01_rvpp_10u-35', 'SA_GV01_rvpp_10u-36']	jātaḥ /🔽bṛhan /🔽abhi /	jātaḥ  bṛhan  abhi 	born,🔽great,
['SA_GV01_rvpp_10u-37']	pāti /	pāti 	protects
['SA_GV01_rvpp_10u-38', 'SA_GV01_rvpp_10u-39', 'SA_GV01_rvpp_10u-40']	tṛtīyam /🔽āsā /🔽yat /	tṛtīyam  āsā  yat 	the third
['SA_GV01_rvpp_10u-41']	asya /	asya 	of his
['SA_GV01_rvpp_10u-42', 'SA_GV01_rvpp_10u-43']	payaḥ /🔽akrata /	payaḥ  akrata 	milk.
['SA_GV01_rvpp_10u-44', 'SA_GV01_rvpp_10u-45', 'SA_GV01_rvpp_10u-46']	svam /🔽sacetasaḥ /🔽abhi /	svam  sacetasaḥ  abhi 	Their own,🔽attentive,
['SA_GV01_rvpp_10u-47']	arcanti / atra // / / //	arcanti atra 	they praise🔽here.
['SA_GV01_rvpp_10u-48', 'SA_GV01_rvpp_10u-49', 'SA_GV01_rvpp_10u-50']	ataḥ / oṃ iti / tvā /🔽pitubhṛtaḥ /🔽janitrīḥ /	atas om iti tvā  pitubhṛtaḥ  janitrīḥ 	From here, O Om,🔽the mother-bearing,
['SA_GV01_rvpp_10u-51', 'SA_GV01_rvpp_10u-52']	annavṛdham /🔽prati /	anna vṛdham  prati 	the nourishing,🔽the food-increasing,
['SA_GV01_rvpp_10u-53']	caranti /	caranti 	they return
['SA_GV01_rvpp_10u-54']	annaiḥ /	annaiḥ 	with the foods.🔽Those
['SA_GV01_rvpp_10u-55', 'SA_GV01_rvpp_10u-56', 'SA_GV01_rvpp_10u-57']	tāḥ / īm /🔽prati /🔽eṣi /	tāḥ īm  prati  eṣi 	you
['SA_GV01_rvpp_10u-58', 'SA_GV01_rvpp_10u-59', 'SA_GV01_rvpp_10u-60']	punaḥ /🔽anyarūpāḥ /🔽asi /	punar  anya rūpāḥ  asi 	approach again.
