segmentnr	original	analyzed	translated
['SA_MBSIVASUUTRAVARTIKA_hk-0']	Muktabodha Etext in UTF	muktabodha etext in utf	Muktabodha Text in UTF-8
['SA_MBSIVASUUTRAVARTIKA_hk-1']	MUKTABODHA INDOLOGICAL RESEARCH INSTITUTEwww /muktabodha /org Muktabodha Indological Research Institute All Rights Reserved /Etexts may be viewed only online or downloaded for private study /Etexts may not / under any circumstances / be copied / republished /reproduced / distributed or sold / either in original or altered form / withoutthe express permission of Muktabodha Indological Research Institute in writing /Dataentered by the staff of Muktabodha under the direction of Mark S / G / Dyczkowski /Catalog number /	muktabodha indological research muktabodha indological research institute all rights reserved texts may be viewed only online or downloaded for private studye texts may not under any circumstances be copied republished reproduced distributed or sold either in original or altered form withoutthe express permission of muktabodha indological research institute in writing data entered by the staff of muktabodha under the direction of mark s g dyczkowskicatalog number  /	Muktabodha Indological Research Institute www.muktabodha.org Muktabodha Indological Research Institute. All Rights Reserved. Texts may be viewed online or downloaded for private study. Texts may not be distributed or sold in any form, including by electronic means, without the express written permission of Muktabodha Indological Research Institute. Text entered by the staff of Muktabodha under the direction of Mark S. G. Dyczkowski. Catalog Number:
['SA_MBSIVASUUTRAVARTIKA_hk-2']	Uniform title / śivasūtravārttika	uniform title śivasūtravārttika 	Uniform Title: Śivāsūtravārtika
['SA_MBSIVASUUTRAVARTIKA_hk-3']	Secondary title / śivasūtra	secondary title śivasūtra 	Secondary Title: Śivāsūtra
['SA_MBSIVASUUTRAVARTIKA_hk-4']	Commentator /bhāskara	commentatoḥ bhāskara 	Commentator: Bhāskara
['SA_MBSIVASUUTRAVARTIKA_hk-5']	Author /vasugupta author śivasūtra	authoḥ vasugupta authoḥ śivasūtra 	Author: Vasugupta Author Śivāsūtra
['SA_MBSIVASUUTRAVARTIKA_hk-6']	Editor /Chatterji J C	e t itoḥ chatteḥ ji j c 	Editor: Chatterji J C
['SA_MBSIVASUUTRAVARTIKA_hk-7']	Description / Etext transcribed from volume of the Kashmir Series of Texts and Studies /	description etext transcribed from volume of the kashmir series of texts and studies 	Description: Text transcribed from volume of the Kashmir Series of Texts and Studies.
['SA_MBSIVASUUTRAVARTIKA_hk-8']	Notes / This etext was transcribed by the staff of Muktabodha under the supervision of Mark S /G / Dyczkowski / Revision / Nov / /	notes this etext was transcribed by the staff of muktabodha under the supervision of mark sg dyczkowski 	Notes: This text was transcribed by the staff of Muktabodha under the supervision of Mark S.G. Dyczkowski. Revision: Nov 2018
['SA_MBSIVASUUTRAVARTIKA_hk-9']	Publisher / Research Department / Jammu and Kashmir State	publisher research depatment jammu and kashmir state 	Publisher: Research Department, Jammu and Kashmir State
['SA_MBSIVASUUTRAVARTIKA_hk-10']	Publication year /	publication year 	Publication year: 1939
['SA_MBSIVASUUTRAVARTIKA_hk-11']	Publication city / Srinagar	publication citi srinagar 	Publication city: Srinagar
['SA_MBSIVASUUTRAVARTIKA_hk-12']	Publication country / India	publication country india 	Publication country: India
['SA_MBSIVASUUTRAVARTIKA_hk-13']	oṃ tatsat	om tat sat 	Om Tat Sat
['SA_MBSIVASUUTRAVARTIKA_hk-14']	atha	atha 	Now
['SA_MBSIVASUUTRAVARTIKA_hk-15']	śivasūtravārtikasūtrapāṭhaḥ /	           	The text of the Shiva Sutras
['SA_MBSIVASUUTRAVARTIKA_hk-16']	me prakāśe	me prakāśe 	In my light
['SA_MBSIVASUUTRAVARTIKA_hk-17']	caitanyamātmā	caitanyam ātmā 	Consciousness is the Self
['SA_MBSIVASUUTRAVARTIKA_hk-18']	jñānaṃ bandhaḥ	jñānam bandhaḥ 	Knowledge is bondage
['SA_MBSIVASUUTRAVARTIKA_hk-19']	yonivargaḥ kalāśarīram	yoni vargaḥ kalā śarīram 	The group of wombs is the body of Kala
['SA_MBSIVASUUTRAVARTIKA_hk-20']	jñānadhiṣṭhānaṃ mātṛkā	jñāna adhiṣṭhānam mātṛkā 	The foundation of knowledge is Matrka
['SA_MBSIVASUUTRAVARTIKA_hk-21']	udyamo bhairavaḥ	         	Effort is Bhairava
['SA_MBSIVASUUTRAVARTIKA_hk-22']	śakticakrasaṃdhāne viśvasaṃhāraḥ	śakti cakra saṃdhāne viśva saṃhāraḥ 	In the union of the wheel of Shakti, the universe is destroyed
['SA_MBSIVASUUTRAVARTIKA_hk-23']	jāgratsvapnasuṣuptabhede turyābhogasaṃvit	jāgrat svapna suṣupta bhede turya ābhoga saṃvid 	In the distinction of waking, dreaming, and deep sleep, there is the experience of the fourth
['SA_MBSIVASUUTRAVARTIKA_hk-24']	jñānaṃ jāgrat	jñānam jāgrat 	Knowledge is waking
['SA_MBSIVASUUTRAVARTIKA_hk-25']	svapno vikalpāḥ	svapnaḥ vikalpāḥ 	Dreams are conceptualizations
['SA_MBSIVASUUTRAVARTIKA_hk-26']	aviveko māyāsauṣuptam	         	Non-discrimination, illusion, deep sleep
['SA_MBSIVASUUTRAVARTIKA_hk-27']	tritayabhoktā vīreśaḥ	         	The enjoyer of the three is Vira, the lord
['SA_MBSIVASUUTRAVARTIKA_hk-28']	vismayo yogabhūmikāḥ	vismayaḥ yoga bhūmikāḥ 	Wonder is the stages of yoga
['SA_MBSIVASUUTRAVARTIKA_hk-29']	icchāśaktitamā kumārī	icchā śaktitamā kumārī 	The power of desire is the maiden
['SA_MBSIVASUUTRAVARTIKA_hk-30']	dṛśyaṃ śarīram	dṛśyam śarīram 	The visible is the body
['SA_MBSIVASUUTRAVARTIKA_hk-31']	hṛdaye cittasaṃghaṭṭāddṛśyasvāpadarśanam	hṛdaye citta saṃghaṭṭāt dṛśya svāpa darśanam 	And in the heart, due to the collision of the mind, the vision of the dream of the visible world
['SA_MBSIVASUUTRAVARTIKA_hk-32']	śuddhatattvasaṃdhānādvā	śuddha tattva saṃdhānāt vā 	Or by the union of the pure reality
['SA_MBSIVASUUTRAVARTIKA_hk-33']	svapadaśaktiḥ	         	The power of one's own position
['SA_MBSIVASUUTRAVARTIKA_hk-34']	vitarka ātmajñānam	vitarkaḥ ātma jñānam 	Reflection is the knowledge of the self
