segmentnr	original	analyzed	translated
['SA_T11_jithetuu-0']	Hetutattvopadeśaḥ	          	The teaching on the truth of the cause
['SA_T11_jithetuu-1', 'SA_T11_jithetuu-2']	mañjuśrīkumārabhūtāya namaḥ🔽sādhanaṃ dūṣaṇaṃ caiva sābhāsaṃ parasaṃvide /	mañjuśrī kumāra bhūtāya namaḥ  sādhanam dūṣaṇam ca eva sa ābhāsam para saṃvide 	Homage to Mañjuśrī, the youthful one🔽Proof and refutation, along with fallacies, are for the understanding of others,
['SA_T11_jithetuu-3']	pratyakṣamanumānaṃ ca sābhāsaṃ tvātmasaṃvide //	pratyakṣam anumānam ca sa ābhāsam tu ātma saṃvide 	while perception and inference, along with fallacies, are for one's own understanding.
['SA_T11_jithetuu-4']	ayaṃ śāstrārtharāṃgrahaḥ //	ayam śāstra artha rāṃgrahaḥ 	This is the summary of the meaning of the treatise.
['SA_T11_jithetuu-5']	vādinā svayaṃ sādhayitumiṣṭo 'rthaḥ sādhyaḥ /	vādinā svayam sādhayitum iṣṭaḥ rthaḥ sādhyaḥ 	The object to be established is what is desired to be established by the proponent himself.
['SA_T11_jithetuu-6']	yena sādhyate tatsādhanam //	yena sādhyate tat sādhanam 	That by which it is established is the proof.
['SA_T11_jithetuu-7']	hetostrairūpyamucyate /	hetoḥ trairūpyam ucyate 	The three characteristics of the reason are stated.
['SA_T11_jithetuu-8']	kiṃ punastattrairūpyam /	kim punar tat trairūpyam 	But what are those three characteristics?
['SA_T11_jithetuu-9']	pakṣe sattvameva prathamaṃ rūpam /	pakṣe sattvam eva prathamam rūpam 	The first characteristic is the presence [of the reason] in the subject.
['SA_T11_jithetuu-10']	sapakṣa eva sattvamiti dvitīyaṃ rūpam /	sapakṣaḥ eva sattvam iti dvitīyam rūpam 	The second characteristic is the presence [of the reason] only in similar instances.
['SA_T11_jithetuu-11']	vipakṣe ca asattvameva niścitamiti tṛtīyaṃ rūpam //	vipakṣe ca asattvam eva niścitam iti tṛtīyam rūpam 	The third characteristic is the definite absence [of the reason] in dissimilar instances.
['SA_T11_jithetuu-12']	tatra pakṣaḥ prasiddho dharmī prasiddhaviśeṣaṇena viśiṣṭaḥ svayaṃ sādhayitumiṣṭaḥ pratyakṣādyaviruddhaḥ /	tatra pakṣaḥ prasiddhaḥ dharmī prasiddha viśeṣaṇena viśiṣṭaḥ svayam sādhayitum iṣṭaḥ pratyakṣa ādi aviruddhaḥ 	There, the subject is a well-known property-possessor qualified by a well-known qualifier, which is desired to be established by oneself, and is not contradicted by perception and so on.
['SA_T11_jithetuu-13']	yathā dharmī śabdo 'nitya iti viśeṣaṇena viśiṣṭaḥ sādhyaḥ /	yathā dharmī śabdaḥ nityaḥ iti viśeṣaṇena viśiṣṭaḥ sādhyaḥ 	For example, in The property-possessor sound is impermanent, the object to be established is qualified by the qualifier.
['SA_T11_jithetuu-14']	kṛtakatvāditi heturbhavatīti //	kṛtaka tvāt iti hetuḥ bhavati iti 	The reason is because it is produced.
['SA_T11_jithetuu-15']	kaḥ punaḥ sapakṣaḥ /	kaḥ punar sapakṣaḥ 	But what is a similar instance?
['SA_T11_jithetuu-16']	sādhyadharmasāmānyena samānaḥ sapakṣaḥ /	sādhya dharma sāmānyena samānaḥ sapakṣaḥ 	A similar instance is similar by virtue of the general property to be established.
['SA_T11_jithetuu-17']	yathā ghaṭādiriti //	yathā ghaṭa ādiḥ iti 	For example, a pot and so on.
['SA_T11_jithetuu-18']	ko hetorvipakṣaḥ /	kaḥ hetoḥ vipakṣaḥ 	What is the counter-example of the reason?
['SA_T11_jithetuu-19']	yatra sādhyābhāvāddhetvabhāvo niścayena pradarśyate /	yatra sādhya abhāvāt hetu abhāvaḥ niścayena pradarśyate 	Where the absence of the reason is demonstrated with certainty due to the absence of the probandum.
['SA_T11_jithetuu-20']	yathākāśādiḥ //	yathā ākāśa ādiḥ 	Like space, etc.
['SA_T11_jithetuu-21']	trirūpahetupradarśanena parāvagamanimittaṃ kṛtaḥ prayogaḥ parārthānumānabhityucyate /	trirūpa hetu pradarśanena para avagama nimittam kṛtaḥ prayogaḥ parārtha anumānam iti ucyate 	The employment that is made for the purpose of causing the other to understand by showing the three-featured reason is called inference for the sake of others.
['SA_T11_jithetuu-22']	yathā śabdo 'nitya iti pakṣavacanam /	yathā śabdaḥ nityaḥ iti pakṣa vacanam 	For example, Sound is impermanent, is the statement of the thesis.
['SA_T11_jithetuu-23', 'SA_T11_jithetuu-24']	kṛtakatvāditi hetuvacanam /🔽ghaṭādivaditi sapakṣavacanam /	kṛtaka tvāt iti hetu vacanam  ghaṭa ādi vat iti sapakṣa vacanam 	Because it is produced, is the statement of the reason.🔽Like a pot, etc., is the statement of the similar instance.
['SA_T11_jithetuu-25']	ākāśādivaditi vipakṣavacanam //	ākāśa ādi vat iti vipakṣa vacanam 	Like space, etc., is the statement of the counter-example.
['SA_T11_jithetuu-26']	sa punardvividho dṛśyate /	sa punar dvividhaḥ dṛśyate 	Moreover, it is seen to be of two kinds.
['SA_T11_jithetuu-27']	sādharmyeṇa vaidharmyeṇa ca //	sādharmyeṇa vaidharmyeṇa ca 	By similarity and by dissimilarity.
['SA_T11_jithetuu-28']	tatra sādharmyeṇa tāvat /	tatra sādharmyeṇa tāvat 	Among them, first by similarity:
['SA_T11_jithetuu-29']	yatkṛtakaṃ tatsarvamanityaṃ dṛṣṭam /	yat kṛtakam tat sarvam anityam dṛṣṭam 	Whatever is produced is seen to be impermanent.
['SA_T11_jithetuu-30']	yatha ghaṭādiḥ /	ghaṭa ādiḥ 	Like a pot, etc.
['SA_T11_jithetuu-31']	śabdo 'pi kṛtaka iti //	śabdaḥ api kṛtakaḥ iti 	Sound is also produced.
['SA_T11_jithetuu-32']	vaidharmyeṇāpyanityatvābhāve kṛtakatvābhāvaḥ /	vaidharmyeṇa api anitya tva abhāve kṛtaka tva abhāvaḥ 	By dissimilarity also, in the absence of impermanence, there is absence of being produced.
