segmentnr	original	analyzed	translated
['SA_GR13_pasupspu-0']	atha prathamo 'dhyāyaḥ	atha prathamaḥ dhyāyaḥ 	Now, the first chapter
['SA_GR13_pasupspu-1']	athātaḥ paśupateḥ pāśupataṃ yogavidhiṃ vyākhyāsyāmaḥ // / //	atha atas paśupateḥ pāśupatam yoga vidhim vyākhyāsyāmaḥ 	Now, we shall explain the Pāśupata Yoga method of Paśupati.
['SA_GR13_pasupspu-2']	bhasmanā triṣavaṇaṃ snāyīta // / //	bhasmanā triṣavaṇam snāyīta 	One should bathe three times a day with ashes.
['SA_GR13_pasupspu-3']	bhasmani śayīta // / //	bhasmani śayīta 	One should sleep on ashes.
['SA_GR13_pasupspu-4']	anusnānaṃ // / //	anusnānam 	After bathing.
['SA_GR13_pasupspu-5']	nirmālyaṃ // / //	nirmālyam 	The discarded offerings.
['SA_GR13_pasupspu-6']	liṅgadhārī // / //	liṅga dhārī 	Wearing the linga.
['SA_GR13_pasupspu-7']	āyatanavāsī // / //	āyatana vāsī 	Dwelling in a temple.
['SA_GR13_pasupspu-8']	mahādevasya dakṣiṇāmūrteḥ // / //	mahādevasya dakṣiṇāmūrteḥ 	Of the great god Dakṣiṇāmūrti.
['SA_GR13_pasupspu-9']	ekavāsāḥ // / //	eka vāsāḥ 	Wearing one garment.
['SA_GR13_pasupspu-10']	avāsā vā // / //	a vāsāḥ vā 	Or without any garment.
['SA_GR13_pasupspu-11']	mūtrapurīṣaṃ // / //	mūtra purīṣam 	Urine and feces.
['SA_GR13_pasupspu-12']	strīśūdraṃ // / //	strī śūdram 	A woman or a Śūdra.
['SA_GR13_pasupspu-13']	yady avekṣed yady abhibhāṣet // / //	yadi avekṣet yadi abhibhāṣet 	If one sees them or if one speaks to them.
['SA_GR13_pasupspu-14']	upaspṛśya // / //	upaspṛśya 	Having touched water.
['SA_GR13_pasupspu-15']	kṛtvā // / //	kṛtvā 	Having done.
['SA_GR13_pasupspu-16']	raudrīṃ gāyatrīṃ bahurūpīṃ vā japet // / //	raudrīm gāyatrīm bahurūpīm vā japet 	One should recite the Rudra Gāyatrī or the Bahurūpī.
['SA_GR13_pasupspu-17']	akaluṣamateḥ // / //	akaluṣa mateḥ 	Of one with a clear mind.
['SA_GR13_pasupspu-18']	carataḥ // / //	carataḥ 	While moving.
['SA_GR13_pasupspu-19']	tato 'sya yogaḥ pravartate // / //	tatas sya yogaḥ pravartate 	Then his yoga begins.
['SA_GR13_pasupspu-20']	dūradarśanaśravaṇamananavijñānāni pravartante // / //	dūra darśana śravaṇa manana vijñānāni pravartante 	The knowledge of seeing and hearing things from a distance arises.
['SA_GR13_pasupspu-21', 'SA_GR13_pasupspu-22']	sarvajñātā // / //🔽manojavitvam // / //	sarvajñātā  manojavi tvam 	Omniscience.🔽The speed of the mind.
['SA_GR13_pasupspu-23', 'SA_GR13_pasupspu-24']	kāmarūpitvam // / //🔽vikaraṇaḥ // / //	kāmarūpi tvam  vikaraṇaḥ 	The ability to assume any form at will.🔽The ability to disappear.
['SA_GR13_pasupspu-25', 'SA_GR13_pasupspu-26']	dharmitvaṃ ca // / //🔽sarve vaśyā bhavanti // / //	dharmi tvam ca  sarve vaśyāḥ bhavanti 	And the ability to possess others.🔽All become under one's control.🔽All become.🔽All become.
