segmentnr	original	analyzed	translated
['SA_T09_bsa032-0']	Vaidya 	vaidya 	physician
['SA_T09_bsa032-1']	āryaśūraviracitā bodhisattvāvadānamālāparaparyāyā	ārya śūra viracitā bodhisattva avadāna mālā apara paryāyā 	The Garland of Bodhisattva Avadānas, also known as The Garland of Jātakas, composed by Āryaśūra
['SA_T09_bsa032-2']	Jātakamālā	jātaka mālā 	The Garland of Jātakas
['SA_T09_bsa032-3']	om namaḥ śrīsarvabuddhabodhisattvebhyaḥ //	om namaḥ śrī sarva buddha bodhisattvebhyaḥ 	Oṃ, homage to the glorious all Buddhas and Bodhisattvas!
['SA_T09_bsa032-4']	śrīmanti sadguṇaparigrahamaṅgalāni kīrtyāspadānyanavagītamanoharāṇi /	śrīmanti sat guṇa parigraha maṅgalāni kīrti āspadāni anavagīta manoharāṇi 	The glorious, auspicious, bases of fame, captivating the mind with their never-heard-before melodies,
['SA_T09_bsa032-5']	pūrvaprajanmasu muneścaritādbhu tāni bhaktyā svakāvyakusumāñjalinārcayiṣye // / //	pūrva prajanmasu muneḥ carita adbhu tāni bhaktyā sva kāvya kusumāñjalinā arcayiṣye 	The wondrous deeds of the Sage in his previous births, I shall worship with devotion, with a handful of flowers of my own poetry.
['SA_T09_bsa032-6']	ślādhyairamībhirabhilakṣitacinhabhūtairādeśito bhavati yatsugatatvamārgaḥ /	ślādhyaiḥ amībhiḥ abhilakṣita cinha bhūtaiḥ ādeśitaḥ bhavati yat sugata tva mārgaḥ 	By these praiseworthy ones, marked with the characteristics of the path to the state of a Sugata,
['SA_T09_bsa032-7', 'SA_T09_bsa032-8']	syādeva rūkṣamanasāmapi ca prasādo dharmyāḥ kathāśca ramaṇīyataratvamīyuḥ // / //🔽lokārthamityabhisamīkṣya kariṣyate 'yaṃ śrutyārṣayuktyaviguṇena pathā prayatnaḥ /	syāt eva rūkṣa manasām api ca prasādaḥ dharmyāḥ kathāḥ ca ramaṇīyatara tvam īyuḥ  loka artham iti abhisamīkṣya kariṣyate yam śruti ārṣa yukti aviguṇena pathā prayatnaḥ 	May there be faith even in the rough-minded, and may the Dharma stories become even more delightful.🔽Considering this for the welfare of the world, this effort will be made along a path not inconsistent with the Vedas, Āryas, and reason.
['SA_T09_bsa032-9']	lokottamasya caritātiśayapradeśaiḥ svaṃ prātibhaṃ gamayituṃ śrutivallabhatvam // / //	lokottamasya carita atiśaya pradeśaiḥ svam prātibham gamayitum śruti vallabha tvam 	In order to make my own poetic composition dear to the ears by means of the excellent deeds of the Supreme One in the world.
['SA_T09_bsa032-10']	svārthodyatairapi parārthacarasya yasya naivānvagamyata guṇapratipattiśobhā /	sva artha udyataiḥ api para artha carasya yasya nā evā anvagamyata guṇa pratipatti śobhā 	Even by those intent on their own welfare, the splendor of the practice of virtues of one engaged in the welfare of others was not understood.
['SA_T09_bsa032-11']	sarvajña ityavitathākṣaradīptakīrti mūrdhnā name tamasamaṃ sahadharmasaṃgham // / //	sarvajñaḥ iti avitatha akṣara dīpta kīrti mūrdhnā name tam asamam saha dharmasaṃgham 	I bow my head to that incomparable one, whose fame blazes with true words, together with the Dharma and the Saṅgha.
['SA_T09_bsa032-12']	vyāghrījātakam	vyāghrī jātakam 	The Jātaka of the Tigress
['SA_T09_bsa032-13']	sarvasattveṣvakāraṇaparamavatsalasvabhāvaḥ sarvabhūtātmabhūtaḥ pūrvajanmasvapi sa bhagavāniti buddhe bhagavati paraḥ prasādaḥ kāryaḥ //	sarva sattveṣu akāraṇa parama vatsala svabhāvaḥ sarva bhūta ātma bhūtaḥ pūrva janmasu api sa bhagavān iti buddhe bhagavati paraḥ prasādaḥ kāryaḥ 	The Blessed One, even in his previous births, had a nature that was supremely affectionate towards all beings without reason, and was the self of all beings. Thus, one should have supreme faith in the Buddha, the Blessed One.
['SA_T09_bsa032-14']	tadyathānuśrūyate ratnatrayagurubhiḥ pratipattiguṇābhirādhitagurubhirguṇapravicayagurubhirasmadgurubhiḥ parikīrtyamānamidaṃ bhagavataḥ pūrvajanmāvadānam	tat yathā anuśrūyate ratnatraya gurubhiḥ pratipatti guṇa abhirādhita gurubhiḥ guṇa pravicaya gurubhiḥ asmad gurubhiḥ parikīrtyamānam idam bhagavataḥ pūrva janma avadānam 	As it is heard, this previous birth story of the Blessed One is being told by our teachers, who are the gurus of the Three Jewels, who delight in the virtues of practice, who are the gurus in discerning virtues.
['SA_T09_bsa032-15', 'SA_T09_bsa032-16']	bodhisattvaḥ kilāyaṃ bhagavānbhūtaḥ pratijñātiśayasadṛśairdānapriyavacanārthacaryāprabhṛtibhiḥ🔽prajñāparigrahaniravadyaiḥ kārūṇyanisyandairlokamanugṛhṇan svadharmābhiratyupanataśucivṛttinyuditodite	bodhisattvaḥ kila ayam bhagavān bhūtaḥ pratijñā atiśaya sadṛśaiḥ dāna priya vacana artha caryā prabhṛtibhiḥ  prajñā parigraha niravadyaiḥ kārūṇya nisyandaiḥ lokam anugṛhṇan svadharma abhiratyupanata śuci vṛttini uditodite 	This Blessed One, while being a Bodhisattva, was benefiting the world with gifts, kind words, meaningful actions, and so on, which were similar to the excellent vows,🔽with faultless means of acquiring wisdom, which were the outflow of compassion, in a great Brahmin family that had attained purity through being devoted to their own Dharma, that was rising higher and higher,
['SA_T09_bsa032-17']	mahati brāhmaṇakule janmaparigrahaṃ cakāra /	mahati brāhmaṇa kule janma parigraham cakāra 	he took up the acceptance of birth.
['SA_T09_bsa032-18']	sa kṛtasaṃskārakramo jātakarmādibhirabhivardhamānaḥ Vaidya 	sa kṛta saṃskāra kramaḥ jātakarma ādibhiḥ abhivardhamānaḥ vaidya 	He, having had the sequence of sacraments performed, such as the birth ritual, growing up, became a doctor,
['SA_T09_bsa032-19']	prakṛtimedhāvitvātsānāthyaviśeṣājjñānakautūhalādakausīdyācca nacireṇaivāṣṭādaśasu vidyāsthāneṣu svakulakramāviruddhāsu ca sakalāsu kalāsvācāryakaṃ 	prakṛti medhāvi tvāt sānāthya viśeṣāt jñāna kautūhalāt akausīdyāt ca nacireṇa eva aṣṭādaśasu vidyā sthāneṣu sva kula krama aviruddhāsu ca sakalāsu kalāsu ācāryakam 	By the excellence of his natural intelligence, by the excellence of his companions, by his eagerness for knowledge, and by his diligence, he soon attained mastery in the eighteen branches of knowledge and in all the arts not contrary to his family tradition and monastic vows.
['SA_T09_bsa032-20']	padamavāpa /	padam avāpa 	He became a teacher.
