segmentnr	original	analyzed	translated
['SA_GK19_asvsau2u-0']	om namo buddhāya //	om namaḥ buddhāya 	Om, homage to the Buddha.
['SA_GK19_asvsau2u-1']	Saundaranandaṃ Mahākāvyam	saundaranandam mahākāvyam 	The Great Poem Saundarananda
['SA_GK19_asvsau2u-2']	prathamaḥ sargaḥ	prathamaḥ sargaḥ 	The First Chapter
['SA_GK19_asvsau2u-3']	kapilavastu varṇana	kapilavastu varṇana 	The Description of Kapilavastu
['SA_GK19_asvsau2u-4']	gautamaḥ kapilo nāma munirdharmabhṛtāṃ varaḥ /	gautamaḥ kapilaḥ nāma muniḥ dharma bhṛtām varaḥ 	There was a sage named Kapila Gautama, the best of those who uphold dharma.
['SA_GK19_asvsau2u-5', 'SA_GK19_asvsau2u-6']	babhūva tapasi śrāntaḥ kākṣīvāniva gautamaḥ // / //🔽aśiśriyadyaḥ satataṃ dīptaṃ kāśyapavattapaḥ /	babhūva tapasi śrāntaḥ kākṣīvān iva gautamaḥ  aśiśriyat yaḥ satatam dīptam kāśyapa vat tapaḥ 	He became weary in his austerities, like Gautama Kakshivan.🔽He always practiced brilliant austerities like Kashyapa.
['SA_GK19_asvsau2u-7', 'SA_GK19_asvsau2u-8']	āśiśrāya ca tadvṛddhau siddhiṃ kāśyapavat parām // / //🔽haviḥṣu yaśca svātmārthaṃ gāmadhukṣad vasiṣṭhavat /	āśiśrāya ca tad vṛddhau siddhim kāśyapa vat parām  haviḥṣu yaḥ ca sva ātma artham gām adhukṣat vasiṣṭha vat 	And he attained the highest perfection in their increase, like Kashyapa.🔽And he milked a cow for his own sake in the remnants of austerities, like Vasishtha.
['SA_GK19_asvsau2u-9']	tapaḥśiṣṭeṣu ca śiṣyeṣu gāmadhukṣad vasiṣṭhavat // / //	tapaḥ śiṣṭeṣu ca śiṣyeṣu gām adhukṣat vasiṣṭha vat 	And he milked a cow for his disciples who remained in austerities, like Vasishtha.
['SA_GK19_asvsau2u-10']	māhātmyāddīrghatapaso yo dvitīya ivābhavat /	māhātmyāt dīrghatapasaḥ yaḥ dvitīyaḥ iva abhavat 	He became as if a second one due to the greatness of his long austerities.
['SA_GK19_asvsau2u-11']	tṛtīya iva yaścābhūt kāvyāṅgirasayordhiyā // / //	tṛtīyaḥ iva yaḥ ca abhūt kāvya āṅgirasayoḥ dhiyā 	And he became as if a third one with the intellect of Kavya and Angirasa.
['SA_GK19_asvsau2u-12']	tasya vistīrṇatapasaḥ pārśve himavataḥ śubhe /	tasya vistīrṇa tapasaḥ pārśve himavataḥ śubhe 	On the auspicious slopes of the vast Himalayas of that one of extensive austerities,
['SA_GK19_asvsau2u-13', 'SA_GK19_asvsau2u-14']	kṣetraṃ cāyatanaṃ caiva tapasāmāśramo 'bhavat // / //🔽cāruvīruttaruvanaḥ prasnigdhamṛduśādvalaḥ /	kṣetram ca āyatanam ca eva tapasām āśramaḥ bhavat  cāru vīrudh taru vanaḥ prasnigdha mṛdu śādvalaḥ 	a field and a temple became a hermitage for austerities.🔽With beautiful trees and forests, with soft and smooth grass,
['SA_GK19_asvsau2u-15']	havirdhūmavitānena yaḥ sadābhra ivābabhau // / //	haviḥ dhūma vitānena yaḥ sadā abhraḥ iva ābabhau 	which always shone like a cloud with an awning of sacrificial smoke.
['SA_GK19_asvsau2u-16', 'SA_GK19_asvsau2u-17']	mṛdubhiḥ saikataiḥ snigdhaiḥ kesarāstarapāṇḍubhiḥ /🔽bhūmibhāgairasaṃkīrṇaiḥ sāṅgarāga ivābhavat // / //	mṛdubhiḥ saikataiḥ snigdhaiḥ kesara āstara pāṇḍubhiḥ  bhūmi bhāgaiḥ asaṃkīrṇaiḥ sa aṅgarāgaḥ iva abhavat 	With its soft, sandy, smooth, and pale-yellow sandbanks,🔽it appeared as if it had its limbs dyed.
['SA_GK19_asvsau2u-18', 'SA_GK19_asvsau2u-19']	śucibhistīrthasaṃkhyātaiḥ pāvanairbhāvanairapi /🔽bandhumāniva yastasthau sarobhiḥ sasaroruhaiḥ // / //	śucibhiḥ tīrtha saṃkhyātaiḥ pāvanaiḥ bhāvanaiḥ api  bandhumān iva yaḥ tasthau sarobhiḥ sa saroruhaiḥ 	With its pure, sacred, and purifying lakes, considered as holy places,🔽it seemed to have kinsmen in the lakes with lotuses.
['SA_GK19_asvsau2u-20']	paryāptaphalapuṣpābhiḥ sarvato vanarājibhiḥ /	paryāpta phala puṣpābhiḥ sarvatas vana rājibhiḥ 	With its rows of forests all around, with abundant fruits and flowers,
['SA_GK19_asvsau2u-21', 'SA_GK19_asvsau2u-22']	śuśubhe vavṛdhe caiva naraḥ sādhanavāniva // / //🔽nīvāraphalasantuṣṭaiḥ svasthaiḥ śāntairanutsukaiḥ /	śuśubhe vavṛdhe ca eva naraḥ sādhanavān iva  nīvāra phala santuṣṭaiḥ svasthaiḥ śāntaiḥ anutsukaiḥ 	it shone and grew, like a man who has means.🔽Though crowded with ascetics content with nīvāra rice and fruits, calm, tranquil, and unagitated,
['SA_GK19_asvsau2u-23', 'SA_GK19_asvsau2u-24', 'SA_GK19_asvsau2u-25']	ākīrṇo 'pi tapobhṛddhiḥ śūnyaśūnya ivābhavat // / //🔽agnīnāṃ hūyamānānāṃ śikhināṃ kūjatāmapi /🔽tīrthānāṃ cābhiṣekeṣu śuśruve yatra niḥsvanaḥ // / //	ākīrṇaḥ u pi tapaḥ bhṛddhiḥ śūnya śūnyaḥ iva abhavat  agnīnām hūyamānānām śikhinām kūjatām api  tīrthānām ca abhiṣekeṣu śuśruve yatra niḥsvanaḥ 	it seemed empty, as if empty.🔽In that place, the sound was heard of the sacrificial fires being offered, of the peacocks crying,🔽and of the ablutions in the holy places.
['SA_GK19_asvsau2u-26']	virejurhariṇā yatra suptā medhyāsu vediṣu /	virejuḥ hariṇāḥ yatra suptāḥ medhyāsu vediṣu 	In that place, the deer shone, sleeping on the pure sacrificial altars,
['SA_GK19_asvsau2u-27']	salājairmādhavīpuṣpairupahārāḥ kṛtā iva // / //	sa lājaiḥ mādhavī puṣpaiḥ upahārāḥ kṛtāḥ iva 	as if they had been offered oblations of barley and mālatī flowers.
['SA_GK19_asvsau2u-28']	api kṣudramṛgā yatra śāntāśceruḥ samaṃ mṛgaiḥ /	api kṣudra mṛgāḥ yatra śāntāḥ ceruḥ samam mṛgaiḥ 	Even the small animals there moved peacefully along with the deer,
['SA_GK19_asvsau2u-29']	śaraṇyebhyastapasvibhyo vinayaṃ śikṣitā iva // / //	śaraṇyebhyaḥ tapasvibhyaḥ vinayam śikṣitāḥ iva 	as if they had learned humility from the ascetics who were worthy of refuge.
['SA_GK19_asvsau2u-30']	saṃdigdhe 'pyapunarbhāve viruddheṣvāgameṣvapi /	saṃdigdhe pi apunarbhāve viruddheṣu āgameṣu api 	Even when the future is doubtful, and the scriptures are contradictory,
['SA_GK19_asvsau2u-31']	pratyakṣiṇa ivākurvaṃstapo yatra tapodhanāḥ // / //	pratyakṣiṇaḥ iva akurvan tapaḥ yatra tapodhanāḥ 	The ascetics, as if they were eyewitnesses, practiced austerities there.
['SA_GK19_asvsau2u-32']	yatra sma mīyate brahma kaiścit kaiścinna mīyate /	yatra sma mīyate brahma kaiścid kaiścid na mīyate 	Where some measure Brahman, and some do not measure it,
['SA_GK19_asvsau2u-33']	kāle nimīyate somo na cākāle pramīyate // / //	kāle nimīyate somaḥ na ca akāle pramīyate 	The moon is measured in time, and is not measured out of time.
['SA_GK19_asvsau2u-34']	nirapekṣāḥ śarīreṣu dharme yatra svabuddhayaḥ /	nirapekṣāḥ śarīreṣu dharme yatra sva buddhayaḥ 	Where the self-willed ones are indifferent to the bodies,
['SA_GK19_asvsau2u-35']	saṃhṛṣṭā iva yatnena tāpasāstepire tapaḥ // / //	saṃhṛṣṭāḥ iva yatnena tāpasāḥ tepire tapaḥ 	The ascetics, as if delighted, exerted themselves in austerities.
['SA_GK19_asvsau2u-36']	śrāmyanto munayo yatra svargāyodyuktacetasaḥ /	śrāmyantaḥ munayaḥ yatra svargāya udyukta cetasaḥ 	Where the sages, striving for heaven with their minds intent,
['SA_GK19_asvsau2u-37', 'SA_GK19_asvsau2u-38']	taporāgeṇa dharmasya vilopamiva cakrire // / //🔽atha tejasvisadanaṃ tapaḥkṣetraṃ tamāśramam /	tapaḥ rāgeṇa dharmasya vilopam iva cakrire  atha tejasvi sadanam tapaḥ kṣetram tam āśramam 	As if they were destroying dharma with the passion for austerities.
['SA_GK19_asvsau2u-39', 'SA_GK19_asvsau2u-40']	kecidikṣvākavo jagmū rājaputrā vivatsavaḥ // / //🔽suvarṇastambhavarṣmāṇaḥ siṃhoreskā mahābhujāḥ /	kecid ikṣvākavaḥ jagmuḥ rāja putrāḥ vivatsavaḥ  suvarṇa stambha varṣmāṇaḥ siṃha ureskāḥ mahā bhujāḥ 	Then some princes of the Ikshvaku dynasty, bereft of their father,🔽Went to that hermitage, a seat of the illustrious, a field of austerities.🔽With the height of golden pillars, with shoulders like lions, with mighty arms,
['SA_GK19_asvsau2u-41']	pātraṃ śabdasya mahataḥ śriyāṃ ca vinayasya ca // / //	pātram śabdasya mahataḥ śriyām ca vinayasya ca 	Worthy of the great sound, of prosperity, and of humility.
['SA_GK19_asvsau2u-42']	arharūpā hyanarhasya mahātmānaścalātmanaḥ /	arha rūpāḥ hi anarhasya mahātmānaḥ cala ātmanaḥ 	For the unworthy, of noble form, and the fickle-minded, of great souls,
['SA_GK19_asvsau2u-43']	prājñāḥ prajñāvimuktasya bhrātṛvyasya yavīyasaḥ // / //	prājñāḥ prajñā vimuktasya bhrātṛvyasya yavīyasaḥ 	Of the younger brother, who was devoid of wisdom, and of wisdom.
['SA_GK19_asvsau2u-44']	mātṛśulkādupagatāṃ te śriyaṃ ca viṣehire /	mātṛ śulkāt upagatām te śriyam ca viṣehire 	And they enjoyed the prosperity that had come to them through the price paid for their mother.
['SA_GK19_asvsau2u-45']	rarakṣuśca pituḥ satyaṃ yasmācchiśiyire vanam // / //	rarakṣuḥ ca pituḥ satyam yasmāt śiśiyire vanam 	And they preserved their father's truth, since they dwelt in the forest.
['SA_GK19_asvsau2u-46']	teṣāṃ munirupādhyāyo gautamaḥ kapilo 'bhavat /	teṣām muniḥ upādhyāyaḥ gautamaḥ kapilaḥ bhavat 	Their preceptor and spiritual teacher was the sage Kapila Gautama.
['SA_GK19_asvsau2u-47']	gurugotrādataḥ kautsāste bhavanti sma gautamāḥ // / //	guru gotrāt atas kautsāḥ te bhavanti sma gautamāḥ 	Therefore, they were called Kautsa after their preceptor's gotra, and Gautama after their father's gotra.
['SA_GK19_asvsau2u-48']	ekapitroryathā bhrātroḥ pṛthagguruparigrahāt /	eka pitroḥ yathā bhrātroḥ pṛthak guru parigrahāt 	Just as two brothers born of the same father have separate gotras due to having different preceptors,
['SA_GK19_asvsau2u-49']	rāma evābhavad gārgyo vāsubhadro 'pi gautamaḥ // / //	rāmaḥ eva abhavat gārgyaḥ vāsubhadraḥ pi gautamaḥ 	Rama became a Garga, and Vasubhadra a Gautama.
['SA_GK19_asvsau2u-50']	śākavṛkṣapraticchannaṃ vāsaṃ yasmācca cakrire /	śāka vṛkṣa praticchannam vāsam yasmāt ca cakrire 	And because they made their dwelling hidden by a shaka tree,
['SA_GK19_asvsau2u-51']	tasmādikṣvākuvaṃśyāste bhuvi śākyā iti smṛtāḥ // / //	tasmāt ikṣvāku vaṃśyāḥ te bhuvi śākyāḥ iti smṛtāḥ 	therefore the descendants of the Ikshvaku lineage on earth are known as Shakyas.
['SA_GK19_asvsau2u-52']	sa teṣāṃ gautamaścakre svavaṃśasadṛśīḥ kriyāḥ /	sa teṣām gautamaḥ cakre sva vaṃśa sadṛśīḥ kriyāḥ 	And that sage Gautama performed for the prince the rites befitting his own lineage,
['SA_GK19_asvsau2u-53']	munirūrdhvaṃ kumārasya sagarasyeva bhārgavaḥ // / //	muniḥ ūrdhvam kumārasya sagarasya iva bhārgavaḥ 	just as the sage of the Bhrigu lineage (Shukra) did for Sagara's son (Bhagiratha).
['SA_GK19_asvsau2u-54']	kaṇvaḥ śākuntalasyeva bharatasya tarasvinaḥ /	kaṇvaḥ śākuntalasya iva bharatasya tarasvinaḥ 	Just as Kanva did for the energetic Bharata, the son of Shakuni,
['SA_GK19_asvsau2u-55']	vālmikiriva dhīmāṃśca dhīmatormaithileyayoḥ // / //	vālmikiḥ iva dhīmān ca dhīmatoḥ maithileyayoḥ 	and the wise Valmiki did for the wise sons of the king of Mithila (Rama and Lakshmana).
['SA_GK19_asvsau2u-56']	tadvanaṃ muninā tena taiśca kṣatriyapuṅgavaiḥ /	tat vanam muninā tena taiḥ ca kṣatriya puṅgavaiḥ 	That forest, by that sage and those foremost of Kshatriyas,
['SA_GK19_asvsau2u-57']	śāntāṃ guptāṃ ca yugapad brahmakṣatraśriyaṃ dadhe // / //	śāntām guptām ca yugapad brahma kṣatra śriyam dadhe 	simultaneously assumed the tranquil and protected glory of Brahmanas and Kshatriyas.
['SA_GK19_asvsau2u-58']	athodakalaśaṃ gṛhya teṣāṃ vṛddhicikīrṣayā /	atha uda kalaśam gṛhya teṣām vṛddhi cikīrṣayā 	Then, taking the water-pot, with a desire for their prosperity,
['SA_GK19_asvsau2u-59']	muniḥ sa viyadutpatya tānuvāca nṛpātmajān // / //	muniḥ sa viyat utpatya tān uvāca nṛpa ātmajān 	the sage rose into the sky and spoke to those princes:
['SA_GK19_asvsau2u-60']	yā patet kalaśādasmādakṣayyasalilānmahīm /	yā patet kalaśāt asmāt akṣayya salilāt mahīm 	The stream that would fall from this pot of inexhaustible water on the earth,
['SA_GK19_asvsau2u-61']	dhārā tāmanatikramya māmanveta yathākramam // / //	dhārā tām an atikramya mām anveta yathākramam 	exceeding that stream, follow me in due order.
['SA_GK19_asvsau2u-62']	tataḥ paramamityuktvā śirobhiḥ praṇipatya ca /	tatas paramam iti uktvā śirobhiḥ praṇipatya ca 	Then, saying Excellent! and bowing their heads,
['SA_GK19_asvsau2u-63', 'SA_GK19_asvsau2u-64']	rathānāruruhuḥ sarve śīghravāhānalaṃkṛtān // / //🔽tataḥ sa tairanugataḥ syandanasthairnabhogataḥ /	rathān āruruhuḥ sarve śīghra vāhān alaṃkṛtān  tatas sa taiḥ anugataḥ syandana sthaiḥ nabhaḥ gataḥ 	all of them ascended their chariots, which were well-adorned and drawn by swift horses.🔽Then, followed by them seated in chariots, he went through the sky
['SA_GK19_asvsau2u-65']	tadāśramamahīprāntaṃ paricikṣepa vāriṇā // / //	tad āśrama mahī prāntam paricikṣepa vāriṇā 	and sprinkled water on the outskirts of the forest land.
['SA_GK19_asvsau2u-66']	aṣṭāpadamivālikhya nimittaiḥ surabhīkṛtam /	aṣṭāpadam iva ālikhya nimittaiḥ surabhīkṛtam 	As if drawing a chessboard, perfumed with auspicious signs,
['SA_GK19_asvsau2u-67', 'SA_GK19_asvsau2u-68']	tānuvāca muniḥ sthitvā bhūmipālasutānidam // / //🔽asmin dhārāparikṣipte nemicinhitalakṣaṇe /	tān uvāca muniḥ sthitvā bhūmipāla sutān idam  asmin dhārā parikṣipte nemi cinhita lakṣaṇe 	the sage, standing there, spoke to those princes:🔽In this place sprinkled with water, marked with the sign of the chariot wheel,
['SA_GK19_asvsau2u-69']	nirmimīdhvaṃ puraṃ yūyaṃ mayi yāte triviṣṭapam // / //	nirmimīdhvam puram yūyam mayi yāte triviṣṭapam 	build a city, you, when I have gone to heaven.
['SA_GK19_asvsau2u-70']	tataḥ kadācitte vīrāstasmin pratigate munau /	tatas kadācid te vīrāḥ tasmin pratigate munau 	Then, once upon a time, when that sage had departed,
['SA_GK19_asvsau2u-71']	babhramuyauṃvanoddāmā gajā iva niraṅkuśā // / //	gajāḥ iva niraṅkuśā 	those heroes wandered in the forest, like elephants without goads.
['SA_GK19_asvsau2u-72']	baddhagodhāṅgulītrāṇā hastaviṣṭhitakārmukāḥ /	baddha godhā aṅgulī trāṇāḥ hasta viṣṭhita kārmukāḥ 	With their fingers protected by leather gloves, their bows held in their hands,
['SA_GK19_asvsau2u-73']	śarādhmātamahātūṇā vyāyatābaddhavāsasaḥ // / //	śara ādhmāta mahā tūṇāḥ vyāyata ābaddha vāsasaḥ 	Their large quivers were filled with arrows, and their garments were tied up.
['SA_GK19_asvsau2u-74']	jijñāsamānā nāgeṣu kauśalaṃ śvāpadeṣu ca /	jijñāsamānāḥ nāgeṣu kauśalam śvāpadeṣu ca 	Desiring to test their skill with elephants and beasts of prey,
['SA_GK19_asvsau2u-75']	anucakrurvanasthasya dauṣyanterdevakarmaṇaḥ // / //	anucakruḥ vanasthasya dauṣyanteḥ deva karmaṇaḥ 	They followed the son of Dushyanta, who was performing austerities in the forest, like gods.
['SA_GK19_asvsau2u-76']	tān dṛṣṭvā prakṛtiṃ yātān vṛddhānvyāghraśiśūniva /	tān dṛṣṭvā prakṛtim yātān vṛddhān vyāghra śiśūn iva 	Seeing them return to their natural state, like old tiger cubs,
