segmentnr	original	analyzed	translated
['SA_T04_sanss19u-0']	navadaśaḥ paricchedaḥ //	navadaśaḥ paricchedaḥ 	Chapter Nine
['SA_T04_sanss19u-1']	anyo 'pi puṇyavṛddhaye hetuḥ kāryaḥ /	anyaḥ pi puṇya vṛddhaye hetuḥ kāryaḥ 	Another cause should also be undertaken for the increase of merit.
['SA_T04_sanss19u-2']	yo 'yaṃ sarvvasthāsu satvrthaḥ //	yaḥ yam sarvva sthāsu 	This is the purpose in all situations.
['SA_T04_sanss19u-3', 'SA_T04_sanss19u-4']	yathā kathitaṃ cryaratnameghe /🔽sa tathāgatacaitye vā tathāgatavigrahe vā puṣpaṃ vā dhūpaṃ vā gandhaṃ vā dadat sarvasatvānāṃ dauḥśīlyadaurgandhyamalpanayanāya tathāgataśīlapratilambhāya 	yathā kathitam cryaratnameghe  sa tathāgata caitye vā tathāgata vigrahe vā puṣpam vā dhūpam vā gandham vā dadat sarva satvānām dauḥśīlya daurgandhyam alpa nayanāya tathāgata śīla pratilambhāya 	And as it is said in the Ratnamegha:
['SA_T04_sanss19u-5']	ca pariṇāmayati /	ca pariṇāmayati 	He, giving flowers, incense, or perfume to a caitya of the Tathāgata or an image of the Tathāgata, dedicates [the merit] for the removal of the bad conduct, bad smell, and little happiness of all beings, and for the attainment of the morality of the Tathāgata.
['SA_T04_sanss19u-6']	sa sanmārjanpalepanaṃ kurvan sarvasatvānām aprāsādikryāpathavigamāya /	sa sat mārjanpalepanam kurvan sarva satvānām a prāsādi kryāpatha vigamāya 	He, cleaning and anointing, dedicates [the merit] for the removal of all beings' unlovely behavior
['SA_T04_sanss19u-7']	prāsādikryāpathasaṃpade ca pariṇāmayati /	prāsādi kryāpatha saṃpade ca pariṇāmayati 	and for the perfection of lovely behavior.
['SA_T04_sanss19u-8']	sa puṣpacchatram āropayan sarvasatvānāṃ sarvakleśaparidāhavigamāya pariṇāmayati /	sa puṣpa chatram āropayan sarva satvānām sarva kleśa paridāha vigamāya pariṇāmayati 	He, erecting a flower parasol, dedicates [the merit] for the removal of the burning of all beings' afflictions.
['SA_T04_sanss19u-9', 'SA_T04_sanss19u-10']	sa vihāraṃ praviśann evaṃ cittam utpādayati /🔽Cambridge MS 	sa vihāram praviśan evam cittam utpādayati  cambridge ms 	He, entering the monastery, arouses the thought:
['SA_T04_sanss19u-11']	sarvasatvān nirvāṇapuraṃ praveśayeyaṃ /	sarva satvān nirvāṇa puram praveśayeyam 	I shall cause all beings to enter the city of nirvāṇa.
['SA_T04_sanss19u-12']	sa niṣkramann evaṃ cittam utpādayati /	sa niṣkraman evam cittam utpādayati 	He, going out, arouses the thought:
['SA_T04_sanss19u-13']	sarvasatvān saṃsāracārakān niṣkrāmayeyaṃ /	sarva satvān saṃsāra cārakān niṣkrāmayeyam 	I shall cause all beings to go out from the prison of saṃsāra.
['SA_T04_sanss19u-14']	sa labhanadvāram udghāṭayann evaṃ cittam utpādayati /	sa labhana dvāram udghāṭayan evam cittam utpādayati 	Opening the door to obtaining, he arouses his mind in this way:
['SA_T04_sanss19u-15']	sarvasatvānāṃ lokttareṇa jñānena nirvāṇasugatidvāram udghāṭayeyaṃ /	sarva satvānām lokttareṇa jñānena nirvāṇa sugati dvāram udghāṭayeyam 	I will open the door to nirvāṇa and good rebirths for all beings through supramundane knowledge.
['SA_T04_sanss19u-16']	sa pithad evaṃ cittam utpādayati /	sa pithat evam cittam utpādayati 	Closing it, he arouses his mind in this way:
['SA_T04_sanss19u-17']	sarvasatvānāṃ sarvpāyadvārāṇi pidadhyāṃ /	sarva satvānām sarva āya dvārāṇi pidadhyām 	I will close all the doors to danger for all beings.
['SA_T04_sanss19u-18']	sa niṣīdann evaṃcittam utpādayati /	sa niṣīdan evaṃcittam utpādayati 	Sitting down, he arouses his mind in this way:
['SA_T04_sanss19u-19']	sarvasatvān bodhimaṇḍe niṣādayeyaṃ /	sarva satvān bodhimaṇḍe niṣādayeyam 	I will seat all beings in the circle of enlightenment.
['SA_T04_sanss19u-20']	sa dakṣiṇena pārśvena śayyāṃ kalpayann evaṃ cittam utpādayati /	sa dakṣiṇena pārśvena śayyām kalpayan evam cittam utpādayati 	Arranging his bed on his right side, he arouses his mind in this way:
['SA_T04_sanss19u-21']	sarvasatvān eva parinirvāpayeyaṃ /	sarva satvān eva parinirvāpayeyam 	I will completely liberate all beings.
['SA_T04_sanss19u-22']	sa tato vyuttiṣṭhann evaṃ cittam utpādayati /	sa tatas vyuttiṣṭhan evam cittam utpādayati 	Rising from that, he arouses his mind in this way:
['SA_T04_sanss19u-23']	sarvasatvān vyutthāpayeyaṃ sarvakleśaparyutthānebhyaḥ /	sarva satvān vyutthāpayeyam sarva kleśa paryutthānebhyaḥ 	I will cause all beings to rise from all the entanglements of the afflictions.
['SA_T04_sanss19u-24']	sa śarīragatyā gacchann evaṃ cittam utpādayati /	sa śarīra gatyā gacchan evam cittam utpādayati 	Going with the gait of the body, he arouses his mind in this way:
['SA_T04_sanss19u-25']	sarvasatvā mahāpuruṣagatyā gacchantu /	sarva satvāḥ mahāpuruṣa gatyā gacchantu 	May all beings go with the gait of a great man.
['SA_T04_sanss19u-26']	sa tatrpaviṣṭae evaṃ cittam utpādayati /	sa tatra paviṣṭae evam cittam utpādayati 	Sitting there, he arouses his mind in this way:
['SA_T04_sanss19u-27']	sarvasatvā niḥśalyakriyā yad uta rāgadveṣamohebhyaḥ /	sarva satvāḥ niḥśalya kriyāḥ yat uta rāga dveṣa mohebhyaḥ 	May all beings be free from the dart, namely from desire, hatred, and delusion.
['SA_T04_sanss19u-28']	sa śaucaṃ kurvann evaṃ cittam utpādayati /	sa śaucam kurvan evam cittam utpādayati 	Performing purification, he arouses his mind in this way:
['SA_T04_sanss19u-29']	sarvasatvānāṃ kleśamalāt prakṣālayeyaṃ /	sarva satvānām kleśa malāt prakṣālayeyam 	I should wash away the stain of the afflictions of all sentient beings.
['SA_T04_sanss19u-30', 'SA_T04_sanss19u-31']	sa hastau prakṣālayann evaṃ cittam utpādayati /🔽sarvasatvānāṃ sarvakleśa	sa hastau prakṣālayan evam cittam utpādayati  sarva satvānām sarva kleśa 	When washing his hands, he should arouse this thought:🔽I should remove the afflictions
['SA_T04_sanss19u-32', 'SA_T04_sanss19u-33']	Bendall ed 🔽vāsanām apanayeyaṃ /	bendall e t  vāsanām apanayeyam 	of all sentient beings.🔽When washing his feet, he should arouse this thought:
['SA_T04_sanss19u-34']	sa pādau prakṣālayann evaṃ cittam utpādayati sarvasatvānām anekaprakārāṇi kleśarajāṃsy apanayeyaṃ /	sa pādau prakṣālayan evam cittam utpādayati sarva satvānām aneka prakārāṇi kleśa rajāṃsi apanayeyam 	I should remove the many kinds of dust of the afflictions of all sentient beings.
['SA_T04_sanss19u-35']	mukhaṃ prakṣālayann evaṃ cittam utpādayati /	mukham prakṣālayan evam cittam utpādayati 	When washing his face, he should arouse this thought:
['SA_T04_sanss19u-36']	sarvasatvānāṃ sarvadharmamukhāni pariśodhayeyaṃ /	sarva satvānām sarva dharma mukhāni pariśodhayeyam 	I should purify all the doors of the Dharma of all sentient beings.
['SA_T04_sanss19u-37']	sa dantakāṣṭhaṃ bhakṣayann evaṃ cittam utpādayati /	sa dantakāṣṭham bhakṣayan evam cittam utpādayati 	When chewing on a tooth stick, he should arouse this thought:
['SA_T04_sanss19u-38']	sarvasatvānāṃ nānāvidhān kleśamalān apanayeyaṃ /	sarva satvānām nānāvidhān kleśa malān apanayeyam 	I should remove the various stains of the afflictions of all sentient beings.
['SA_T04_sanss19u-39']	sarvāṃ kāyvasthāṃ sarvasatvahitasukhāya pariṇāmayati /	sarvām kāyu asthām sarva satva hita sukhāya pariṇāmayati 	He dedicates the entire bodily state to the welfare and happiness of all sentient beings.
['SA_T04_sanss19u-40']	tathāgatacaityaṃ vandamānivaṃ cittam utpādayati /	tathāgata caityam cittam utpādayati 	When paying homage to a stūpa of the Tathāgata, he should arouse this thought:
['SA_T04_sanss19u-41']	sarvasatvā vandanīyā bhavantu sadevakasya lokasyti //	sarva satvāḥ vandanīyāḥ bhavantu sa devakasya lokasya ti 	May all sentient beings become worthy of homage to the world with its gods.
['SA_T04_sanss19u-42']	athavā yathryaprajñāpāramitāyāṃ /	athavā yathrya prajñāpāramitāyām 	Or, as in the Perfection of Wisdom:
