segmentnr	original	analyzed	translated
['SA_GK19_gp12-22u-0']	atha dvādaśaṃ pūraṇam	atha dvādaśam pūraṇam 	Now, the twelfth chapter.
['SA_GK19_gp12-22u-1']	gocāraṇapracāraṇaṃ	gocāraṇa pracāraṇam 	The practice of letting the cows graze.
['SA_GK19_gp12-22u-2']	atha paredyavi ca kathā prathate sma /	atha paredyavi ca kathā prathate sma 	Then, on the following day, the story spread:
['SA_GK19_gp12-22u-3']	yathā snigdhakaṇṭha uvācayadyapi kālenālpena BhP / / ityādirītyā varṣatrayatrayaparyāyeṇa tayor vayogaṇanā nirṇītā /	yathā snigdhakaṇṭhaḥ uvāca yadi api kālena alpena ityādi rītyā varṣa traya traya paryāyeṇa tayoḥ vayaḥ gaṇanā nirṇītā 	As Snigdhakantha said: Although the calculation of their age was determined by the passage of three years each, as stated in the verse beginning with In a short time,
['SA_GK19_gp12-22u-4']	tathāpi kaumāraṃ tu varṣam ekam adhikam adhirūḍham /	tathā api kaumāram tu varṣam ekam adhikam adhirūḍham 	nevertheless, the period of their youth was one year in excess.
['SA_GK19_gp12-22u-5']	bālavatsānāṃ śrīvatsavatsasya ca mitho vatsaravirahamayānullāsena vyatītakṣaṇamayasaṃvatsarakālabālavatsānurodhena vā tasya stabdhībhāvāt	bāla vatsānām śrīvatsa vatsasya ca mithas vatsara viraha maya anullāsena vyatīta kṣaṇa maya saṃvatsara kāla bāla vatsa anurodhena vā tasya stabdhībhāvāt 	This is because the year of separation between the calves with their mothers and the calf of Shrivatsa did not manifest, or because of the stability of that [year] due to the consideration of the young calves who had passed the time of a year.
['SA_GK19_gp12-22u-6']	tatas tadbhāvānugāmitayā rāmasya ca tathā vṛttaṃ sutarām eva vṛttam /	tatas tad bhāva anugāmi tayā rāmasya ca tathā vṛttam sutarām eva vṛttam 	Therefore, because of following that state, Rama also acted in the same way, even more so.
['SA_GK19_gp12-22u-7']	tadanantaram akhaṇḍaṃ paugaṇḍaṃ tu varṣadvayenaivāpūryata /	tad anantaram akhaṇḍam paugaṇḍam tu varṣa dvayena eva apūryata 	After that, the unbroken period of childhood was completed in just two years.
['SA_GK19_gp12-22u-8']	cirāl labdhabandhusaṃvāsena samyag ullāsena jhaṭiti kaiśoraghaṭanāt /	cirāt labdha bandhu saṃvāsena samyak ullāsena jhaṭiti kaiśora ghaṭanāt 	Because the manifestation of the proper union with relatives obtained after a long time, and the manifestation of the proper union, quickly led to the formation of adolescence.
['SA_GK19_gp12-22u-9']	tathā ca prathāṃ karavāma dhenukavadhāvamadhāmagamanānte /	tathā ca prathām karavāma dhenuka vadha avama dhāma gamana ante 	And thus we shall make the fame spread from the killing of Dhenuka to the going to the lowest state.
['SA_GK19_gp12-22u-10']	tad evam eva saṅgacchate kālenālpena ityādi /	tat evam eva saṅgacchate kālena alpena ityādi 	That alone fits well with the statement in a short time and so on.
['SA_GK19_gp12-22u-11']	tāvad evātmabhūr ātmamānena truṭyanehasā /	tāvat evā ātma bhūḥ ātma mānena truṭi anehasā 	As long as the self-born one, with his own pride, is shattered by the one without home,
['SA_GK19_gp12-22u-12']	purovad ābdaṃ krīḍantaṃ dadṛśe sakalaṃ harim //BhP / / iti /	purovat ā abdam krīḍantam dadṛśe sakalam harim bhp  iti 	The self-born one, with his own pride, saw the entire Hari, who was playing like before for a year, with his body broken by austerities.
