segmentnr	original	analyzed	translated
['SA_K01_vinv09_u-0']	kośāmbakavastu	kośāmbaka vastu 	The matter of Kośāmbaka
['SA_K01_vinv09_u-1']	MSV II GBM /	ro-0 fl-3 	In the second chapter of the Mūlasarvâstivāda Vinaya
['SA_K01_vinv09_u-2', 'SA_K01_vinv09_u-3']	kośāmbakavastuni uddānam //🔽kośāmbakānāṃ kalaho nānāvādaś ca bhikṣubhiḥ /	kośāmbaka vastuni uddānam  kośāmbakānām kalahaḥ nānā vādaḥ ca bhikṣubhiḥ 	The summary of the matter of Kośāmbaka:🔽The dispute of the Kośāmbakas, and the monks' various arguments,
['SA_K01_vinv09_u-4']	pāṭhe vivadamānānāṃ dīrghikasya ca cārikā //	pāṭhe vivadamānānām dīrghikasya ca cārikā 	The reciters arguing, and the wandering of the pond-keeper,
['SA_K01_vinv09_u-5']	bhṛguś ca lavaṇāgāre rakṣito vanaṣaṇḍahastinā /	bhṛguḥ ca lavaṇāgāre rakṣitaḥ vana ṣaṇḍa hastinā 	Bhṛgu, and the elephant of the forest grove protected in the salt house,
['SA_K01_vinv09_u-6']	aniruddhaś ceti kṛtvā śrāvastyāṃ vyupaśāmyati //	aniruddhaḥ ca iti kṛtvā śrāvastyām vyupaśāmyati 	And Aniruddha - having done this, it is pacified in Śrāvastī.
['SA_K01_vinv09_u-7']	buddho bhagavān kośāmbyāṃ viharati ghoṣilārāme /	buddhaḥ bhagavān kośāmbyām viharati ghoṣila ārāme 	The Buddha, the Blessed One, was dwelling in Kośāmbī at the Ghosa monastery.
['SA_K01_vinv09_u-8']	tena khalu samayena kośāmbako bhikṣur vyāḍo vikrāntaḥ sūtradharo vinayadharo mātṛkādharaḥ /	tena khalu samayena kośāmbakaḥ bhikṣuḥ vyāḍaḥ vikrāntaḥ sūtra dharaḥ vinaya dharaḥ mātṛkā dharaḥ 	At that time, the Kośāmbaka monk was fierce, powerful, a master of the sūtras, a master of the Vinaya, a master of the Mātṛkā.
['SA_K01_vinv09_u-9']	bahavaś cāsya bhikṣavaḥ sahāyakā vyāḍā vikrāntāḥ sūtradharā vinayadharā mātṛkādharāḥ /	bahavaḥ ca asya bhikṣavaḥ sahāyakāḥ vyāḍāḥ vikrāntāḥ sūtra dharāḥ vinaya dharāḥ mātṛkā dharāḥ 	And he had many monk companions who were fierce, powerful, masters of the sūtras, masters of the Vinaya, masters of the Mātṛkā.
['SA_K01_vinv09_u-10']	vaiśālyāṃ vaiśālako bhikṣur vyāḍo vikrāntaḥ sūtradharo vinayadharo mātṛkādharaḥ /	vaiśālyām vaiśālakaḥ bhikṣuḥ vyāḍaḥ vikrāntaḥ sūtradharaḥ vinayadharaḥ mātṛkādharaḥ 	In Vaiśālī, the Vaiśālī monk was fierce, powerful, a master of the sūtras, a master of the Vinaya, a master of the Mātṛkā.
['SA_K01_vinv09_u-11']	bahavaś cāsya bhikṣavaḥ sahāyakā vyāḍā vikrāntāḥ sūtradharā vinayadharā mātṛkādharāḥ /	bahavaḥ ca asya bhikṣavaḥ sahāyakāḥ vyāḍāḥ vikrāntāḥ sūtra dharāḥ vinaya dharāḥ mātṛkā dharāḥ 	And he had many monk companions who were fierce, powerful, masters of the sūtras, masters of the Vinaya, masters of the Mātṛkā.
