segmentnr	original	analyzed	translated
['SA_MB_kaamaratnatantraHK-0']	Muktabodha Etext in UTF	muktabodha etext in utf	Muktabodha Text in UTF-8
['SA_MB_kaamaratnatantraHK-1']	MUKTABODHA INDOLOGICAL RESEARCH INSTITUTEwww /muktabodha /org Muktabodha Indological Research Institute All Rights Reserved /Etexts may be viewed only online or downloaded for private study /Etexts may not / under any circumstances / be copied / republished /reproduced / distributed or sold / either in original or altered form / withoutthe express permission of Muktabodha Indological Research Institute in writing /Dataentered by the staff of Muktabodha under the direction of Mark S / G / Dyczkowski /Catalog number /	muktabodha indological research muktabodha indological research institute all rights reserved texts may be viewed only online or downloaded for private studye texts may not under any circumstances be copied republished reproduced distributed or sold either in original or altered form withoutthe express permission of muktabodha indological research institute in writing data entered by the staff of muktabodha under the direction of mark s g dyczkowskicatalog number  /	Muktabodha Indological Research Institute www.muktabodha.org Muktabodha Indological Research Institute. All Rights Reserved. Texts may be viewed online or downloaded for private study. Texts may not be otherwise copied, republished, redistributed, or resold, either in whole or in part, in any form, without the prior written permission of Muktabodha Indological Research Institute. Entered by the Muktabodha staff under the direction of Mark S. G. Dyczkowski. Catalogue Number:
['SA_MB_kaamaratnatantraHK-2']	Uniform title / kāmaratnatantra	uniform title kāmaratnatantra 	Uniform Title: Kāmaratnatantra
['SA_MB_kaamaratnatantraHK-3']	Editor /Hemachandra Goswami Tattabhusan	hema chandra gosvami tatta bhusan 	Editor: Hemchandra Goswami Tattvabhusan
['SA_MB_kaamaratnatantraHK-4']	Notes / Data entered by the staff of Muktabodha under the supervision of Mark S / G / Dyczkowski /	notes data entered by the staff muktabodha under the supervision of mark s g dyczkowski 	Notes: Data entered by the staff of Muktabodha under the supervision of Mark S. G. Dyczkowski.
['SA_MB_kaamaratnatantraHK-5']	Revision / Sept / /	revision 	Revision. September.
['SA_MB_kaamaratnatantraHK-6']	Publisher / Assam Government Press	publisher assam government press 	Publisher: Assam Government Press
['SA_MB_kaamaratnatantraHK-7']	Publication year /	publication year 	Publication Year.
['SA_MB_kaamaratnatantraHK-8']	Publication city / Shilong	publication citi shilong 	Publication City: Shillong
['SA_MB_kaamaratnatantraHK-9']	Publication country / India	publication country india 	Publication Country: India
