segmentnr	original	analyzed	translated
['SA_MB_karanagamaHK-0']	Muktabodha Etext in UTF	muktabodha etext in utf	Muktabodha Text in UTF-8
['SA_MB_karanagamaHK-1', 'SA_MB_karanagamaHK-2', 'SA_MB_karanagamaHK-3']	MUKTABODHA INDOLOGICAL RESEARCH INSTITUTEwww /muktabodha /org Muktabodha Indological Research Institute All Rights Reserved /Etexts may be viewed only online or downloaded for private study /Etexts may not / under any circumstances / be copied / republished /reproduced / distributed or sold / either in original or altered form / withoutthe express permission of Muktabodha Indological Research Institute in writing /Dataentered by the staff of Muktabodha under the direction of Mark S / G / Dyczkowski /Catalog number /🔽Uniform title / karaṇāgama🔽Main title / karaṇāgama kriyāpāda	muktabodha indological research muktabodha indological research institute all rights reserved texts may be viewed only online or downloaded for private studye texts may not under any circumstances be copied republished reproduced distributed or sold either in original or altered form withoutthe express permission of muktabodha indological research institute in writing data entered by the staff of muktabodha under the direction of mark s g dyczkowskicatalog number  / uniform title karaṇa āgama  main title karaṇa āgama kriyā pāda 	Muktabodha: The Indological Research Institute www.muktabodha.org Muktabodha: The Indological Research Institute All rights reserved. Texts may be used for non-commercial purposes provided this copyright notice is retained. No responsibility for commercial use. With the exception of the texts Creative Commons Attribution Non-Commercial NoDerivatives License. For details see http://creativecommons.org/licenses/by-nc-nd/4.0/ Text input by the staff of Muktabodha under the guidance of Mark S. G. Dyczkowski. Catalogue number: 100🔽Uniform title: Karana-agama🔽Main title: Karana-agama kriya-pada
['SA_MB_karanagamaHK-4']	Description / karaṇāgama kriyāpāda	description karaṇa āgama kriyā pāda 	Description: Karana-agama kriya-pada
['SA_MB_karanagamaHK-5']	Notes / Transcribed by the staff of Muktabodha under the supervision of Mark S / G / Dyczkowski /	notes transcribed by the staff muktabodha under the supervision of mark s g dyczkowski 	Notes: Transcribed by the staff of Muktabodha under the supervision of Mark S. G. Dyczkowski.
['SA_MB_karanagamaHK-6']	Revision / April /	revision april 	Revision: April.
['SA_MB_karanagamaHK-7']	Muktabodha gratefully acknowledges the assistence of the venerable ārādhya swamī candraśekhara who / as the president of the śaivabhāratīśodhapratiṣṭhānam and head of the jaṅgamavāḍī maṭha vārāṇasī / has given permission to make this etext and put it up on the Muktabodha website /	muktabodha gratefully acknowledges the assistence of the venerable ārādhya svamī candraśekhara who as the president of the śaivabhāratīśodhapratiṣṭhānam and head of the jaṅgamavāḍī maṭha vārāṇasī has given permission to make this etext and put it up on the muktabodha website 	Muktabodha gratefully acknowledges the assistance of the Venerable Ārādhā Sva-mī Chandra-śekhara, who, as the President of the Śaiva-Bhāratī-Śodha-Pratiṣṭhāna and head of the Jaṅgamā-ḍī Maṭha Vārāṇasī, has given permission to make this text and put it up on the Muktabodha website.
['SA_MB_karanagamaHK-8']	Publisher / śaivabhāratīśodhapratiṣṭhāna	publisheḥ 	Publisher: Śaiva-Bhāratī-Śodha-Pratiṣṭhāna
['SA_MB_karanagamaHK-9']	Publication year /	publication year 	Publication year:
['SA_MB_karanagamaHK-10']	Publication city / vārāṇasī	publication citi vārāṇasī 	Publication city: Vārāṇasī
['SA_MB_karanagamaHK-11']	Publication country / India	publication country india 	Publication country: India
['SA_MB_karanagamaHK-12']	prathamaḥ paṭalaḥ	prathamaḥ paṭalaḥ 	First Chapter
['SA_MB_karanagamaHK-13']	devyuvāca	devī uvāca 	The Goddess said:
['SA_MB_karanagamaHK-14', 'SA_MB_karanagamaHK-15']	devadeva jagannātha sarvajña karuṇānidhe /🔽prasannāt tatrabhavato dharmā nānāvidhāḥ śrutāḥ /	devadeva jagannātha sarvajña karuṇā nidhe  prasannāt tatrabhavataḥ dharmāḥ nānāvidhāḥ śrutāḥ 	O Lord of Lords, Lord of the Universe, Omniscient One, Abode of Compassion,🔽From you, who are pleased, various Dharmas have been heard.
['SA_MB_karanagamaHK-16']	vihitāḥ pūrvaśaivānāṃ saṃmatāḥ śrutisaṃtateḥ // //	vihitāḥ pūrva śaivānām saṃmatāḥ śruti saṃtateḥ 	They are prescribed for the ancient Śaivas, approved by the tradition of the Vedas.
['SA_MB_karanagamaHK-17']	bhavatā hi purā proktaṃ karuṇāyantritātmanā /	bhavatā hi purā proktam karuṇā yantrita ātmanā 	You have said before, With a mind controlled by compassion,
['SA_MB_karanagamaHK-18']	vīraśaivīyadharmāstu sarvadharmottamā iti /	vīraśaivīya dharmāḥ tu sarva dharma uttamāḥ iti 	The Dharmas of the Vīra and Śaiva are the best of all Dharmas.
['SA_MB_karanagamaHK-19']	tānadya śrotukāmā'smi prasanno brūhyaśeṣataḥ // //	tān adya śrotu kāmā asmi prasannaḥ brūhi aśeṣatas 	I am now eager to hear them. Being pleased, explain them in detail.
