segmentnr	original	analyzed	translated
['SA_GSP28_ktv_2-1u-0']	p /	p 	P.🔽🔽
['SA_GSP28_ktv_2-1u-1']	bhāvārthāḥ karmaśabdās tebhyaḥ kriyā pratīyetaiṣa hy artho vidhīyate // / / //	bhāva arthāḥ karma śabdāḥ tebhyaḥ kriyā pratīyeta eṣa hi arthaḥ vidhīyate 	The words denoting action have the meaning of existence. From them, the action is understood. This meaning is enjoined.
['SA_GSP28_ktv_2-1u-2']	saṃbandhaṃ tāval lakṣaṇadvayasya karoti /	saṃbandham tāvat lakṣaṇa dvayasya karoti 	He first establishes the connection between the two characteristics.
['SA_GSP28_ktv_2-1u-3']	tatra prathame 'dhyāye pramāṇalakṣaṇaṃ vṛttam ity uktam /	tatra prathame dhyāye pramāṇa lakṣaṇam vṛttam iti uktam 	It has been said that in the first chapter, the characteristic of valid cognition is discussed.
['SA_GSP28_ktv_2-1u-4']	tad ayuktam /	tat ayuktam 	That is not correct.
['SA_GSP28_ktv_2-1u-5']	kutaḥ /	kutas 	Why?
['SA_GSP28_ktv_2-1u-6']	naiva hi prathame 'dhyāye sūtrakāreṇa kiṃcana /	na eva hi prathame dhyāye sūtrakāreṇa kiṃcana 	For, in the first chapter, the author of the aphorisms has not stated anything.
['SA_GSP28_ktv_2-1u-7']	lakṣaṇena pramāṇādeḥ svarūpam upavarṇitam // //	lakṣaṇena pramāṇa ādeḥ svarūpam upavarṇitam 	The nature of valid cognition etc. by means of a characteristic.
['SA_GSP28_ktv_2-1u-8']	tan nāma lakṣaṇam ucyate yena tadvyatiriktebhyas tasya svarūpaṃ vyāvṛttākāraṃ nirūpyate /	tat nāma lakṣaṇam ucyate yena tad vyatiriktebhyaḥ tasya svarūpam vyāvṛtta ākāram nirūpyate 	That is said to be a characteristic by which its nature is determined as excluded from those different from it.
['SA_GSP28_ktv_2-1u-9']	na caivaṃ pramāṇādilakṣaṇam uktam /	na ca evam pramāṇa ādi lakṣaṇam uktam 	And the characteristic of valid cognition etc. has not been stated in this way.
['SA_GSP28_ktv_2-1u-10']	anumānādīni tāvan naiva sūtritāni /	anumāna ādīni tāvat na eva sūtritāni 	Inference etc. have not even been formulated.
['SA_GSP28_ktv_2-1u-11']	pratyakṣam api dharmaṃ praty animittatvenopanyastaṃ na lakṣyatveneti vyākhyātam /	pratyakṣam api dharmam prati animitta tvena upanyastam na lakṣya tvena iti vyākhyātam 	And it has been explained that perception also has been presented as not being a means of knowing dharma, not as being a lakṣya.
['SA_GSP28_ktv_2-1u-12']	na ca śabdo 'pi dharmapramāṇabhūtaḥ kaścil lakṣitaḥ /	na ca śabdaḥ api dharma pramāṇa bhūtaḥ kaścid lakṣitaḥ 	And no word that is a means of knowing dharma has been characterized.
['SA_GSP28_ktv_2-1u-13']	asminn evādhikaraṇe tasya lakṣyamāṇatvāt /	asmin eva adhikaraṇe tasya lakṣyamāṇa tvāt 	Because it is being characterized in this very section.
['SA_GSP28_ktv_2-1u-14']	yad api vṛttikāreṇa sarveṣāṃ lakṣaṇaṃ pradarśitaṃ na tad adhyāyārthatvenopasaṃhartuṃ yuktam /	yat api vṛtti kāreṇa sarveṣām lakṣaṇam pradarśitam na tat adhyāya artha tvena upasaṃhartum yuktam 	And what the commentator has shown to be the definition of all [means of valid knowledge] should not be included as the meaning of the chapter.
['SA_GSP28_ktv_2-1u-15']	sūtrādhyāyārthānupasaṃhārāt /	sūtra adhyāya artha an upasaṃhārāt 	Because it does not include the meaning of the aphorisms of the chapter.
['SA_GSP28_ktv_2-1u-16']	kathaṃ ca samastalakṣaṇārthavyatirikta evārthe sūtrāṇi kṣīyeran /	katham ca samasta lakṣaṇa artha vyatirikte eva arthe sūtrāṇi kṣīyeran 	And how could the aphorisms be exhausted in a meaning entirely different from the meaning of the entire definition?
['SA_GSP28_ktv_2-1u-17']	api ca	api ca 	Moreover,
['SA_GSP28_ktv_2-1u-18']	vṛttikāreṇa yo 'py uktaḥ ṣaṭkaḥ pratyakṣapūrvakaḥ /	vṛtti kāreṇa yaḥ pi uktaḥ ṣaṭkaḥ pratyakṣa pūrvakaḥ 	even that set of six beginning with perception stated by the commentator,
['SA_GSP28_ktv_2-1u-19', 'SA_GSP28_ktv_2-1u-20']	aparīkṣyatayā so 'pi naiva lakṣaṇagocaraḥ // //🔽p /	aparīkṣya tayā saḥ pi nā eva lakṣaṇa gocaraḥ    p 	that too is not the sphere of the definition, because it is not examined.
['SA_GSP28_ktv_2-1u-21']	lokaprasiddhārthāni hi tāny aparīkṣyatvenoktāni na prathamādhyāyaviṣayatvenopasaṃhāram arhanti /	loka prasiddha arthāni hi tāni a parīkṣya tvena uktāni na prathama adhyāya viṣaya tvena upasaṃhāram arhanti 	For they are stated as not to be examined because they are well-known in the world, and do not deserve to be included as the subject matter of the first chapter.
['SA_GSP28_ktv_2-1u-22']	tasmād yat prathame 'dhyāye vṛttaṃ tad ālocyaitad bhāṣyaṃ neyam /	tasmāt yat prathame dhyāye vṛttam tat ālocya etat bhāṣyam neyam 	Therefore, this commentary should be interpreted by considering what was discussed in the first chapter.
['SA_GSP28_ktv_2-1u-23', 'SA_GSP28_ktv_2-1u-24']	tatra🔽pramāṇalakṣaṇaṃ tāvac codanālakṣaṇāśrayam /	tatra  pramāṇa lakṣaṇam tāvat codanā lakṣaṇa āśrayam 	There,🔽the definition of means of valid knowledge is based on the aphorism characterized by injunction.
['SA_GSP28_ktv_2-1u-25']	vidhyāditattvanirṇītiḥ pramāṇenaiva ca sthitā // //	vidhi ādi tattva nirṇītiḥ pramāṇena eva ca sthitā 	And the determination of the truth of injunction and so on is established by means of valid knowledge alone.
['SA_GSP28_ktv_2-1u-26']	samasto hi prathamaḥ pādaś codanālakṣaṇasūtraparikaraḥ /	samastaḥ hi prathamaḥ pādaḥ codanā lakṣaṇa sūtra parikaraḥ 	For the entire first quarter is a supplement to the aphorism characterized by injunction.
['SA_GSP28_ktv_2-1u-27']	tatra ca dharmasya codanālakṣaṇatvam uktam /	tatra ca dharmasya codanā lakṣaṇa tvam uktam 	And there, the nature of dharma as characterized by injunction is stated.
['SA_GSP28_ktv_2-1u-28']	ato 'vadhāritārthalakṣaṇaśabdasāhacaryāt pramāṇaśabdaḥ pramīyate ity evaṃ vyutpādya dharmaviṣaya eva vyākhyeyaḥ /	atas vadhārita artha lakṣaṇa śabda sāhacaryāt pramāṇa śabdaḥ pramīyate iti evam vyutpādya dharma viṣayaḥ eva vyākhyeyaḥ 	Therefore, because of the association of the word 'means of valid knowledge' with words whose meaning is ascertained, it should be explained as referring only to Dharma, after having taught it as 'that by which one knows'.
['SA_GSP28_ktv_2-1u-29']	saty api prameyamātravācitve 'smin śāstre jijñāsyatvena dharmaḥ prakrānta iti sa eva gṛhyate /	sati api prameya mātra vāci tve smin śāstre jijñāsya tvena dharmaḥ prakrāntaḥ iti saḥ eva gṛhyate 	Even though this word denotes only the object of valid knowledge, Dharma is taken as the subject matter here, because it is introduced as the object of inquiry.
['SA_GSP28_ktv_2-1u-30']	atha vā karaṇam eva pramāṇam /	atha vā karaṇam eva pramāṇam 	Or, a means of valid knowledge is itself a means of knowing.
