segmentnr	original	analyzed	translated
['SA_GR14_laghbh_u-0']	Laghubhāgavatāmṛta	        	Essence of the Bhagavatam
['SA_GR14_laghbh_u-1']	pūrvakhaṇḍam śrīkṛṣṇāmṛtam prathamaparicchedaḥ	                 	The First Section: The Nectar of Lord Krsna
['SA_GR14_laghbh_u-2', 'SA_GR14_laghbh_u-3']	svayaṃrūpavilāsasvāṃśāveśaprakāśalakṣaṇabhagavattattvanirūpaṇam /🔽oṃ namaḥ śrīkṛṣṇāya 	                                         om namaḥ śrī kṛṣṇāya 	The First Chapter: The Description of the Supreme Personality of Godhead, Who is the Original Supreme, the Supreme Form, the Supreme Enjoyer, and the Supreme Controller🔽Om. Obeisances to Lord Krsna.
['SA_GR14_laghbh_u-4']	namas tasmai bhagavate kṛṣṇāyākuṇṭhamedhase /	namaḥ tasmai bhagavate kṛṣṇāya akuṇṭha medhase 	Obeisances to that Supreme Personality of Godhead, Krsna, who has unimpeded intelligence.
['SA_GR14_laghbh_u-5']	yo dhatte sarvabhūtānām abhavāyośatīḥ kalāḥ // / / //	yaḥ dhatte sarva bhūtānām abhavāya uśatīḥ kalāḥ 	He who for the annihilation of all living entities' repeated birth and death reveals the arts of love.
['SA_GR14_laghbh_u-6', 'SA_GR14_laghbh_u-7']	BhP / /🔽kṛṣṇavarṇaṃ tviṣākṛṣṇaṃ sāṅgopāṅgāstrapārṣadam /	bhp  kṛṣṇa varṇam tviṣā kṛṣṇam sa aṅga upāṅga astra pārṣadam 	BhP 1.1.1
['SA_GR14_laghbh_u-8']	yajñaiḥ saṅkīrtanaprāyair yajanti hi sumedhasaḥ // / / //	yajñaiḥ saṅkīrtana prāyaiḥ yajanti hi sumedhasaḥ 	The wise worship Him, who is dark like a monsoon cloud, who is decorated with a peacock feather, who is the original Supreme, who is the Supreme Form, who is the Supreme Enjoyer, and who is the Supreme Controller, with sacrifices that are filled with the chanting of the holy name.
['SA_GR14_laghbh_u-9', 'SA_GR14_laghbh_u-10']	BhP / /🔽mukhāravindanisyandamarandabharatundilā /	bhp  mukha aravinda nisyanda maranda bhara tundilā 	BhP 1.1.2🔽The sweet nectar flowing from the lotus mouth of Lord Krsna,
['SA_GR14_laghbh_u-11']	mamānandaṃ mukundasya sandugdhāṃ veṇukākalī // / / //	mama ānandam mukundasya sandugdhām veṇukā kalī 	the sweet nectar of the flute music of Lord Krsna, the Supreme Personality of Godhead,🔽the sweet nectar flowing from the lotus mouth of Lord Caitanya,
['SA_GR14_laghbh_u-12']	śrīcaitanyamukhodgīrṇā harekṛṣṇeti varṇakāḥ /	                      	the sweet nectar of the chanting of the holy name of Lord Hari Krsna,
