segmentnr	original	analyzed	translated
['SA_GK18_bharnatu-0']	śrīrastu	śrīḥ astu 	May there be prosperity
['SA_GK18_bharnatu-1']	bharatamunipraṇītaṃ nāṭyaśāstram	bharata muni praṇītam nāṭya śāstram 	The Nāṭyaśāstra composed by Sage Bharata
['SA_GK18_bharnatu-2']	atha prathamo 'dhyāyaḥ	atha prathamaḥ dhyāyaḥ 	Now, the first chapter
['SA_GK18_bharnatu-3']	praṇamya śirasā devau pitāmahamaheśvarau /	praṇamya śirasā devau pitāmaha maheśvarau 	Having bowed my head to the two gods, the Grandfather and Maheśvara,
['SA_GK18_bharnatu-4']	nāṭyaśāstraṃ pravakṣyāmi brahmaṇā yadudāhṛtam // / //	nāṭya śāstram pravakṣyāmi brahmaṇā yat udāhṛtam 	I shall expound the Nāṭyaśāstra as uttered by Brahmā.
['SA_GK18_bharnatu-5', 'SA_GK18_bharnatu-6']	samāptajapyaṃ vratinaṃ svasutaiḥ parivāritam /🔽anadhyāye kadācittu bharataṃ nāṭyakovidam // / //	samāpta japyam vratinam sva sutaiḥ parivāritam  anadhyāye kadācid tu bharatam nāṭya kovidam 	Having completed his prayers, the ascetic surrounded by his own sons,🔽Bharata, skilled in dance, was once approached by the sages,
['SA_GK18_bharnatu-7', 'SA_GK18_bharnatu-8']	munayaḥ paryupāsyainamātreyapramukhāḥ purā /🔽papracchuste mahātmāno niyatendriyabuddhayaḥ // / //	munayaḥ paryupāsya enam ātreya pramukhāḥ purā  papracchuḥ te mahātmānaḥ niyata indriya buddhayaḥ 	led by Atreya, in a time when there was no study going on.🔽Those great souls, with their senses and minds controlled,
['SA_GK18_bharnatu-9']	yo 'yaṃ bhagavatā samyaggrathito vedasammitaḥ /	yaḥ yam bhagavatā samyak grathitaḥ veda sammitaḥ 	asked him about this Nāṭya Veda, which was properly composed by the Lord, equal to the Vedas,
['SA_GK18_bharnatu-10']	nāṭyavedaṃ kathaṃ brahmannutpannaḥ kasya vā kṛte // / //	nāṭyavedam katham brahman utpannaḥ kasya vā kṛte 	saying, O Brahmin, how did this Nāṭya Veda originate, and for whose sake?
['SA_GK18_bharnatu-11']	katyaṅgaḥ kiṃpramāṇaśca prayogaścāsya kīdṛśaḥ /	kati aṅgaḥ kiṃpramāṇaḥ ca prayogaḥ ca asya kīdṛśaḥ 	How many limbs does it have, what is its extent, and what is its application like?
['SA_GK18_bharnatu-12']	sarvametadyathātattvaṃ bhagavanvaktumarhasi // / //	sarvam etat yathātattvam bhagavan vaktum arhasi 	O Lord, you should tell all this exactly as it is.
['SA_GK18_bharnatu-13']	teṣāṃ tu vacanaṃ śrutvā munīnāṃ bharato muniḥ /	teṣām tu vacanam śrutvā munīnām bharataḥ muniḥ 	Having heard the words of those sages, the sage Bharata,
['SA_GK18_bharnatu-14']	pratyuvāca tato vākyaṃ nāṭyavedakathāṃ prati // / //	pratyuvāca tatas vākyam nāṭya veda kathām prati 	replied with words regarding the story of the Nāṭya Veda.
['SA_GK18_bharnatu-15']	bhavadbhiḥ śucibhirbhūtvā tathā'vahitamānasaiḥ /	bhavadbhiḥ śucibhiḥ bhūtvā tathā avahita mānasaiḥ 	You all, having become pure and with your minds focused,🔽 and having heard the Nāṭya Veda, which is the essence of the Vedas,🔽 you will attain the highest state.🔽 Having heard these words of the sage, the sages, with their minds focused,
['SA_GK18_bharnatu-16']	śrūyatāṃ nāṭyavedasya sambhavo brahmanirmitaḥ // / //	śrūyatām nāṭya vedasya sambhavaḥ brahma nirmitaḥ 	Listen to the origin of the Natya Veda, created by Brahma.
['SA_GK18_bharnatu-17']	pūrvaṃ kṛtayuge viprā vṛtte svāyaṃbhuve 'ntare /	pūrvam kṛta yuge viprāḥ vṛtte svāyaṃbhuve ntare 	In the past, in the Krita Yuga, O Brahmins, after the Svayambhuva Manvantara,
['SA_GK18_bharnatu-18']	tretāyuge 'tha samprāpte manorvaivasvatasya tu // / //	tretā yuge tha samprāpte manoḥ vaivasvatasya tu 	when the Treta Yuga arrived, during the reign of the seventh Manu Vaivasvata,
['SA_GK18_bharnatu-19']	grāmyadharmapravṛtte tu kāmalobhavaśaṃ gate /	grāmya dharma pravṛtte tu kāma lobha vaśam gate 	when people were engaged in worldly affairs, under the influence of desire and passion,
['SA_GK18_bharnatu-20']	īrṣyākrodhādisaṃmūḍhe loke sukhitaduḥkhite // / //	īrṣyā krodha ādi saṃmūḍhe loke sukhita duḥkhite 	when the world was deluded by jealousy, anger, and other emotions, experiencing happiness and sorrow,
['SA_GK18_bharnatu-21']	devadānavagandharvayakṣarakṣomahoragaiḥ /	deva dānava gandharva yakṣa rakṣaḥ mahā uragaiḥ 	when the gods, demons, gandharvas, yakshas, rakshasas, and great serpents
['SA_GK18_bharnatu-22']	jambudvīpe samākrānte lokapālapratiṣṭhite // / //	jambudvīpe samākrānte lokapāla pratiṣṭhite 	had occupied Jambudvipa, established by the Lokapalas,
['SA_GK18_bharnatu-23']	mahendrapramukhairdevairuktaḥ kila pitāmahaḥ /	mahendra pramukhaiḥ devaiḥ uktaḥ kila pitāmahaḥ 	the gods headed by Indra are said to have told the Grandfather:
['SA_GK18_bharnatu-24']	krīḍanīyakamicchāmo dṛṣyaṃ śravyaṃ ca yadbhavet // / //	krīḍanīyakam icchāmaḥ dṛṣyam śravyam ca yat bhavet 	We desire a pastime that would be both seen and heard.
['SA_GK18_bharnatu-25']	na vedavyavahāro 'yaṃ saṃśrāvyaḥ śūdrajātiṣu /	na veda vyavahāraḥ yam saṃśrāvyaḥ śūdra jātiṣu 	This Vedic practice should not be taught to Shudra castes.
['SA_GK18_bharnatu-26']	tasmātsṛjāparaṃ vedaṃ pañcamaṃ sārvavarṇikam // / //	tasmāt sṛja aparam vedam pañcamam sārvavarṇikam 	Therefore, create another Veda, a fifth one, applicable to all castes.
['SA_GK18_bharnatu-27']	evamastviti tānuktvā devarājaṃ visṛjya ca /	evam astu iti tān uktvā devarājam visṛjya ca 	Having said So be it to them and dismissing the king of gods,
['SA_GK18_bharnatu-28']	sasmāra caturo vedānyogamāsthāya tattvavit // / //	sasmāra caturaḥ vedān yogam āsthāya tattva vid 	the knower of truth, resorting to yoga, remembered the four Vedas.
['SA_GK18_bharnatu-29']	neme vedā yataḥ śrāvyāḥ strīśūdrādyāsu jātiṣu /	na ime vedāḥ yatas śrāvyāḥ strī śūdra ādyāsu jātiṣu 	Since these Vedas should not be taught to women, Shudras, and other castes,
['SA_GK18_bharnatu-30']	vedamanyattataḥ srakṣye sarvaśrāvyaṃ tu pañcamam // / //	vedam anyat tatas srakṣye sarva śrāvyam tu pañcamam 	I will create another Veda, the fifth one, which will be heard by all.
['SA_GK18_bharnatu-31']	dharmyamarthyaṃ yaśasyaṃ ca sopadeśyaṃ sasaṅgraham /	dharmyam arthyam yaśasyam ca sa upadeśyam sa saṅgraham 	It will be righteous, beneficial, glorious, with instructions and summaries,
['SA_GK18_bharnatu-32']	bhaviṣyataśca lokasya sarvakarmānudarśakam // / //	bhaviṣyataḥ ca lokasya sarva karma anudarśakam 	and will show the future and all actions of the world.
['SA_GK18_bharnatu-33']	sarvaśātrārthasampannaṃ sarvaśilpapravartakam /	sarva śātrā artha sampannam sarva śilpa pravartakam 	It will be rich in the meaning of all scriptures and will promote all arts.
['SA_GK18_bharnatu-34']	nāṭyākhyaṃ pañcamaṃ vedaṃ setihāsaṃ karomyaham // / //	nāṭya ākhyam pañcamam vedam sa itihāsam karomi aham 	I will create the fifth Veda called Natya, along with its history.
['SA_GK18_bharnatu-35']	evaṃ saṅkalpya bhagavān sarvavedānanusmaran /	evam saṅkalpya bhagavān sarva vedān anusmaran 	Having thus resolved, the Lord remembered all the Vedas,
['SA_GK18_bharnatu-36']	nāṭyavedaṃ tataścakre caturvedāṅgasambhavam // / //	nāṭya vedam tatas cakre catur vedāṅga sambhavam 	and then created the Natya Veda, which arose from the four Vedas and their limbs.
['SA_GK18_bharnatu-37']	jagrāha pāṭhyamṛgvedātsāmabhyo gītameva ca /	jagrāha pāṭhyam ṛgvedāt sāmabhyaḥ gītam eva ca 	He took the recitation from the Rig Veda, the singing from the Sama Veda,
['SA_GK18_bharnatu-38']	yajurvedādabhinayān rasānātharvaṇādapi // / //	yajurvedāt abhinayān rasān ātharvaṇāt api 	the dramatic expressions from the Yajur Veda, and the emotions from the Atharva Veda.
['SA_GK18_bharnatu-39']	vedopavedaiḥ sambaddho nāṭyavedo mahātmanā /	veda upavedaiḥ sambaddhaḥ nāṭya vedaḥ mahātmanā 	The great soul connected the Natya Veda with the Vedas and subsidiary Vedas.
['SA_GK18_bharnatu-40']	evaṃ bhagavatā sṛṣṭo brahmaṇā sarvavedinā // / //	evam bhagavatā sṛṣṭaḥ brahmaṇā sarva vedinā 	Thus was the Natya Veda created by the Lord Brahma, the knower of all Vedas.
['SA_GK18_bharnatu-41']	utpādya nāṭyavedaṃ tu brahmovāca sureśvaram /	utpādya nāṭya vedam tu brahmā uvāca sureśvaram 	Having created the Natya Veda, Brahma said to the Lord of the gods:
['SA_GK18_bharnatu-42']	itihāso mayā sṛṣṭaḥ sa sureṣu niyujyatām // / //	itihāsaḥ mayā sṛṣṭaḥ sa sureṣu niyujyatām 	I have created history. Let it be entrusted to the gods.
['SA_GK18_bharnatu-43']	kuśalā ye vidagdhāśca pragalbhāśca jitaśramāḥ /	kuśalāḥ ye vidagdhāḥ ca pragalbhāḥ ca jita śramāḥ 	Those who are skilled, clever, confident, and free from fatigue,
['SA_GK18_bharnatu-44', 'SA_GK18_bharnatu-45']	teṣvayaṃ nāṭyasaṃjño hi vedaḥ saṃkrāmyatāṃ tvayā // / //🔽tacchṛtvā vacanaṃ śakro brahmaṇā yadudāhṛtam /	teṣu ayam nāṭya saṃjñaḥ hi vedaḥ saṃkrāmyatām tvayā  tat śṛtvā vacanam śakraḥ brahmaṇā yat udāhṛtam 	Let this Veda known as Natya be transmitted by you to them.🔽Hearing these words spoken by Brahma,
['SA_GK18_bharnatu-46', 'SA_GK18_bharnatu-47']	prāñjaliḥ praṇato bhūtvā pratyuvāca pitāmaham // / //🔽grahaṇe dhāraṇe jñāne prayoge cāsya sattama /	prāñjaliḥ praṇataḥ bhūtvā pratyuvāca pitāmaham  grahaṇe dhāraṇe jñāne prayoge ca asya sattama 	Shakra, with folded hands and bowed down, replied to the Grandfather:
['SA_GK18_bharnatu-48', 'SA_GK18_bharnatu-49']	aśaktā bhagavan devā ayogyā nāṭyakarmaṇi // / //🔽ya ime vedaguhyajñā ṛṣayaḥ saṃśitavratāḥ /	aśaktāḥ bhagavan devāḥ ayogyāḥ nāṭya karmaṇi  ye ime veda guhya jñāḥ ṛṣayaḥ saṃśita vratāḥ 	O best one, the gods are incapable of grasping, retaining, knowing, and practicing this (Natya). O Lord, they are unfit for the work of Natya.🔽These sages who know the secrets of the Vedas and are of rigid vows,
['SA_GK18_bharnatu-50']	ete 'sya grahaṇe śaktāḥ prayoge dhāraṇe tathā // / //	ete sya grahaṇe śaktāḥ prayoge dhāraṇe tathā 	they are capable of grasping, practicing, retaining, and teaching this (Natya).
['SA_GK18_bharnatu-51']	śrutvā tu śakravacanaṃ māmāhāmbujasambhavaḥ /	śrutvā tu śakra vacanam mām āha ambujasambhavaḥ 	Having heard Shakra's words, the Lotus-born One said to me:
['SA_GK18_bharnatu-52']	tvaṃ putraśatasaṃyuktaḥ prayoktā'sya bhavānagha // / //	tvam putra śata saṃyuktaḥ prayoktā asya bhava anagha 	You, O sinless one, along with a hundred sons, shall be the performer of this (Natya).
['SA_GK18_bharnatu-53']	ājñāpito viditvā'haṃ nāṭyavedaṃ pitāmahāt /	ājñāpitaḥ viditvā aham nāṭya vedam pitāmahāt 	Having been commanded and having learned the Natya Veda from the Grandfather,
['SA_GK18_bharnatu-54']	putrānadhyāpayāmāsa prayogaṃ cāpi tattvataḥ // / //	putrān adhyāpayāmāsa prayogam ca api tattvataḥ 	I taught it to my sons along with the practice and the truth.
